Gene Set	Basal	Her2	LumA	LumB	Normal	Average p-value
PID_FOXOPATHWAY	0.92	0.68	0.04	0.35	0.63	0.524
REACTOME_MYOGENESIS	0.91	0.28	0.75	0.14	0.55	0.526
REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS	0.50	0.43	0.75	0.13	0.82	0.526
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	0.88	0.12	0.75	0.72	0.16	0.526
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	0.59	0.00	0.94	0.63	0.47	0.526
REACTOME_PEROXISOMAL_LIPID_METABOLISM	0.12	0.11	0.57	0.86	0.97	0.526
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	0.61	0.97	0.51	0.48	0.07	0.528
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.97	0.37	0.87	0.24	0.19	0.528
REACTOME_HEMOSTASIS	0.92	0.80	0.09	0.61	0.23	0.53
REACTOME_L1CAM_INTERACTIONS	0.84	0.70	0.44	0.58	0.09	0.53
PID_INSULIN_GLUCOSE_PATHWAY	0.42	0.33	0.71	0.72	0.47	0.53
REACTOME_ADP_SIGNALLING_THROUGH_P2RY1	0.30	0.66	0.40	0.54	0.75	0.53
PID_SHP2_PATHWAY	0.88	0.32	0.91	0.53	0.01	0.53
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION	0.22	0.58	0.93	0.78	0.15	0.532
KEGG_ADHERENS_JUNCTION	0.80	0.04	1.00	0.81	0.01	0.532
KEGG_MELANOGENESIS	0.27	0.09	0.78	0.62	0.90	0.532
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_DAI	0.78	0.40	0.61	0.78	0.09	0.532
BIOCARTA_MITOCHONDRIA_PATHWAY	0.04	0.17	0.57	0.92	0.96	0.532
PID_CERAMIDE_PATHWAY	0.18	0.48	0.73	0.79	0.49	0.534
BIOCARTA_CDK5_PATHWAY	0.85	0.64	0.32	0.19	0.68	0.536
PID_INSULIN_PATHWAY	0.49	0.23	0.81	0.69	0.46	0.536
BIOCARTA_HSP27_PATHWAY	0.92	0.13	0.45	0.69	0.50	0.538
ST_GRANULE_CELL_SURVIVAL_PATHWAY	0.53	0.92	0.32	0.66	0.26	0.538
REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS	0.40	0.84	0.48	0.27	0.70	0.538
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING	0.30	0.63	0.47	0.80	0.49	0.538
REACTOME_MITOTIC_G2_G2_M_PHASES	0.94	0.95	0.16	0.11	0.53	0.538
PID_ATM_PATHWAY	0.95	0.58	0.15	0.33	0.69	0.54
REACTOME_CIRCADIAN_REPRESSION_OF_EXPRESSION_BY_REV_ERBA	0.62	0.23	0.88	0.76	0.21	0.54
BIOCARTA_CERAMIDE_PATHWAY	0.78	0.43	0.35	0.72	0.42	0.54
KEGG_FOCAL_ADHESION	0.99	0.07	0.92	0.72	0.00	0.54
REACTOME_NCAM1_INTERACTIONS	0.12	0.89	0.93	0.43	0.33	0.54
REACTOME_CELL_CYCLE_CHECKPOINTS	0.91	0.44	0.14	0.24	0.98	0.542
REACTOME_PKB_MEDIATED_EVENTS	0.46	0.39	0.84	0.35	0.67	0.542
BIOCARTA_EGFR_SMRTE_PATHWAY	0.77	0.90	0.45	0.25	0.36	0.546
ST_INTERLEUKIN_4_PATHWAY	0.70	0.43	0.51	0.73	0.36	0.546
REACTOME_NFKB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	0.09	0.86	0.63	0.71	0.44	0.546
PID_HDAC_CLASSIII_PATHWAY	0.98	0.93	0.26	0.17	0.40	0.548
KEGG_PENTOSE_PHOSPHATE_PATHWAY	0.18	0.38	0.88	0.95	0.35	0.548
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING	0.77	0.09	0.95	0.86	0.08	0.55
KEGG_RENAL_CELL_CARCINOMA	0.78	0.39	0.95	0.63	0.01	0.552
REACTOME_SPHINGOLIPID_METABOLISM	0.78	0.26	0.72	0.91	0.11	0.556
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	0.88	0.26	0.92	0.64	0.08	0.556
PID_FGF_PATHWAY	0.98	0.01	0.92	0.75	0.12	0.556
REACTOME_CELL_JUNCTION_ORGANIZATION	0.96	0.46	0.90	0.46	0.01	0.558
BIOCARTA_CARDIACEGF_PATHWAY	0.61	0.97	0.81	0.27	0.13	0.558
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	0.93	0.93	0.16	0.36	0.42	0.56
PID_AURORA_B_PATHWAY	0.92	1.00	0.01	0.00	0.87	0.56
KEGG_NUCLEOTIDE_EXCISION_REPAIR	0.90	0.87	0.22	0.33	0.48	0.56
SA_PTEN_PATHWAY	0.59	0.64	0.94	0.63	0.00	0.56
BIOCARTA_G1_PATHWAY	0.78	0.82	0.14	0.20	0.86	0.56
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	0.11	0.14	0.97	0.98	0.61	0.562
PID_TRKRPATHWAY	0.82	0.61	0.78	0.49	0.11	0.562
PID_FAK_PATHWAY	0.83	0.01	0.99	0.83	0.15	0.562
BIOCARTA_ATM_PATHWAY	0.98	0.49	0.02	0.40	0.93	0.564
PID_ARF6_TRAFFICKINGPATHWAY	0.19	0.82	0.90	0.87	0.04	0.564
BIOCARTA_STRESS_PATHWAY	0.63	0.43	0.67	0.94	0.16	0.566
PID_IL4_2PATHWAY	0.38	0.59	0.81	0.74	0.31	0.566
REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR	0.63	0.99	0.94	0.23	0.05	0.568
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	0.27	0.23	0.97	0.91	0.46	0.568
PID_INTEGRIN5_PATHWAY	0.77	0.26	0.94	0.61	0.26	0.568
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	0.87	0.16	0.96	0.73	0.12	0.568
REACTOME_INFLAMMASOMES	0.98	0.59	0.26	0.91	0.10	0.568
REACTOME_METABOLISM_OF_POLYAMINES	0.63	0.06	0.75	0.68	0.72	0.568
REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_	0.70	0.40	0.35	0.64	0.76	0.57
PID_IL2_1PATHWAY	0.96	0.95	0.47	0.47	0.00	0.57
REACTOME_GAP_JUNCTION_DEGRADATION	0.67	0.57	0.42	0.72	0.47	0.57
REACTOME_REGULATION_OF_THE_FANCONI_ANEMIA_PATHWAY	0.52	0.67	0.26	0.65	0.75	0.57
BIOCARTA_NTHI_PATHWAY	0.83	0.28	0.87	0.85	0.03	0.572
KEGG_AXON_GUIDANCE	0.54	0.28	1.00	1.00	0.04	0.572
PID_P75NTRPATHWAY	0.88	0.41	0.48	0.62	0.47	0.572
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	0.95	0.37	0.56	0.67	0.31	0.572
BIOCARTA_ERK_PATHWAY	0.92	0.72	0.54	0.33	0.35	0.572
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	0.87	0.12	0.77	0.71	0.39	0.572
BIOCARTA_TOB1_PATHWAY	0.89	0.22	0.94	0.80	0.02	0.574
KEGG_CALCIUM_SIGNALING_PATHWAY	0.68	0.21	0.96	0.99	0.03	0.574
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.95	0.01	0.84	0.96	0.11	0.574
PID_PDGFRAPATHWAY	0.98	0.78	0.40	0.40	0.32	0.576
PID_SYNDECAN_1_PATHWAY	0.96	0.85	0.54	0.37	0.17	0.578
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	0.53	0.28	0.63	0.51	0.94	0.578
KEGG_PEROXISOME	0.15	0.16	0.94	0.88	0.76	0.578
BIOCARTA_GLEEVEC_PATHWAY	0.91	0.57	0.39	0.40	0.63	0.58
PID_PTP1BPATHWAY	0.87	0.35	0.82	0.86	0.00	0.58
REACTOME_PYRUVATE_METABOLISM	0.37	0.22	0.72	0.66	0.93	0.58
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.75	0.01	0.84	0.85	0.45	0.58
PID_IL2_PI3KPATHWAY	0.70	0.23	0.54	0.66	0.78	0.582
REACTOME_COPI_MEDIATED_TRANSPORT	0.44	0.71	0.66	0.63	0.47	0.582
PID_S1P_S1P3_PATHWAY	0.35	0.33	0.54	0.86	0.83	0.582
ST_T_CELL_SIGNAL_TRANSDUCTION	0.86	0.95	0.59	0.49	0.02	0.582
PID_LYMPHANGIOGENESIS_PATHWAY	0.88	0.56	0.72	0.70	0.05	0.582
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.57	0.89	0.48	0.37	0.61	0.584
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.07	0.21	0.95	0.82	0.87	0.584
PID_AR_TF_PATHWAY	0.34	0.29	0.90	0.49	0.90	0.584
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	1.00	0.11	0.84	0.95	0.02	0.584
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	0.83	0.81	0.30	0.37	0.61	0.584
REACTOME_PI_METABOLISM	0.54	0.95	0.92	0.40	0.12	0.586
REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	0.94	0.94	0.32	0.33	0.40	0.586
REACTOME_SIGNALING_BY_ERBB4	0.65	0.28	0.80	0.78	0.42	0.586
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	0.76	0.09	0.98	0.99	0.12	0.588
REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX	0.72	0.21	0.36	0.66	0.99	0.588
KEGG_GAP_JUNCTION	0.95	0.63	0.38	0.67	0.31	0.588
REACTOME_IRON_UPTAKE_AND_TRANSPORT	0.61	0.72	0.52	0.49	0.61	0.59
KEGG_SPHINGOLIPID_METABOLISM	0.86	0.14	0.81	0.86	0.28	0.59
REACTOME_SIGNALING_BY_ACTIVATED_POINT_MUTANTS_OF_FGFR1	0.93	0.69	0.99	0.18	0.16	0.59
REACTOME_SEMAPHORIN_INTERACTIONS	0.62	0.01	0.98	0.90	0.44	0.59
REACTOME_PROTEIN_FOLDING	0.82	0.95	0.45	0.37	0.36	0.59
BIOCARTA_KERATINOCYTE_PATHWAY	0.79	0.53	0.68	0.74	0.22	0.592
PID_S1P_S1P1_PATHWAY	0.63	0.79	0.41	0.73	0.40	0.592
PID_TOLL_ENDOGENOUS_PATHWAY	0.73	0.40	0.68	0.73	0.42	0.592
REACTOME_METAL_ION_SLC_TRANSPORTERS	0.18	0.19	0.81	0.95	0.83	0.592
KEGG_GLYCEROLIPID_METABOLISM	0.22	0.23	0.97	0.99	0.55	0.592
PID_AJDISS_2PATHWAY	0.83	0.09	0.72	0.45	0.87	0.592
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	0.59	0.92	0.59	0.60	0.26	0.592
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS	0.84	0.41	0.75	0.78	0.18	0.592
REACTOME_SIGNALING_BY_NOTCH1	0.55	0.35	0.84	0.88	0.35	0.594
REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING	0.79	0.03	0.95	0.78	0.43	0.596
BIOCARTA_ECM_PATHWAY	0.91	0.66	0.76	0.40	0.25	0.596
BIOCARTA_SARS_PATHWAY	0.07	0.64	0.47	0.92	0.88	0.596
REACTOME_PROSTANOID_LIGAND_RECEPTORS	0.81	0.19	0.68	0.94	0.36	0.596
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	0.86	1.00	0.16	0.75	0.22	0.598
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	0.95	0.49	0.27	0.52	0.76	0.598
PID_ECADHERIN_KERATINOCYTE_PATHWAY	0.47	0.84	0.95	0.07	0.67	0.6
PID_BARD1PATHWAY	0.86	0.58	0.34	0.23	0.99	0.6
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE	0.73	0.03	0.63	0.74	0.87	0.6
REACTOME_PI_3K_CASCADE	0.98	0.03	0.95	0.92	0.12	0.6
PID_SMAD2_3PATHWAY	0.77	0.66	0.19	0.40	0.98	0.6
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	0.84	0.54	0.72	0.89	0.01	0.6
REACTOME_CGMP_EFFECTS	0.93	0.84	0.65	0.25	0.34	0.602
BIOCARTA_AKAP95_PATHWAY	0.90	0.93	0.12	0.13	0.93	0.602
PID_HNF3BPATHWAY	0.19	0.18	0.98	0.99	0.67	0.602
PID_HEDGEHOG_GLIPATHWAY	0.61	0.53	0.54	0.38	0.95	0.602
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	0.89	0.78	0.57	0.27	0.50	0.602
BIOCARTA_HIVNEF_PATHWAY	0.78	0.92	0.39	0.61	0.31	0.602
PID_P38GAMMADELTAPATHWAY	0.94	0.63	0.23	0.25	0.98	0.606
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.93	0.39	0.94	0.77	0.00	0.606
REACTOME_CHOLESTEROL_BIOSYNTHESIS	0.46	0.77	0.56	0.84	0.40	0.606
KEGG_TYPE_II_DIABETES_MELLITUS	0.92	0.53	0.93	0.59	0.06	0.606
SA_B_CELL_RECEPTOR_COMPLEXES	0.45	0.93	0.75	0.74	0.16	0.606
PID_ANTHRAXPATHWAY	0.92	0.78	0.37	0.92	0.05	0.608
BIOCARTA_CASPASE_PATHWAY	0.78	0.87	0.32	0.92	0.16	0.61
REACTOME_REPAIR_SYNTHESIS_FOR_GAP_FILLING_BY_DNA_POL_IN_TC_NER	0.91	0.93	0.30	0.45	0.46	0.61
REACTOME_GLOBAL_GENOMIC_NER_GG_NER	0.83	0.89	0.34	0.49	0.50	0.61
REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT	0.78	0.21	0.47	0.61	0.99	0.612
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	0.93	0.41	0.33	0.61	0.78	0.612
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	0.87	0.41	0.29	0.49	1.00	0.612
KEGG_RENIN_ANGIOTENSIN_SYSTEM	0.83	0.65	0.76	0.61	0.22	0.614
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	0.72	0.19	0.47	0.70	0.99	0.614
REACTOME_SIGNALLING_BY_NGF	0.78	0.18	0.85	0.88	0.38	0.614
PID_INTEGRIN_A9B1_PATHWAY	0.61	0.44	0.94	0.92	0.16	0.614
REACTOME_INHIBITION_OF_INSULIN_SECRETION_BY_ADRENALINE_NORADRENALINE	0.63	0.87	0.35	0.40	0.83	0.616
PID_TGFBRPATHWAY	0.78	0.46	0.94	0.90	0.00	0.616
REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION	0.99	0.01	0.95	0.79	0.34	0.616
BIOCARTA_ERK5_PATHWAY	0.96	0.75	0.75	0.48	0.14	0.616
KEGG_INSULIN_SIGNALING_PATHWAY	0.94	0.33	0.87	0.69	0.26	0.618
PID_HIF1APATHWAY	0.45	0.36	0.81	0.48	0.99	0.618
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX	0.61	0.79	0.86	0.74	0.09	0.618
ST_G_ALPHA_I_PATHWAY	0.72	0.58	0.61	0.33	0.86	0.62
REACTOME_RECYCLING_PATHWAY_OF_L1	0.96	0.99	0.34	0.68	0.13	0.62
REACTOME_CTLA4_INHIBITORY_SIGNALING	0.42	0.63	0.81	0.91	0.34	0.622
ST_GA12_PATHWAY	0.59	0.97	0.45	0.79	0.31	0.622
PID_VEGF_VEGFR_PATHWAY	0.87	0.39	0.84	0.73	0.28	0.622
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.70	0.21	0.82	0.78	0.61	0.624
BIOCARTA_CHEMICAL_PATHWAY	0.46	0.38	0.37	0.92	0.99	0.624
REACTOME_RAF_MAP_KINASE_CASCADE	0.67	0.57	0.51	0.65	0.72	0.624
REACTOME_REGULATION_OF_KIT_SIGNALING	0.32	0.97	0.94	0.52	0.37	0.624
BIOCARTA_KREB_PATHWAY	0.87	0.10	0.47	0.79	0.90	0.626
KEGG_BETA_ALANINE_METABOLISM	0.77	0.31	0.57	0.98	0.50	0.626
BIOCARTA_RAC1_PATHWAY	0.81	0.71	0.88	0.73	0.00	0.626
BIOCARTA_EIF4_PATHWAY	0.30	0.38	0.80	0.92	0.73	0.626
REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	0.64	0.15	1.00	1.00	0.34	0.626
SIG_BCR_SIGNALING_PATHWAY	0.70	0.14	0.84	0.93	0.52	0.626
REACTOME_PHASE_II_CONJUGATION	0.55	0.27	1.00	0.98	0.33	0.626
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	0.31	0.23	0.99	0.91	0.70	0.628
REACTOME_DEVELOPMENTAL_BIOLOGY	0.89	0.16	0.87	0.94	0.28	0.628
KEGG_DNA_REPLICATION	0.89	1.00	0.36	0.33	0.56	0.628
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	0.93	0.65	0.67	0.33	0.56	0.628
BIOCARTA_PTDINS_PATHWAY	0.75	0.21	0.42	0.92	0.85	0.63
REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING	0.32	0.97	0.88	0.63	0.36	0.632
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE	0.88	0.87	0.19	0.63	0.59	0.632
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.96	0.32	0.94	0.55	0.39	0.632
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	0.55	0.77	0.68	0.81	0.35	0.632
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	0.16	0.85	0.81	0.89	0.45	0.632
REACTOME_GLUTATHIONE_CONJUGATION	0.56	0.39	0.94	0.92	0.36	0.634
BIOCARTA_AKT_PATHWAY	0.83	0.75	0.60	0.63	0.36	0.634
KEGG_ENDOMETRIAL_CANCER	0.87	0.39	0.99	0.91	0.01	0.634
PID_SYNDECAN_3_PATHWAY	0.56	0.99	0.95	0.37	0.31	0.636
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	0.61	0.77	0.57	0.50	0.73	0.636
PID_ENDOTHELINPATHWAY	0.87	0.58	0.79	0.91	0.03	0.636
PID_ARF6DOWNSTREAMPATHWAY	0.77	0.83	0.63	0.61	0.34	0.636
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX	0.67	0.81	0.90	0.79	0.01	0.636
REACTOME_MTORC1_MEDIATED_SIGNALLING	0.31	0.88	0.78	0.45	0.76	0.636
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	0.77	0.89	0.87	0.43	0.23	0.638
PID_RXR_VDR_PATHWAY	0.72	0.04	0.90	0.99	0.54	0.638
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	0.87	0.92	0.78	0.52	0.10	0.638
REACTOME_BIOLOGICAL_OXIDATIONS	0.38	0.15	1.00	1.00	0.66	0.638
BIOCARTA_TGFB_PATHWAY	0.59	0.66	0.98	0.80	0.16	0.638
PID_IL8CXCR1_PATHWAY	0.16	0.39	0.77	0.94	0.93	0.638
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	0.87	0.39	0.28	0.75	0.91	0.64
BIOCARTA_BARRESTIN_PATHWAY	0.09	0.85	0.75	0.77	0.75	0.642
BIOCARTA_RACCYCD_PATHWAY	0.94	0.90	0.47	0.38	0.52	0.642
BIOCARTA_RAS_PATHWAY	0.93	0.39	0.88	0.67	0.34	0.642
REACTOME_CELL_CYCLE_MITOTIC	1.00	0.95	0.10	0.40	0.76	0.642
KEGG_RIBOFLAVIN_METABOLISM	0.14	0.93	0.95	0.85	0.35	0.644
REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION	0.89	0.79	0.29	0.91	0.34	0.644
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	0.76	0.23	0.84	0.95	0.45	0.646
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	1.00	0.97	0.35	0.47	0.44	0.646
REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER	0.95	0.95	0.34	0.37	0.62	0.646
BIOCARTA_NFKB_PATHWAY	0.62	0.86	0.95	0.61	0.19	0.646
REACTOME_METABOLISM_OF_CARBOHYDRATES	0.78	0.94	0.60	0.56	0.36	0.648
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	0.67	0.69	0.86	0.27	0.75	0.648
PID_NOTCH_PATHWAY	0.52	0.63	0.95	0.97	0.17	0.648
KEGG_ABC_TRANSPORTERS	0.45	0.03	0.84	0.93	0.99	0.648
REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS	0.22	0.93	0.99	0.95	0.16	0.65
REACTOME_INSULIN_RECEPTOR_RECYCLING	0.27	0.33	0.86	0.86	0.93	0.65
BIOCARTA_ALK_PATHWAY	0.94	0.17	0.98	0.86	0.30	0.65
REACTOME_SYNTHESIS_OF_DNA	0.87	0.78	0.25	0.49	0.86	0.65
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	0.87	0.01	0.81	0.85	0.72	0.652
BIOCARTA_MONOCYTE_PATHWAY	0.68	0.81	0.65	0.78	0.34	0.652
REACTOME_ANDROGEN_BIOSYNTHESIS	0.52	0.86	0.92	0.45	0.51	0.652
BIOCARTA_MPR_PATHWAY	1.00	1.00	0.04	0.23	0.99	0.652
REACTOME_TIGHT_JUNCTION_INTERACTIONS	1.00	0.89	0.96	0.37	0.04	0.652
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	1.00	0.87	0.93	0.40	0.07	0.654
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	0.69	0.73	0.81	0.97	0.07	0.654
BIOCARTA_BIOPEPTIDES_PATHWAY	0.99	0.61	0.44	0.33	0.90	0.654
SA_CASPASE_CASCADE	0.83	0.65	0.37	0.95	0.47	0.654
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	0.12	0.71	0.95	0.88	0.61	0.654
REACTOME_SIGNAL_ATTENUATION	0.61	0.40	0.75	0.95	0.57	0.656
ST_WNT_BETA_CATENIN_PATHWAY	0.19	0.23	0.99	0.95	0.93	0.658
KEGG_FOLATE_BIOSYNTHESIS	0.98	0.91	0.24	0.50	0.67	0.66
REACTOME_DNA_REPLICATION	1.00	0.96	0.11	0.32	0.91	0.66
BIOCARTA_IGF1R_PATHWAY	0.88	0.08	0.63	0.78	0.93	0.66
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	0.11	0.85	0.99	0.91	0.44	0.66
REACTOME_PIP3_ACTIVATES_AKT_SIGNALING	0.98	0.32	0.94	0.90	0.16	0.66
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.46	0.03	0.93	0.94	0.95	0.662
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.77	0.63	0.56	0.99	0.36	0.662
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0.67	0.57	0.87	0.87	0.33	0.662
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	0.31	1.00	0.94	0.40	0.66	0.662
BIOCARTA_RNA_PATHWAY	0.93	0.55	0.40	0.82	0.61	0.662
REACTOME_FRS2_MEDIATED_CASCADE	0.93	0.03	0.95	0.88	0.52	0.662
KEGG_TIGHT_JUNCTION	0.85	0.33	0.98	0.81	0.34	0.662
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.95	1.00	0.03	0.38	0.95	0.662
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI	0.81	0.94	0.57	0.67	0.32	0.662
REACTOME_RNA_POL_I_TRANSCRIPTION_INITIATION	0.56	0.99	0.81	0.91	0.05	0.664
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	0.11	0.77	1.00	0.99	0.45	0.664
KEGG_BASE_EXCISION_REPAIR	0.99	1.00	0.20	0.15	0.98	0.664
PID_LKB1_PATHWAY	0.61	0.03	0.90	0.84	0.95	0.666
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.87	0.10	0.98	0.87	0.51	0.666
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	0.96	0.05	0.86	0.93	0.54	0.668
PID_ALPHASYNUCLEIN_PATHWAY	0.72	0.95	0.84	0.78	0.05	0.668
REACTOME_CELL_CELL_COMMUNICATION	0.95	0.67	1.00	0.69	0.03	0.668
BIOCARTA_LONGEVITY_PATHWAY	0.88	0.04	0.76	0.73	0.93	0.668
REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	0.46	0.03	0.96	0.98	0.92	0.67
PID_RAC1_PATHWAY	0.97	0.97	0.28	0.75	0.38	0.67
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	0.52	0.63	0.75	0.54	0.92	0.672
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	0.69	0.95	0.98	0.67	0.07	0.672
PID_REELINPATHWAY	0.91	0.17	0.93	0.93	0.42	0.672
REACTOME_SYNTHESIS_OF_PE	0.30	0.96	0.64	0.79	0.68	0.674
KEGG_JAK_STAT_SIGNALING_PATHWAY	1.00	0.42	1.00	0.93	0.02	0.674
PID_BCR_5PATHWAY	0.60	0.85	0.94	0.95	0.03	0.674
PID_INTEGRIN3_PATHWAY	0.82	0.63	0.83	0.89	0.20	0.674
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	0.80	0.69	0.73	0.99	0.16	0.674
REACTOME_CELL_CYCLE	1.00	0.91	0.04	0.58	0.84	0.674
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.89	0.09	0.66	0.95	0.79	0.676
PID_EPOPATHWAY	0.44	0.60	0.89	0.84	0.61	0.676
REACTOME_MITOTIC_PROMETAPHASE	1.00	0.92	0.06	0.40	1.00	0.676
PID_S1P_S1P2_PATHWAY	0.45	0.87	0.63	0.84	0.59	0.676
KEGG_PROTEIN_EXPORT	0.98	0.73	0.71	0.37	0.59	0.676
REACTOME_DNA_STRAND_ELONGATION	0.94	1.00	0.30	0.37	0.78	0.678
REACTOME_REGULATION_OF_COMPLEMENT_CASCADE	0.98	0.99	0.81	0.61	0.00	0.678
