Gene Set	Basal	Her2	LumA	LumB	Normal	Average p-value
KEGG_PHENYLALANINE_METABOLISM	0.20	0.38	0.68	0.75	0.44	0.49
REACTOME_GPCR_DOWNSTREAM_SIGNALING	0.69	0.00	0.09	0.79	0.88	0.49
BIOCARTA_CASPASE_PATHWAY	0.47	0.34	0.21	0.95	0.49	0.492
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0.47	0.22	0.42	0.73	0.62	0.492
REACTOME_DEVELOPMENTAL_BIOLOGY	0.91	0.00	0.29	0.82	0.44	0.492
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION	0.71	0.62	0.56	0.19	0.38	0.492
BIOCARTA_CTL_PATHWAY	0.45	0.28	0.72	0.95	0.07	0.494
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	0.42	0.96	0.60	0.29	0.20	0.494
REACTOME_CD28_DEPENDENT_VAV1_PATHWAY	0.60	0.06	0.71	0.54	0.56	0.494
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0.94	0.36	0.75	0.07	0.36	0.496
REACTOME_L1CAM_INTERACTIONS	0.85	0.04	0.25	0.35	0.99	0.496
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.67	0.69	0.60	0.44	0.09	0.498
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	0.81	0.09	0.75	0.55	0.29	0.498
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	0.42	0.24	0.67	0.55	0.61	0.498
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.21	0.64	0.71	0.08	0.85	0.498
PID_INTEGRIN_A9B1_PATHWAY	0.71	0.69	0.67	0.22	0.20	0.498
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	0.76	0.17	0.53	0.26	0.78	0.5
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	0.13	0.92	0.13	0.42	0.90	0.5
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	0.55	0.45	0.49	0.66	0.35	0.5
PID_REELINPATHWAY	0.90	0.15	0.80	0.35	0.30	0.5
KEGG_NON_SMALL_CELL_LUNG_CANCER	1.00	0.02	0.96	0.01	0.51	0.5
REACTOME_POTASSIUM_CHANNELS	0.79	0.20	0.01	0.75	0.75	0.5
KEGG_PRION_DISEASES	0.55	0.40	0.67	0.78	0.11	0.502
KEGG_ACUTE_MYELOID_LEUKEMIA	1.00	0.36	0.99	0.14	0.02	0.502
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	0.91	0.34	0.28	0.25	0.73	0.502
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	0.36	0.24	0.73	0.92	0.26	0.502
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.77	0.39	0.60	0.39	0.36	0.502
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	1.00	0.30	0.68	0.44	0.09	0.502
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	0.67	0.66	0.92	0.02	0.24	0.502
BIOCARTA_G1_PATHWAY	0.88	0.24	0.93	0.42	0.04	0.502
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	0.47	0.66	0.49	0.39	0.51	0.504
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	0.04	0.65	0.95	0.70	0.18	0.504
PID_AURORA_B_PATHWAY	0.40	0.55	0.60	0.40	0.58	0.506
REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS	0.78	0.88	0.25	0.57	0.05	0.506
REACTOME_LIPOPROTEIN_METABOLISM	0.07	0.93	0.84	0.69	0.00	0.506
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	0.30	0.81	0.42	0.61	0.39	0.506
REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT	0.03	0.89	0.82	0.76	0.03	0.506
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	0.55	0.44	0.51	0.79	0.25	0.508
PID_TAP63PATHWAY	0.10	1.00	0.62	0.38	0.44	0.508
BIOCARTA_GCR_PATHWAY	0.49	0.33	0.34	0.54	0.84	0.508
BIOCARTA_CALCINEURIN_PATHWAY	1.00	0.41	0.34	0.27	0.52	0.508
BIOCARTA_CYTOKINE_PATHWAY	0.23	0.86	0.80	0.55	0.10	0.508
REACTOME_GABA_RECEPTOR_ACTIVATION	0.76	0.20	0.55	0.84	0.19	0.508
KEGG_PANCREATIC_CANCER	1.00	0.16	1.00	0.01	0.38	0.51
REACTOME_MYOGENESIS	0.90	0.48	0.78	0.14	0.26	0.512
REACTOME_KERATAN_SULFATE_DEGRADATION	0.48	0.73	0.87	0.45	0.03	0.512
PID_HNF3BPATHWAY	0.25	0.16	0.40	0.91	0.84	0.512
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.59	0.50	0.53	0.83	0.13	0.516
BIOCARTA_D4GDI_PATHWAY	0.74	0.34	0.09	0.94	0.47	0.516
REACTOME_MEIOTIC_RECOMBINATION	0.92	0.38	0.18	1.00	0.11	0.518
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	0.90	0.02	0.43	0.49	0.75	0.518
REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING	0.84	0.73	0.72	0.17	0.14	0.52
PID_AJDISS_2PATHWAY	0.77	0.61	0.82	0.37	0.03	0.52
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	0.91	0.07	0.44	0.69	0.49	0.52
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	0.67	0.33	0.13	0.96	0.51	0.52
REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	1.00	0.34	1.00	0.26	0.00	0.52
REACTOME_PURINE_CATABOLISM	0.47	0.77	0.64	0.50	0.22	0.52
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	0.71	0.34	0.52	0.89	0.14	0.52
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	0.71	0.88	0.36	0.45	0.21	0.522
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	1.00	0.00	0.96	0.21	0.44	0.522
REACTOME_GLUCOSE_METABOLISM	0.72	0.36	0.87	0.22	0.44	0.522
REACTOME_EXTRINSIC_PATHWAY_FOR_APOPTOSIS	0.37	0.51	0.11	0.63	0.99	0.522
REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS	0.86	0.27	0.51	0.29	0.68	0.522
REACTOME_GLUCURONIDATION	0.53	0.77	0.89	0.31	0.12	0.524
BIOCARTA_ARAP_PATHWAY	0.23	0.86	0.60	0.08	0.85	0.524
BIOCARTA_TCRA_PATHWAY	0.67	0.33	0.60	0.96	0.06	0.524
REACTOME_PYRIMIDINE_CATABOLISM	0.69	0.92	0.38	0.53	0.12	0.528
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	0.32	0.36	0.13	0.96	0.89	0.532
PID_P73PATHWAY	0.80	0.49	0.27	0.70	0.40	0.532
REACTOME_COLLAGEN_FORMATION	0.48	0.87	0.00	0.51	0.80	0.532
KEGG_PPAR_SIGNALING_PATHWAY	0.04	0.89	0.72	0.90	0.11	0.532
REACTOME_PRESYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	0.49	0.84	0.51	0.69	0.14	0.534
REACTOME_ZINC_TRANSPORTERS	0.78	0.95	0.18	0.44	0.32	0.534
REACTOME_NETRIN1_SIGNALING	0.87	0.43	0.72	0.63	0.02	0.534
REACTOME_CTLA4_INHIBITORY_SIGNALING	0.80	0.45	1.00	0.35	0.08	0.536
BIOCARTA_PS1_PATHWAY	0.96	0.44	0.97	0.21	0.10	0.536
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE	0.50	0.69	0.53	0.90	0.07	0.538
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	0.68	0.13	0.66	0.59	0.63	0.538
REACTOME_APOPTOSIS	0.60	0.28	0.66	0.88	0.27	0.538
PID_HEDGEHOG_2PATHWAY	0.71	0.21	0.55	0.49	0.73	0.538
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	0.82	0.84	0.16	0.75	0.12	0.538
BIOCARTA_FREE_PATHWAY	0.45	0.84	0.32	0.29	0.80	0.54
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	0.23	0.66	0.64	0.63	0.55	0.542
BIOCARTA_VITCB_PATHWAY	0.33	0.57	0.49	0.62	0.70	0.542
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.97	0.44	0.81	0.20	0.31	0.546
REACTOME_ANDROGEN_BIOSYNTHESIS	0.68	0.49	0.51	0.84	0.21	0.546
KEGG_PRIMARY_IMMUNODEFICIENCY	0.17	0.88	0.56	0.86	0.26	0.546
PID_FOXM1PATHWAY	0.69	0.50	0.85	0.08	0.61	0.546
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.07	0.91	0.48	0.51	0.77	0.548
PID_HIF2PATHWAY	0.81	0.43	0.54	0.62	0.34	0.548
REACTOME_CA_DEPENDENT_EVENTS	0.71	0.16	0.56	0.34	0.97	0.548
SA_TRKA_RECEPTOR	0.99	0.89	0.43	0.23	0.20	0.548
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	0.55	0.40	0.40	0.61	0.79	0.55
BIOCARTA_CDK5_PATHWAY	0.62	0.76	0.36	0.70	0.32	0.552
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	0.87	0.86	0.34	0.62	0.07	0.552
BIOCARTA_CCR5_PATHWAY	0.73	0.95	0.53	0.48	0.07	0.552
KEGG_CELL_CYCLE	1.00	0.38	0.83	0.29	0.26	0.552
REACTOME_RAP1_SIGNALLING	0.85	0.08	0.04	0.96	0.83	0.552
REACTOME_SIGNALING_BY_FGFR_MUTANTS	0.92	0.33	0.67	0.24	0.61	0.554
KEGG_CHRONIC_MYELOID_LEUKEMIA	1.00	0.40	1.00	0.33	0.04	0.554
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	0.78	0.33	1.00	0.35	0.31	0.554
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	1.00	0.00	0.90	0.28	0.59	0.554
SA_G1_AND_S_PHASES	0.94	0.33	0.81	0.61	0.08	0.554
PID_IL23PATHWAY	0.16	0.90	0.54	0.91	0.27	0.556
BIOCARTA_PPARA_PATHWAY	0.70	0.36	0.68	0.76	0.29	0.558
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	0.55	0.08	0.73	0.63	0.80	0.558
REACTOME_PD1_SIGNALING	0.33	0.84	0.52	0.80	0.31	0.56
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.55	0.88	0.81	0.40	0.16	0.56
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.78	0.73	0.71	0.37	0.21	0.56
REACTOME_SMOOTH_MUSCLE_CONTRACTION	0.76	0.10	0.96	0.21	0.78	0.562
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	0.53	0.93	0.13	0.37	0.85	0.562
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0.52	0.99	0.18	0.51	0.61	0.562
PID_TCR_PATHWAY	0.99	0.20	0.94	0.48	0.21	0.564
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE	0.38	0.31	0.41	0.75	0.97	0.564
REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING	0.66	0.15	0.67	0.79	0.55	0.564
KEGG_GLYCEROLIPID_METABOLISM	0.92	0.46	0.45	0.85	0.14	0.564
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	0.71	0.17	0.97	0.34	0.63	0.564
PID_AMB2_NEUTROPHILS_PATHWAY	0.42	0.41	0.67	0.47	0.85	0.564
PID_NFAT_TFPATHWAY	0.58	0.42	0.87	0.87	0.09	0.566
WNT_SIGNALING	0.79	0.37	0.97	0.56	0.14	0.566
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	0.45	0.30	0.38	0.79	0.91	0.566
BIOCARTA_CELLCYCLE_PATHWAY	0.76	0.41	0.93	0.69	0.04	0.566
REACTOME_INTERFERON_SIGNALING	0.52	0.38	0.96	0.53	0.44	0.566
PID_GMCSF_PATHWAY	0.30	0.36	0.59	0.99	0.59	0.566
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	0.87	0.34	0.56	0.51	0.56	0.568
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	0.24	0.89	0.00	0.76	0.95	0.568
PID_ARF6_TRAFFICKINGPATHWAY	0.59	0.77	0.78	0.37	0.33	0.568
BIOCARTA_DEATH_PATHWAY	0.65	0.27	0.33	0.68	0.91	0.568
SA_MMP_CYTOKINE_CONNECTION	0.56	0.56	0.49	0.40	0.84	0.57
BIOCARTA_EDG1_PATHWAY	0.96	0.17	1.00	0.28	0.44	0.57
REACTOME_PTM_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION	0.42	1.00	0.60	0.75	0.08	0.57
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.85	0.32	0.51	0.29	0.88	0.57
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	0.37	0.92	0.36	0.86	0.35	0.572
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	0.53	0.08	0.71	0.75	0.79	0.572
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	0.40	0.32	0.92	0.72	0.51	0.574
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	1.00	0.37	0.97	0.47	0.06	0.574
KEGG_STEROID_HORMONE_BIOSYNTHESIS	0.84	0.28	0.51	0.85	0.39	0.574
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION	0.66	0.32	0.71	0.69	0.49	0.574
BIOCARTA_FAS_PATHWAY	0.86	0.44	0.31	0.84	0.42	0.574
REACTOME_CHOLESTEROL_BIOSYNTHESIS	0.92	0.57	0.51	0.32	0.56	0.576
REACTOME_SIGNALING_BY_NODAL	0.60	0.55	0.51	0.31	0.91	0.576
BIOCARTA_HDAC_PATHWAY	0.86	0.48	0.68	0.51	0.35	0.576
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	0.91	0.24	0.67	0.80	0.26	0.576
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	0.52	0.84	0.53	0.90	0.10	0.578
BIOCARTA_CBL_PATHWAY	0.64	0.47	0.53	0.34	0.91	0.578
REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN	0.90	0.44	0.48	0.60	0.47	0.578
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	0.56	0.36	0.73	0.90	0.35	0.58
BIOCARTA_CELL2CELL_PATHWAY	0.96	0.62	0.73	0.52	0.07	0.58
REACTOME_ARMS_MEDIATED_ACTIVATION	0.87	0.41	0.56	0.79	0.27	0.58
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	0.88	0.22	0.60	0.86	0.35	0.582
REACTOME_SIGNALLING_TO_RAS	0.84	0.44	0.32	0.89	0.42	0.582
REACTOME_SIGNALING_BY_FGFR1_MUTANTS	0.72	0.76	0.60	0.24	0.59	0.582
REACTOME_M_G1_TRANSITION	1.00	0.36	0.27	1.00	0.29	0.584
PID_CD8TCRDOWNSTREAMPATHWAY	0.85	0.49	0.55	0.62	0.41	0.584
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	0.99	0.03	0.77	0.97	0.16	0.584
PID_PTP1BPATHWAY	0.51	0.05	0.64	0.81	0.92	0.586
PID_ERBB4_PATHWAY	0.94	0.00	0.82	0.55	0.62	0.586
KEGG_TRYPTOPHAN_METABOLISM	0.93	0.12	0.52	1.00	0.36	0.586
REACTOME_ACTIVATION_OF_RAC	0.76	0.33	0.90	0.83	0.11	0.586
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	0.31	0.62	0.92	0.29	0.79	0.586
KEGG_MAPK_SIGNALING_PATHWAY	0.96	0.39	0.99	0.40	0.19	0.586
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.79	0.65	0.36	0.35	0.79	0.588
KEGG_PATHWAYS_IN_CANCER	0.73	0.15	0.86	0.20	1.00	0.588
BIOCARTA_PLCE_PATHWAY	0.90	0.15	0.03	0.97	0.89	0.588
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	0.98	0.66	0.46	0.01	0.84	0.59
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	0.99	0.41	0.23	0.97	0.35	0.59
BIOCARTA_CXCR4_PATHWAY	0.92	0.33	1.00	0.44	0.27	0.592
BIOCARTA_SPPA_PATHWAY	0.87	0.79	0.90	0.08	0.32	0.592
BIOCARTA_AHSP_PATHWAY	0.92	0.54	0.99	0.44	0.07	0.592
REACTOME_SIGNALLING_TO_ERKS	0.95	0.42	0.35	0.53	0.71	0.592
BIOCARTA_AGR_PATHWAY	0.72	0.47	0.71	0.46	0.61	0.594
REACTOME_PURINE_SALVAGE	0.48	0.42	1.00	0.16	0.91	0.594
BIOCARTA_AT1R_PATHWAY	1.00	0.57	0.77	0.08	0.55	0.594
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	0.58	0.36	0.81	0.92	0.31	0.596
PID_EPOPATHWAY	0.95	0.56	0.60	0.13	0.74	0.596
REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS	0.78	0.74	0.74	0.71	0.01	0.596
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	0.75	0.27	0.67	0.53	0.77	0.598
KEGG_TYROSINE_METABOLISM	0.25	0.28	0.76	0.75	0.95	0.598
KEGG_LONG_TERM_POTENTIATION	0.95	0.37	0.72	0.15	0.80	0.598
PID_RET_PATHWAY	0.72	0.16	0.87	0.75	0.49	0.598
PID_IL8CXCR1_PATHWAY	0.75	0.86	0.95	0.29	0.14	0.598
REACTOME_SIGNALING_BY_RHO_GTPASES	0.95	0.38	0.60	0.44	0.63	0.6
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	0.35	1.00	0.81	0.54	0.30	0.6
BIOCARTA_NFAT_PATHWAY	0.96	0.76	0.30	0.49	0.49	0.6
REACTOME_THE_NLRP3_INFLAMMASOME	0.44	0.73	0.14	0.86	0.83	0.6
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_	0.53	0.92	0.97	0.44	0.14	0.6
REACTOME_DOUBLE_STRAND_BREAK_REPAIR	0.66	0.65	0.58	0.88	0.23	0.6
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	0.87	0.34	0.56	0.67	0.56	0.6
REACTOME_RNA_POL_I_PROMOTER_OPENING	0.78	0.44	0.34	0.92	0.53	0.602
PID_BETACATENIN_NUC_PATHWAY	1.00	0.71	0.27	0.31	0.72	0.602
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING	1.00	0.02	0.76	0.91	0.32	0.602
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	0.42	0.69	0.91	0.36	0.63	0.602
REACTOME_DARPP_32_EVENTS	1.00	0.24	0.62	0.70	0.47	0.606
BIOCARTA_PARKIN_PATHWAY	0.91	0.49	0.83	0.22	0.58	0.606
KEGG_MELANOGENESIS	0.97	0.38	0.56	0.14	0.98	0.606
REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS	0.43	0.50	1.00	1.00	0.10	0.606
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	0.53	0.36	0.68	0.81	0.65	0.606
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE	0.55	0.30	0.52	0.75	0.91	0.606
BIOCARTA_MEF2D_PATHWAY	0.99	0.69	0.92	0.12	0.32	0.608
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	0.89	0.41	0.56	0.88	0.30	0.608
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	1.00	0.63	0.77	0.26	0.38	0.608
REACTOME_PI_3K_CASCADE	0.97	0.77	1.00	0.26	0.04	0.608
REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS	0.99	0.66	0.93	0.37	0.10	0.61
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION	0.68	0.63	0.90	0.76	0.08	0.61
PID_ANGIOPOIETINRECEPTOR_PATHWAY	0.72	0.65	1.00	0.37	0.31	0.61
KEGG_MISMATCH_REPAIR	0.90	0.38	0.54	1.00	0.23	0.61
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	0.94	0.26	0.91	0.06	0.88	0.61
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.26	0.80	0.55	0.76	0.69	0.612
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	0.42	0.87	0.46	0.61	0.70	0.612
BIOCARTA_HSP27_PATHWAY	0.46	0.70	0.65	0.79	0.46	0.612
KEGG_NITROGEN_METABOLISM	0.87	0.61	0.34	0.54	0.70	0.612
REACTOME_SIGNAL_ATTENUATION	0.56	0.27	0.56	0.97	0.70	0.612
BIOCARTA_TRKA_PATHWAY	0.92	0.96	0.68	0.39	0.11	0.612
KEGG_STEROID_BIOSYNTHESIS	0.92	0.69	0.22	0.49	0.74	0.612
REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	0.90	0.88	0.83	0.19	0.27	0.614
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	0.99	0.38	0.77	0.03	0.90	0.614
PID_HNF3APATHWAY	0.54	0.81	0.38	0.48	0.86	0.614
BIOCARTA_TGFB_PATHWAY	0.52	0.37	0.80	0.75	0.63	0.614
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS	0.90	0.42	0.58	0.96	0.21	0.614
KEGG_BUTANOATE_METABOLISM	0.42	1.00	0.61	1.00	0.05	0.616
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	0.81	0.60	0.96	0.44	0.27	0.616
REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT	0.50	0.75	0.80	0.08	0.96	0.618
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	0.78	0.84	0.53	0.62	0.32	0.618
REACTOME_PLATELET_HOMEOSTASIS	0.90	0.05	0.35	0.92	0.87	0.618
BIOCARTA_TEL_PATHWAY	1.00	0.56	1.00	0.40	0.13	0.618
BIOCARTA_CARM_ER_PATHWAY	0.95	0.30	0.87	0.96	0.01	0.618
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING	0.25	0.57	0.73	0.84	0.70	0.618
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING	0.90	0.73	0.79	0.63	0.04	0.618
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING	0.79	0.93	0.60	0.16	0.61	0.618
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	0.67	0.95	0.72	0.67	0.09	0.62
BIOCARTA_STATHMIN_PATHWAY	0.96	0.41	0.69	0.90	0.14	0.62
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	0.74	0.04	0.36	0.96	1.00	0.62
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	0.84	0.70	0.67	0.17	0.72	0.62
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII	0.69	0.69	0.95	0.01	0.76	0.62
BIOCARTA_IL22BP_PATHWAY	0.99	0.24	0.68	0.45	0.74	0.62
REACTOME_DOWNSTREAM_TCR_SIGNALING	0.87	0.50	0.58	0.86	0.30	0.622
BIOCARTA_CACAM_PATHWAY	0.58	0.88	0.53	0.32	0.80	0.622
BIOCARTA_TNFR1_PATHWAY	0.73	0.44	0.55	0.92	0.47	0.622
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	0.81	0.64	0.66	0.90	0.10	0.622
PID_ALPHASYNUCLEIN_PATHWAY	0.58	0.52	0.63	0.40	0.98	0.622
PID_RB_1PATHWAY	0.95	0.18	0.97	0.25	0.76	0.622
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	0.94	0.74	0.52	0.61	0.31	0.624
PID_HIF1_TFPATHWAY	0.51	0.08	0.88	0.90	0.75	0.624
KEGG_LONG_TERM_DEPRESSION	0.93	0.26	0.42	0.53	0.98	0.624
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM	0.93	0.84	0.53	0.76	0.06	0.624
BIOCARTA_P53_PATHWAY	0.98	0.22	0.93	0.73	0.26	0.624
REACTOME_REGULATION_OF_IFNG_SIGNALING	0.97	0.48	0.96	0.17	0.55	0.626
BIOCARTA_CARM1_PATHWAY	0.85	0.57	0.49	0.62	0.61	0.628
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.58	0.93	0.99	0.53	0.12	0.63
REACTOME_REGULATION_OF_IFNA_SIGNALING	0.99	0.47	0.95	0.54	0.20	0.63
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	0.98	0.33	0.64	1.00	0.20	0.63
PID_BARD1PATHWAY	0.94	0.47	0.67	1.00	0.07	0.63
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	0.97	0.99	0.08	0.49	0.62	0.63
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES	0.77	0.89	0.30	0.64	0.55	0.63
BIOCARTA_IL1R_PATHWAY	0.40	0.48	1.00	0.87	0.40	0.63
PID_CONE_PATHWAY	0.52	0.30	0.87	0.91	0.55	0.63
BIOCARTA_IL3_PATHWAY	0.66	0.98	0.38	0.37	0.76	0.63
REACTOME_IMMUNE_SYSTEM	0.34	0.76	0.95	0.17	0.93	0.63
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.98	0.41	0.63	0.54	0.60	0.632
BIOCARTA_MCM_PATHWAY	0.92	0.29	0.21	0.83	0.91	0.632
REACTOME_SYNTHESIS_OF_PA	0.99	0.43	0.71	0.68	0.35	0.632
