Gene Set	Basal	Her2	LumA	LumB	Average AUC
PID_SHP2_PATHWAY	0.66085002	0.44517475	0.59964899	0.47610730	0.545445265
BIOCARTA_BCELLSURVIVAL_PATHWAY	0.66538058	0.45161808	0.61183699	0.44909588	0.5444828825
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	0.64790458	0.45946898	0.60631963	0.46381411	0.544376825
REACTOME_SIGNALING_BY_ILS	0.61270937	0.46451619	0.59881796	0.50013153	0.5440437625
REACTOME_REGULATION_OF_INSULIN_SECRETION	0.53391797	0.60108723	0.51700491	0.52033782	0.5430869825
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS	0.63405899	0.49801704	0.59048816	0.44803784	0.5426505075
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	0.47963736	0.58628170	0.56324835	0.54133226	0.5426249175
BIOCARTA_GLEEVEC_PATHWAY	0.69458740	0.42289538	0.64434473	0.40650449	0.542083
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.56121508	0.49597559	0.54923247	0.55562009	0.5405108075
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.55459785	0.53021732	0.58841175	0.48871811	0.5404862575
KEGG_TYPE_II_DIABETES_MELLITUS	0.64324517	0.45434174	0.59781351	0.46653786	0.54048457
PID_EPHBFWDPATHWAY	0.64915666	0.46868227	0.58733655	0.45652803	0.5404258775
PID_INTEGRIN1_PATHWAY	0.60842421	0.44817025	0.57512441	0.52785707	0.539893985
BIOCARTA_PPARA_PATHWAY	0.64236112	0.45870849	0.61340813	0.44383436	0.539578025
KEGG_MTOR_SIGNALING_PATHWAY	0.66091117	0.45636755	0.60399925	0.43692560	0.5395508925
PID_AVB3_OPN_PATHWAY	0.65434827	0.42646550	0.62562038	0.45069729	0.53928286
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.55971500	0.57566151	0.56260919	0.45848735	0.5391182625
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	0.58052869	0.59565643	0.52545417	0.45139166	0.5382577375
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	0.54435605	0.57932139	0.51842745	0.51004799	0.53803822
REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS	0.58395384	0.46124109	0.55703236	0.54596109	0.537047095
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	0.56855119	0.48133739	0.57587780	0.52174667	0.5368782625
KEGG_OOCYTE_MEIOSIS	0.53186174	0.54581763	0.58092031	0.48821998	0.536704915
KEGG_PURINE_METABOLISM	0.53702997	0.47502957	0.56549935	0.56874062	0.5365748775
REACTOME_PLATELET_HOMEOSTASIS	0.52587921	0.52304516	0.49905264	0.59779298	0.5364424975
REACTOME_MITOTIC_M_M_G1_PHASES	0.51359755	0.57417340	0.55273737	0.50479074	0.536324765
PID_EPHA2_FWDPATHWAY	0.64462331	0.46071276	0.58703484	0.45150922	0.5359700325
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	0.61175761	0.49099509	0.54020695	0.50047010	0.5358574375
REACTOME_DNA_REPLICATION	0.49957502	0.58720211	0.56728302	0.48789508	0.5354888075
KEGG_ABC_TRANSPORTERS	0.50903974	0.56479380	0.54908873	0.51751245	0.53510868
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.58237717	0.57636339	0.53435025	0.44639162	0.5348706075
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.51028310	0.58111761	0.57443718	0.47318051	0.5347546
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.46637630	0.57674644	0.55343985	0.54212936	0.5346729875
BIOCARTA_VEGF_PATHWAY	0.65470379	0.44238794	0.58834866	0.45086688	0.5340768175
PID_EPOPATHWAY	0.49954982	0.61680111	0.49532935	0.52432682	0.534001775
PID_RAC1_PATHWAY	0.61408167	0.46336779	0.60123598	0.45685804	0.53388587
REACTOME_POTASSIUM_CHANNELS	0.52629135	0.47456002	0.57886626	0.55574249	0.53386503
REACTOME_BIOLOGICAL_OXIDATIONS	0.55786298	0.56826214	0.48143598	0.52715709	0.5336795475
BIOCARTA_TOLL_PATHWAY	0.56843039	0.50511791	0.58662070	0.47373210	0.533475275
REACTOME_IL_2_SIGNALING	0.64627807	0.44495039	0.58099345	0.45987676	0.5330246675
REACTOME_MITOTIC_G2_G2_M_PHASES	0.43465448	0.59034418	0.58857190	0.51556994	0.532285125
PID_NCADHERINPATHWAY	0.63766490	0.44621440	0.58417416	0.45843204	0.531621375
PID_E2F_PATHWAY	0.60463527	0.49235852	0.58135697	0.44618295	0.5311334275
REACTOME_MEIOSIS	0.46030900	0.54295200	0.55482823	0.56017784	0.5295667675
PID_TAP63PATHWAY	0.56069495	0.49703736	0.52993257	0.52861031	0.5290687975
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	0.60938136	0.45826368	0.58839747	0.45929876	0.5288353175
PID_CERAMIDE_PATHWAY	0.56457257	0.48343277	0.60623035	0.46102005	0.528813935
REACTOME_RNA_POL_II_TRANSCRIPTION	0.55256506	0.52613210	0.48902616	0.54575637	0.5283699225
PID_IL23PATHWAY	0.63890071	0.42850319	0.58051236	0.46456931	0.5281213925
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0.54340558	0.52931217	0.51892932	0.52053690	0.5280459925
KEGG_HEMATOPOIETIC_CELL_LINEAGE	0.51986495	0.52214002	0.53269294	0.53700423	0.527925535
REACTOME_METABOLISM_OF_RNA	0.56260643	0.46488743	0.58238332	0.50147050	0.52783692
KEGG_LEISHMANIA_INFECTION	0.55697238	0.55261945	0.50895190	0.49086850	0.5273530575
KEGG_PRIMARY_IMMUNODEFICIENCY	0.51276433	0.54542841	0.53875168	0.50381883	0.5251908125
REACTOME_AXON_GUIDANCE	0.60325615	0.40964033	0.62511612	0.46140567	0.5248545675
PID_CD40_PATHWAY	0.57208110	0.49133332	0.57777463	0.45692489	0.524528485
REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	0.48011186	0.56702864	0.58026037	0.46873485	0.52403393
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	0.50787936	0.53694966	0.51995980	0.52830636	0.523273795
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	0.55548632	0.53584267	0.49149452	0.50971310	0.5231341525
BIOCARTA_CERAMIDE_PATHWAY	0.57674623	0.47732266	0.57743432	0.45980565	0.522827215
KEGG_ALZHEIMERS_DISEASE	0.46713771	0.63028286	0.52102774	0.47103770	0.5223715025
REACTOME_MITOTIC_G1_G1_S_PHASES	0.47575837	0.57285674	0.49066698	0.55019360	0.5223689225
KEGG_LYSOSOME	0.49304223	0.58309298	0.47997431	0.53319663	0.5223265375
KEGG_OXIDATIVE_PHOSPHORYLATION	0.56917012	0.56043433	0.47765019	0.48008662	0.521835315
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	0.52287976	0.54874528	0.50330470	0.51231579	0.5218113825
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	0.46325800	0.54525386	0.56768796	0.50980579	0.5215014025
REACTOME_DIABETES_PATHWAYS	0.48386628	0.57636648	0.55182360	0.47316135	0.5213044275
REACTOME_GLUTATHIONE_CONJUGATION	0.52105463	0.53096903	0.52631381	0.50652339	0.521215215
KEGG_GAP_JUNCTION	0.47173092	0.55901343	0.49513807	0.55880762	0.52117251
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.48641176	0.44202166	0.60072716	0.55541941	0.5211449975
PID_RHOA_REG_PATHWAY	0.57136573	0.50296828	0.52385494	0.48550877	0.52092443
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	0.54289254	0.51764647	0.51063344	0.51245576	0.5209070525
REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS	0.56952125	0.46778980	0.52813448	0.51766130	0.5207767075
REACTOME_FORMATION_OF_THE_HIV1_EARLY_ELONGATION_COMPLEX	0.51807057	0.54719979	0.50689220	0.51006829	0.5205577125
BIOCARTA_P38MAPK_PATHWAY	0.56460302	0.50329311	0.56789549	0.44594674	0.52043459
BIOCARTA_PGC1A_PATHWAY	0.52172301	0.54104906	0.50362139	0.51273991	0.5197833425
KEGG_CELL_ADHESION_MOLECULES_CAMS	0.44647314	0.56857970	0.55992752	0.50250146	0.519370455
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	0.43923504	0.56620840	0.58129844	0.49003878	0.519195165
PID_EPHA_FWDPATHWAY	0.51989841	0.57309948	0.49267468	0.48770353	0.518344025
ST_G_ALPHA_S_PATHWAY	0.52489548	0.50845356	0.52878326	0.51062881	0.5181902775
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.49083286	0.49044689	0.58385116	0.50649243	0.517905835
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	0.44049628	0.60908460	0.52343280	0.49842936	0.51786076
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	0.46474260	0.46474599	0.58144396	0.55857161	0.51737604
REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS	0.54129294	0.55582856	0.49468859	0.47652165	0.517082935
PID_WNT_SIGNALING_PATHWAY	0.50730315	0.53078985	0.51908813	0.51077280	0.5169884825
PID_IL8CXCR2_PATHWAY	0.51545250	0.51623183	0.51060766	0.52548756	0.5169448875
REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS	0.51113042	0.53787514	0.50705230	0.51075654	0.5167036
PID_ALK1PATHWAY	0.53335838	0.52913194	0.50690488	0.49735407	0.5166873175
BIOCARTA_AGR_PATHWAY	0.53653102	0.55052717	0.48393775	0.49449496	0.516372725
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	0.52619212	0.49577911	0.51670849	0.52660192	0.51632041
BIOCARTA_PYK2_PATHWAY	0.55121516	0.49266037	0.57289293	0.44803129	0.5161999375
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	0.49977172	0.52861289	0.51819941	0.51757423	0.5160395625
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	0.53295367	0.50649365	0.50843699	0.51548013	0.51584111
PID_AURORA_B_PATHWAY	0.47791269	0.58201333	0.47765925	0.52554986	0.5157837825
BIOCARTA_DC_PATHWAY	0.51367773	0.53286133	0.49745817	0.51874975	0.515686745
REACTOME_GLUCOSE_METABOLISM	0.51945658	0.49143942	0.55965601	0.49214331	0.51567383
REACTOME_AMINE_DERIVED_HORMONES	0.51421494	0.52900488	0.51775254	0.50171567	0.5156720075
BIOCARTA_STRESS_PATHWAY	0.56330500	0.47247286	0.57162964	0.45513050	0.5156345
REACTOME_CHROMOSOME_MAINTENANCE	0.57081928	0.49559363	0.49695205	0.49903952	0.51560112
REACTOME_GLOBAL_GENOMIC_NER_GG_NER	0.49602837	0.55106214	0.49606141	0.51902692	0.51554471
REACTOME_ELONGATION_ARREST_AND_RECOVERY	0.53170085	0.50518191	0.52387087	0.50088812	0.5154104375
PID_TCRJNKPATHWAY	0.55077502	0.46464737	0.57301061	0.47301559	0.5153621475
BIOCARTA_CARDIACEGF_PATHWAY	0.53123504	0.50900169	0.50184952	0.51863763	0.51518097
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0.54160550	0.44377092	0.58452936	0.49073272	0.515159625
BIOCARTA_RARRXR_PATHWAY	0.53830701	0.50388200	0.49505426	0.52324678	0.5151225125
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_	0.51933217	0.55119182	0.50867982	0.48118766	0.5150978675
BIOCARTA_CACAM_PATHWAY	0.51587959	0.52958799	0.49776549	0.51699165	0.51505618
PID_ALK2PATHWAY	0.51843250	0.51370710	0.51577571	0.51109881	0.51475353
REACTOME_METAL_ION_SLC_TRANSPORTERS	0.52946072	0.49014169	0.50926424	0.53000170	0.5147170875
KEGG_PEROXISOME	0.54074740	0.45138777	0.56980012	0.49643188	0.5145917925
REACTOME_CRMPS_IN_SEMA3A_SIGNALING	0.53625212	0.53177655	0.48881402	0.50129103	0.51453343
REACTOME_ENOS_ACTIVATION_AND_REGULATION	0.48651647	0.53691765	0.50255360	0.53165014	0.514409465
BIOCARTA_AT1R_PATHWAY	0.53581773	0.49015076	0.57927681	0.45235534	0.51440016
REACTOME_DEVELOPMENTAL_BIOLOGY	0.59269810	0.42462173	0.61124059	0.42869902	0.51431486
REACTOME_RNA_POL_I_PROMOTER_OPENING	0.54234676	0.51770767	0.48621844	0.50903731	0.513827545
KEGG_ASTHMA	0.51923972	0.52217241	0.49624983	0.51743611	0.5137745175
REACTOME_RNA_POL_III_TRANSCRIPTION	0.48459073	0.55615662	0.48939648	0.52368390	0.5134569325
PID_MAPKTRKPATHWAY	0.52906084	0.48251176	0.52422526	0.51800517	0.5134507575
REACTOME_MRNA_CAPPING	0.49881963	0.53490060	0.52562961	0.49441851	0.5134420875
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	0.52433667	0.51142205	0.48814104	0.52969408	0.51339846
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	0.55833883	0.49660208	0.47483691	0.52353587	0.5133284225
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION	0.52090377	0.52906102	0.48326771	0.51985667	0.5132722925
REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS	0.48655208	0.54370778	0.50113838	0.52136586	0.513191025
PID_HEDGEHOG_GLIPATHWAY	0.57808113	0.47063555	0.50231265	0.50164871	0.51316951
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	0.50236170	0.54092930	0.49630250	0.51261420	0.513051925
PID_RXR_VDR_PATHWAY	0.50590528	0.53785615	0.51098204	0.49692879	0.512918065
REACTOME_SIGNALING_BY_NOTCH1	0.54923834	0.55973347	0.46884003	0.47355870	0.512842635
PID_WNT_CANONICAL_PATHWAY	0.50006333	0.53064514	0.50024217	0.52010586	0.512764125
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	0.51300495	0.50032530	0.52062629	0.51696377	0.5127300775
KEGG_LYSINE_DEGRADATION	0.45510391	0.54864111	0.56624844	0.48080502	0.51269962
BIOCARTA_CBL_PATHWAY	0.51605920	0.52807125	0.49474599	0.51159981	0.5126190625
KEGG_ECM_RECEPTOR_INTERACTION	0.60025694	0.44946284	0.55997892	0.44049611	0.5125487025
REACTOME_REGULATION_OF_KIT_SIGNALING	0.50946526	0.53533490	0.49153654	0.51341650	0.5124383
REACTOME_METABOLISM_OF_MRNA	0.55950286	0.41984030	0.56021722	0.50994848	0.512377215
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0.48609657	0.52857356	0.50024204	0.53445924	0.5123428525
REACTOME_GABA_A_RECEPTOR_ACTIVATION	0.48874363	0.54176767	0.49688268	0.52172618	0.51228004
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	0.50019176	0.54157576	0.48827979	0.51887573	0.51223076
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	0.47762856	0.54865980	0.48452757	0.53807227	0.51222205
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	0.47841250	0.56596063	0.48001372	0.52444654	0.5122083475
KEGG_MELANOGENESIS	0.55394011	0.53416192	0.47554798	0.48500888	0.5121647225
REACTOME_ZINC_TRANSPORTERS	0.51177347	0.52391668	0.50366379	0.50921150	0.51214136
PID_BMPPATHWAY	0.51813474	0.50016373	0.48940844	0.54027129	0.51199455
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.52170837	0.51524723	0.48993728	0.52093969	0.5119581425
REACTOME_SIGNALING_BY_NOTCH4	0.50088299	0.52385581	0.50773831	0.51471806	0.5117987925
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.50309576	0.51506425	0.51382383	0.51461317	0.5116492525
BIOCARTA_RANMS_PATHWAY	0.51984981	0.49810546	0.51448133	0.51406823	0.5116262075
PID_SMAD2_3PATHWAY	0.55448868	0.47587880	0.54166929	0.47406526	0.5115255075
KEGG_ARACHIDONIC_ACID_METABOLISM	0.47604467	0.56206036	0.47559305	0.53196347	0.5114153875
KEGG_OTHER_GLYCAN_DEGRADATION	0.51359872	0.51395411	0.50468085	0.51326396	0.51137441
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	0.50676246	0.57339470	0.46966047	0.49545318	0.5113177025
PID_INTEGRIN_A4B1_PATHWAY	0.53372073	0.48014844	0.49662054	0.53383290	0.5110806525
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	0.50622354	0.47049421	0.56820615	0.49918080	0.511026175
ST_GA13_PATHWAY	0.55959581	0.45902712	0.56177712	0.46369614	0.5110240475
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM	0.50116918	0.53175419	0.49788577	0.51327959	0.5110221825
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	0.55227653	0.51399858	0.49475328	0.48279965	0.51095701
KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.49234730	0.56651349	0.48071174	0.50413496	0.5109268725
REACTOME_TOLL_RECEPTOR_CASCADES	0.46580088	0.50241276	0.56902261	0.50603717	0.510818355
REACTOME_PHASE_II_CONJUGATION	0.47656523	0.55605684	0.48347382	0.52697671	0.51076815
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.52641699	0.50269985	0.49015031	0.52348285	0.5106875
REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS	0.48361474	0.54849304	0.49625186	0.51394870	0.510577085
BIOCARTA_BARR_MAPK_PATHWAY	0.49939251	0.49709672	0.51852410	0.52706130	0.5105186575
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS	0.53731002	0.49161086	0.51944091	0.49354338	0.5104762925
PID_ERB_GENOMIC_PATHWAY	0.51129658	0.53828693	0.49638464	0.49558340	0.5103878875
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	0.51086322	0.52569238	0.50482150	0.50011354	0.51037266
BIOCARTA_BLYMPHOCYTE_PATHWAY	0.51445863	0.52892958	0.49989322	0.49770199	0.510245855
BIOCARTA_CARM1_PATHWAY	0.51161985	0.52586020	0.50240366	0.50095020	0.5102084775
KEGG_NOTCH_SIGNALING_PATHWAY	0.57142570	0.52058197	0.49052400	0.45821569	0.51018684
REACTOME_CELL_JUNCTION_ORGANIZATION	0.46243654	0.42745831	0.58964148	0.56111842	0.5101636875
REACTOME_REGULATION_OF_APOPTOSIS	0.51470895	0.56908059	0.47366769	0.48288263	0.510084965
BIOCARTA_IL6_PATHWAY	0.48726139	0.53514182	0.49514851	0.52249728	0.51001225
REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX	0.55472030	0.47768787	0.51420874	0.49322888	0.5099614475
BIOCARTA_TCAPOPTOSIS_PATHWAY	0.51546595	0.51542085	0.51157012	0.49709089	0.5098869525
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0.51471325	0.54098336	0.49277737	0.49041721	0.5097227975
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	0.49239003	0.55894086	0.48856516	0.49892309	0.509704785
REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER	0.50465869	0.54797305	0.50496742	0.48086450	0.509615915
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GIP	0.50921685	0.51555143	0.50078148	0.51280456	0.50958858
PID_RAC1_REG_PATHWAY	0.50666888	0.42256950	0.55781109	0.55108349	0.50953324
REACTOME_TRNA_AMINOACYLATION	0.46487548	0.55072532	0.48867789	0.53370885	0.509496885
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES	0.49411459	0.53140495	0.47180102	0.54022730	0.509386965
REACTOME_PROSTANOID_LIGAND_RECEPTORS	0.50047646	0.51501307	0.50673260	0.51496557	0.509296925
KEGG_LINOLEIC_ACID_METABOLISM	0.49635583	0.52371612	0.49770121	0.51924447	0.5092544075
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	0.51561900	0.51603850	0.49541230	0.50985940	0.5092323
REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION	0.54049367	0.48825652	0.48498464	0.52309558	0.5092076025
REACTOME_CGMP_EFFECTS	0.47512122	0.52591427	0.49149176	0.54376100	0.5090720625
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE	0.51008083	0.52402633	0.52686012	0.47473661	0.5089259725
BIOCARTA_HSP27_PATHWAY	0.51590408	0.51557716	0.51207323	0.49196798	0.5088806125
REACTOME_PD1_SIGNALING	0.49392085	0.50017791	0.52011003	0.52098082	0.5087974025
REACTOME_SIGNALING_BY_BMP	0.51254024	0.50909620	0.49907883	0.51440494	0.5087800525
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	0.51236232	0.49455266	0.51073017	0.51743430	0.5087698625
REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS	0.48815339	0.47183052	0.53257065	0.54187952	0.50860852
BIOCARTA_MITOCHONDRIA_PATHWAY	0.49747877	0.52832994	0.51460023	0.49361046	0.50850485
REACTOME_SHC_MEDIATED_CASCADE	0.49761935	0.51200444	0.48574928	0.53845235	0.508456355
PID_TCRCALCIUMPATHWAY	0.52497256	0.51290432	0.49046777	0.50536182	0.5084266175
PID_LYSOPHOSPHOLIPID_PATHWAY	0.50347586	0.48374884	0.56622978	0.48020202	0.508414125
REACTOME_DEFENSINS	0.52738863	0.53887327	0.48516523	0.48218907	0.50840405
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	0.50997540	0.54610205	0.49023581	0.48721015	0.5083808525
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	0.56597173	0.43860938	0.56407400	0.46467820	0.5083333275
REACTOME_PRESYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	0.50542979	0.53588812	0.48842457	0.50352486	0.508316835
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	0.50542979	0.53588812	0.48842457	0.50345246	0.508298735
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	0.45046764	0.52450531	0.55500851	0.50313601	0.5082793675
REACTOME_LIGAND_GATED_ION_CHANNEL_TRANSPORT	0.48374459	0.52072159	0.49920849	0.52914450	0.5082047925
KEGG_RIBOFLAVIN_METABOLISM	0.51017998	0.54184733	0.48928427	0.49146963	0.5081953025
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0.55971534	0.50879842	0.46206317	0.50149914	0.5080190175
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	0.51219478	0.53660377	0.49415548	0.48899504	0.5079872675
REACTOME_RNA_POL_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING	0.51670277	0.53931639	0.49396040	0.48107111	0.5077626675
PID_S1P_S1P1_PATHWAY	0.50328180	0.52825267	0.48103941	0.51829614	0.507717505
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.47853560	0.54171081	0.49255558	0.51769601	0.5076245
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	0.47525502	0.56402872	0.56651371	0.42456138	0.5075897075
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	0.51516507	0.50264908	0.49058666	0.52193186	0.5075831675
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	0.50918054	0.55098992	0.46965237	0.49957717	0.50735
BIOCARTA_TCRA_PATHWAY	0.49518437	0.50830206	0.51440943	0.51148393	0.5073449475
BIOCARTA_TNFR1_PATHWAY	0.52626763	0.47583828	0.55788491	0.46835686	0.50708692
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	0.47955547	0.55561935	0.49080640	0.50235335	0.5070836425
REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	0.51067201	0.56327518	0.46955424	0.48442305	0.50698112
PID_VEGF_VEGFR_PATHWAY	0.51266175	0.52436633	0.48923184	0.50165094	0.506977715
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS	0.51266175	0.52436633	0.48923184	0.50165094	0.506977715
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	0.49384192	0.50651353	0.50892255	0.51849802	0.506944005
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	0.49901454	0.51325676	0.50722795	0.50822928	0.5069321325
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	0.49860797	0.50307458	0.52396304	0.50206599	0.506927895
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	0.52926093	0.51517666	0.48186835	0.50133408	0.506910005
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	0.51499392	0.51272369	0.49578680	0.50390456	0.5068522425
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0.52228553	0.52602485	0.48845458	0.49062090	0.506846465
REACTOME_ANDROGEN_BIOSYNTHESIS	0.51608392	0.51493670	0.50548688	0.49075935	0.5068167125
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS	0.51546065	0.50681562	0.49713045	0.50785503	0.5068154375
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	0.52639108	0.51777179	0.48445749	0.49851658	0.506784235
KEGG_BASAL_TRANSCRIPTION_FACTORS	0.49740244	0.53918309	0.49267630	0.49782717	0.50677225
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	0.52166276	0.48214893	0.48984984	0.53323993	0.506725365
REACTOME_SYNTHESIS_OF_PC	0.53658729	0.52864834	0.48318963	0.47843651	0.5067154425
REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC	0.54302807	0.48046041	0.51675412	0.48622209	0.5066161725
KEGG_BASE_EXCISION_REPAIR	0.47706403	0.53803655	0.49254449	0.51865697	0.50657551
REACTOME_DOUBLE_STRAND_BREAK_REPAIR	0.55905499	0.45959051	0.48949286	0.51792107	0.5065148575
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	0.51843528	0.45641631	0.56804440	0.48265745	0.50638836
BIOCARTA_WNT_PATHWAY	0.48488729	0.54020127	0.52009754	0.47998625	0.5062930875
REACTOME_REPAIR_SYNTHESIS_FOR_GAP_FILLING_BY_DNA_POL_IN_TC_NER	0.50500279	0.49827828	0.49944826	0.52239534	0.5062811675
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	0.49470917	0.53902685	0.48174973	0.50953675	0.506255625
KEGG_DNA_REPLICATION	0.50017805	0.54939088	0.47724384	0.49813152	0.5062360725
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	0.50131131	0.52145929	0.51026442	0.49188630	0.50623033
