Gene Set	Basal	Her2	LumA	LumB	Normal	Average p-value
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	0.32	0.39	0.45	0.89	0.08	0.426
BIOCARTA_EPHA4_PATHWAY	0.38	0.61	0.29	0.23	0.62	0.426
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	0.30	0.77	0.59	0.17	0.30	0.426
PID_NFAT_3PATHWAY	0.63	0.28	0.42	0.73	0.07	0.426
KEGG_PANCREATIC_CANCER	0.97	0.01	0.63	0.19	0.34	0.428
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	1.00	0.44	0.28	0.16	0.26	0.428
BIOCARTA_IGF1MTOR_PATHWAY	0.25	0.36	0.04	0.51	0.99	0.43
REACTOME_GLUCOSE_TRANSPORT	0.56	0.12	0.94	0.21	0.32	0.43
REACTOME_SPHINGOLIPID_METABOLISM	0.98	0.33	0.49	0.23	0.13	0.432
BIOCARTA_CXCR4_PATHWAY	0.58	0.38	0.30	0.43	0.47	0.432
PID_PI3KPLCTRKPATHWAY	0.86	0.35	0.59	0.08	0.28	0.432
BIOCARTA_CREB_PATHWAY	0.31	0.26	0.29	0.39	0.91	0.432
PID_INTEGRIN_CS_PATHWAY	0.36	0.17	0.78	0.57	0.28	0.432
BIOCARTA_P53HYPOXIA_PATHWAY	0.31	0.45	0.35	0.36	0.70	0.434
REACTOME_CELL_CYCLE_CHECKPOINTS	0.69	0.08	0.31	0.83	0.26	0.434
KEGG_APOPTOSIS	0.68	0.33	0.66	0.07	0.43	0.434
ST_B_CELL_ANTIGEN_RECEPTOR	0.54	0.43	0.63	0.21	0.36	0.434
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0.56	0.24	0.51	0.48	0.39	0.436
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	0.03	0.80	0.05	0.50	0.80	0.436
BIOCARTA_VDR_PATHWAY	0.69	0.12	0.52	0.58	0.27	0.436
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	0.85	0.12	0.41	0.53	0.28	0.438
KEGG_RIBOSOME	0.56	0.09	0.48	0.86	0.20	0.438
ST_STAT3_PATHWAY	0.71	0.09	0.89	0.40	0.10	0.438
BIOCARTA_SKP2E2F_PATHWAY	0.05	0.68	0.27	0.50	0.70	0.44
PID_MYC_PATHWAY	0.61	0.58	0.22	0.57	0.22	0.44
REACTOME_SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21	0.32	0.03	0.47	0.86	0.52	0.44
REACTOME_GAP_JUNCTION_DEGRADATION	0.38	0.48	0.21	0.15	0.98	0.44
KEGG_MELANOMA	0.23	0.76	0.80	0.13	0.28	0.44
PID_IL2_1PATHWAY	0.67	0.02	0.49	0.40	0.63	0.442
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0.72	0.91	0.39	0.06	0.13	0.442
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	0.53	0.60	0.41	0.00	0.67	0.442
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	0.76	0.39	0.44	0.23	0.39	0.442
KEGG_OOCYTE_MEIOSIS	0.12	0.39	0.43	0.63	0.64	0.442
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	0.35	0.28	0.06	1.00	0.52	0.442
BIOCARTA_INFLAM_PATHWAY	0.57	0.11	0.70	0.64	0.19	0.442
REACTOME_PI_METABOLISM	0.07	0.48	0.47	0.73	0.47	0.444
PID_AP1_PATHWAY	0.34	0.60	0.57	0.06	0.65	0.444
KEGG_TIGHT_JUNCTION	0.00	0.97	0.91	0.30	0.04	0.444
PID_CERAMIDE_PATHWAY	0.89	0.30	0.38	0.19	0.46	0.444
REACTOME_CD28_CO_STIMULATION	0.70	0.03	0.95	0.50	0.05	0.446
KEGG_BETA_ALANINE_METABOLISM	0.19	0.11	0.33	0.90	0.70	0.446
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	0.44	0.09	0.55	0.94	0.21	0.446
REACTOME_PEROXISOMAL_LIPID_METABOLISM	0.42	0.26	0.78	0.51	0.26	0.446
REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1	0.58	0.64	0.30	0.41	0.30	0.446
KEGG_RNA_POLYMERASE	0.43	0.26	0.25	0.71	0.59	0.448
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	0.55	0.90	0.40	0.12	0.27	0.448
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION	0.90	0.57	0.62	0.01	0.14	0.448
PID_INTEGRIN3_PATHWAY	0.99	0.21	0.62	0.17	0.25	0.448
BIOCARTA_CELLCYCLE_PATHWAY	0.02	0.72	0.47	0.16	0.87	0.448
REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	0.20	0.37	0.42	0.79	0.47	0.45
PID_NECTIN_PATHWAY	0.42	0.44	0.94	0.42	0.03	0.45
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	0.62	0.02	0.56	0.97	0.08	0.45
PID_AMB2_NEUTROPHILS_PATHWAY	0.43	0.37	0.32	0.17	0.96	0.45
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.83	0.27	0.36	0.73	0.07	0.452
REACTOME_METABOLISM_OF_PORPHYRINS	1.00	0.18	0.25	0.83	0.00	0.452
KEGG_ADHERENS_JUNCTION	0.34	0.02	0.02	0.89	0.99	0.452
REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	0.57	0.19	0.07	0.47	0.96	0.452
REACTOME_TRIF_MEDIATED_TLR3_SIGNALING	0.48	0.37	0.33	0.18	0.90	0.452
REACTOME_GAB1_SIGNALOSOME	0.70	0.45	0.87	0.22	0.03	0.454
BIOCARTA_PTC1_PATHWAY	0.23	0.77	0.37	0.58	0.32	0.454
REACTOME_DESTABILIZATION_OF_MRNA_BY_TRISTETRAPROLIN_TTP	0.58	0.60	0.22	0.47	0.40	0.454
PID_ATR_PATHWAY	0.07	0.86	0.39	0.19	0.76	0.454
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	0.02	0.23	0.38	0.95	0.69	0.454
PID_IL8CXCR1_PATHWAY	0.93	0.64	0.45	0.11	0.14	0.454
PID_EPOPATHWAY	0.43	0.13	0.41	0.52	0.79	0.456
REACTOME_IMMUNE_SYSTEM	0.79	0.22	0.42	0.46	0.39	0.456
BIOCARTA_EPONFKB_PATHWAY	0.49	0.33	0.72	0.60	0.15	0.458
BIOCARTA_TCR_PATHWAY	0.43	0.81	0.63	0.17	0.25	0.458
BIOCARTA_CK1_PATHWAY	0.84	0.00	0.47	0.07	0.91	0.458
REACTOME_SULFUR_AMINO_ACID_METABOLISM	0.55	0.14	0.05	0.84	0.71	0.458
BIOCARTA_EDG1_PATHWAY	0.46	0.15	0.48	0.22	0.99	0.46
REACTOME_MRNA_PROCESSING	0.63	0.19	0.15	0.44	0.89	0.46
PID_ALPHASYNUCLEIN_PATHWAY	0.81	0.14	0.62	0.59	0.14	0.46
BIOCARTA_HDAC_PATHWAY	0.90	0.15	0.73	0.26	0.26	0.46
KEGG_HOMOLOGOUS_RECOMBINATION	0.25	0.92	0.69	0.03	0.42	0.462
PID_IL8CXCR2_PATHWAY	0.84	0.71	0.53	0.09	0.14	0.462
BIOCARTA_SET_PATHWAY	0.31	0.57	0.52	0.91	0.00	0.462
PID_ANGIOPOIETINRECEPTOR_PATHWAY	0.68	0.00	0.62	0.50	0.51	0.462
PID_P38_MK2PATHWAY	0.99	0.25	0.70	0.11	0.27	0.464
BIOCARTA_SPPA_PATHWAY	0.84	0.59	0.74	0.09	0.06	0.464
BIOCARTA_TRKA_PATHWAY	0.55	0.96	0.55	0.00	0.27	0.466
KEGG_NOTCH_SIGNALING_PATHWAY	0.78	0.15	0.42	0.21	0.77	0.466
PID_S1P_S1P1_PATHWAY	0.73	0.15	0.89	0.57	0.00	0.468
REACTOME_G1_S_TRANSITION	0.14	0.08	0.26	0.97	0.89	0.468
PID_CMYB_PATHWAY	0.02	0.80	0.45	0.15	0.92	0.468
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	0.92	0.00	0.59	0.57	0.26	0.468
PID_EPHBFWDPATHWAY	0.99	0.03	0.83	0.29	0.20	0.468
BIOCARTA_TOLL_PATHWAY	1.00	0.07	0.63	0.19	0.46	0.47
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	0.58	0.10	0.08	0.70	0.89	0.47
PID_BARD1PATHWAY	0.44	0.12	0.94	0.57	0.28	0.47
PID_EPHA2_FWDPATHWAY	0.43	0.63	0.77	0.51	0.01	0.47
PID_BETACATENIN_NUC_PATHWAY	0.82	0.32	0.30	0.03	0.88	0.47
PID_ERB_GENOMIC_PATHWAY	0.99	0.19	0.14	0.81	0.22	0.47
REACTOME_IL_3_5_AND_GM_CSF_SIGNALING	0.77	0.13	0.78	0.22	0.46	0.472
BIOCARTA_PARKIN_PATHWAY	0.53	0.33	0.41	0.90	0.19	0.472
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	0.06	0.83	0.61	0.32	0.54	0.472
PID_PTP1BPATHWAY	0.70	0.10	0.63	0.61	0.33	0.474
REACTOME_PI3K_AKT_ACTIVATION	0.77	0.45	0.63	0.48	0.04	0.474
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	0.84	0.76	0.75	0.02	0.00	0.474
KEGG_RENAL_CELL_CARCINOMA	0.40	0.79	0.88	0.18	0.12	0.474
PID_NFAT_TFPATHWAY	0.08	0.82	0.74	0.25	0.49	0.476
REACTOME_G0_AND_EARLY_G1	0.36	0.15	0.74	0.71	0.42	0.476
REACTOME_PYRIMIDINE_METABOLISM	0.16	0.35	0.47	0.60	0.80	0.476
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	0.52	0.00	0.09	0.85	0.92	0.476
BIOCARTA_MCALPAIN_PATHWAY	0.82	0.29	0.34	0.07	0.87	0.478
BIOCARTA_IL4_PATHWAY	0.09	0.74	0.47	0.10	1.00	0.48
PID_ERBB1_DOWNSTREAM_PATHWAY	0.62	0.71	0.66	0.33	0.08	0.48
REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN1_SIGNALING	0.63	0.77	0.69	0.16	0.15	0.48
ST_P38_MAPK_PATHWAY	0.86	0.49	0.55	0.01	0.49	0.48
PID_IL4_2PATHWAY	0.16	0.68	0.57	0.42	0.57	0.48
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.74	0.05	0.46	0.98	0.18	0.482
PID_SYNDECAN_2_PATHWAY	0.56	0.45	0.61	0.53	0.26	0.482
REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	0.35	0.86	0.57	0.18	0.45	0.482
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	0.38	0.41	0.64	0.84	0.14	0.482
ST_FAS_SIGNALING_PATHWAY	0.36	0.48	0.63	0.90	0.04	0.482
REACTOME_ADP_SIGNALLING_THROUGH_P2RY1	0.57	0.79	0.90	0.15	0.00	0.482
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT	0.69	0.36	0.03	0.35	0.98	0.482
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	0.10	0.53	0.75	0.22	0.81	0.482
PID_HDAC_CLASSIII_PATHWAY	0.75	0.14	0.33	0.33	0.87	0.484
REACTOME_INTEGRATION_OF_PROVIRUS	0.20	0.56	0.41	0.66	0.59	0.484
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	0.38	0.04	0.49	0.92	0.59	0.484
KEGG_TYROSINE_METABOLISM	0.54	0.00	0.91	0.61	0.36	0.484
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	0.49	0.55	0.86	0.49	0.03	0.484
BIOCARTA_P35ALZHEIMERS_PATHWAY	0.43	0.29	0.12	0.81	0.77	0.484
KEGG_ONE_CARBON_POOL_BY_FOLATE	0.43	0.17	0.64	0.99	0.19	0.484
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS	0.87	0.28	0.53	0.48	0.27	0.486
REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN	0.57	0.54	0.15	0.98	0.19	0.486
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_ATF6_ALPHA	0.64	0.09	0.82	0.71	0.17	0.486
KEGG_NITROGEN_METABOLISM	0.36	0.67	0.42	0.25	0.73	0.486
BIOCARTA_AKAP95_PATHWAY	0.40	0.78	0.92	0.07	0.26	0.486
ST_TUMOR_NECROSIS_FACTOR_PATHWAY	0.57	0.41	0.92	0.26	0.28	0.488
REACTOME_PECAM1_INTERACTIONS	0.71	0.21	0.82	0.34	0.36	0.488
REACTOME_CELL_CYCLE_MITOTIC	0.37	0.18	0.32	0.85	0.72	0.488
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	0.44	0.90	0.88	0.19	0.04	0.49
PID_FRA_PATHWAY	0.31	0.82	0.63	0.33	0.36	0.49
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0.72	0.03	0.59	0.90	0.21	0.49
KEGG_ENDOCYTOSIS	0.43	0.26	0.48	0.76	0.52	0.49
REACTOME_SIGNALLING_TO_RAS	0.90	0.19	0.77	0.33	0.27	0.492
PID_RAC1_PATHWAY	0.24	0.67	0.74	0.27	0.54	0.492
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	0.63	0.98	0.39	0.39	0.07	0.492
PID_ATM_PATHWAY	0.59	0.05	0.55	0.37	0.91	0.494
PID_CD8TCRPATHWAY	1.00	0.58	0.51	0.09	0.29	0.494
REACTOME_RNA_POL_I_TRANSCRIPTION_INITIATION	0.87	0.12	0.27	0.94	0.27	0.494
REACTOME_TRANSLATION	0.64	0.18	0.72	0.76	0.17	0.494
PID_HEDGEHOG_2PATHWAY	0.25	0.96	0.79	0.33	0.14	0.494
PID_AURORA_A_PATHWAY	0.84	0.73	0.57	0.10	0.23	0.494
REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP	0.78	0.28	0.32	0.81	0.29	0.496
KEGG_N_GLYCAN_BIOSYNTHESIS	0.67	0.64	0.72	0.19	0.26	0.496
PID_WNT_SIGNALING_PATHWAY	1.00	0.12	0.98	0.17	0.21	0.496
BIOCARTA_MAPK_PATHWAY	0.68	0.15	0.70	0.24	0.71	0.496
ST_INTERFERON_GAMMA_PATHWAY	0.47	0.57	0.82	0.13	0.49	0.496
KEGG_WNT_SIGNALING_PATHWAY	0.94	0.46	0.02	0.27	0.79	0.496
PID_AR_NONGENOMIC_PATHWAY	0.35	0.29	0.76	0.28	0.80	0.496
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0.86	0.41	0.20	0.65	0.36	0.496
BIOCARTA_CARM1_PATHWAY	0.87	0.39	0.95	0.28	0.00	0.498
REACTOME_DEADENYLATION_OF_MRNA	0.54	0.95	0.33	0.48	0.19	0.498
REACTOME_MRNA_CAPPING	0.56	0.64	0.28	0.57	0.44	0.498
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	0.14	0.22	0.61	0.59	0.94	0.5
PID_REG_GR_PATHWAY	0.82	0.30	0.49	0.15	0.74	0.5
KEGG_VIRAL_MYOCARDITIS	1.00	0.46	0.89	0.02	0.13	0.5
REACTOME_STRIATED_MUSCLE_CONTRACTION	1.00	0.03	0.75	0.68	0.04	0.5
REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX	0.80	0.07	0.81	0.69	0.14	0.502
PID_ALK2PATHWAY	0.19	0.63	0.66	0.75	0.28	0.502
PID_P38ALPHABETADOWNSTREAMPATHWAY	0.06	0.86	0.77	0.36	0.46	0.502
PID_INSULIN_GLUCOSE_PATHWAY	0.40	0.78	0.32	0.74	0.27	0.502
PID_TXA2PATHWAY	0.99	0.39	0.88	0.19	0.06	0.502
REACTOME_GLYCOLYSIS	0.64	0.78	0.69	0.33	0.08	0.504
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	0.70	0.84	0.89	0.09	0.00	0.504
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	0.82	0.08	0.49	0.66	0.47	0.504
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	0.67	0.07	0.30	0.65	0.83	0.504
REACTOME_METABOLISM_OF_CARBOHYDRATES	0.22	0.62	0.60	0.78	0.31	0.506
PID_PI3KCIPATHWAY	0.35	0.83	0.62	0.52	0.21	0.506
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR	0.58	0.89	0.89	0.17	0.00	0.506
PID_FCER1PATHWAY	0.98	0.76	0.16	0.36	0.27	0.506
BIOCARTA_TFF_PATHWAY	0.82	0.69	0.74	0.01	0.27	0.506
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	0.34	0.81	0.62	0.62	0.14	0.506
PID_SMAD2_3NUCLEARPATHWAY	0.33	0.37	0.87	0.43	0.53	0.506
PID_TOLL_ENDOGENOUS_PATHWAY	0.78	0.44	0.36	0.57	0.39	0.508
BIOCARTA_EGFR_SMRTE_PATHWAY	0.84	0.08	0.97	0.65	0.00	0.508
REACTOME_KERATAN_SULFATE_DEGRADATION	0.23	0.80	0.57	0.58	0.36	0.508
REACTOME_INTERFERON_GAMMA_SIGNALING	0.34	0.89	0.95	0.25	0.11	0.508
PID_IL12_2PATHWAY	0.80	0.73	0.66	0.36	0.00	0.51
REACTOME_ERK_MAPK_TARGETS	0.55	0.12	0.40	0.61	0.87	0.51
BIOCARTA_GH_PATHWAY	0.84	0.27	0.91	0.50	0.03	0.51
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	0.04	1.00	0.60	0.48	0.44	0.512
BIOCARTA_IL17_PATHWAY	0.88	0.25	0.66	0.76	0.01	0.512
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING	0.95	0.33	0.75	0.38	0.15	0.512
REACTOME_MRNA_SPLICING	0.72	0.15	0.45	0.37	0.87	0.512
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	0.39	0.56	0.74	0.52	0.35	0.512
BIOCARTA_BARR_MAPK_PATHWAY	0.86	0.06	0.81	0.14	0.70	0.514
REACTOME_APOPTOSIS	0.95	0.06	0.51	0.67	0.38	0.514
REACTOME_L1CAM_INTERACTIONS	0.32	0.55	0.45	0.28	0.97	0.514
KEGG_SMALL_CELL_LUNG_CANCER	0.85	0.36	0.98	0.15	0.23	0.514
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.55	0.27	0.76	0.67	0.32	0.514
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	0.39	0.10	0.69	0.84	0.56	0.516
PID_DELTANP63PATHWAY	0.78	0.50	0.59	0.25	0.46	0.516
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	0.73	0.39	0.37	0.29	0.80	0.516
REACTOME_KINESINS	0.09	0.96	0.25	0.51	0.77	0.516
REACTOME_ACTIVATED_TLR4_SIGNALLING	0.83	0.41	0.26	0.13	0.95	0.516
BIOCARTA_NFAT_PATHWAY	0.70	0.33	0.53	0.61	0.42	0.518
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE	0.69	0.83	0.13	0.03	0.91	0.518
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	0.58	0.57	0.38	0.65	0.41	0.518
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	0.90	0.60	0.95	0.14	0.00	0.518
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION	0.51	0.14	0.69	0.91	0.34	0.518
REACTOME_CELL_CYCLE	0.53	0.36	0.77	0.77	0.16	0.518
REACTOME_DIABETES_PATHWAYS	0.49	0.27	0.80	0.65	0.38	0.518
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	1.00	0.44	0.51	0.36	0.28	0.518
BIOCARTA_MET_PATHWAY	0.90	0.25	0.88	0.12	0.44	0.518
REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT	0.70	0.03	0.73	0.80	0.34	0.52
PID_IL5_PATHWAY	0.41	0.18	0.95	0.84	0.22	0.52
PID_FANCONI_PATHWAY	0.43	0.87	0.32	0.14	0.84	0.52
BIOCARTA_DNAFRAGMENT_PATHWAY	0.76	0.21	0.45	0.90	0.29	0.522
REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_	0.89	0.51	0.38	0.09	0.74	0.522
REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS	0.70	0.92	0.75	0.21	0.03	0.522
REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	0.90	0.67	0.96	0.07	0.01	0.522
PID_ENDOTHELINPATHWAY	0.35	0.86	0.89	0.22	0.29	0.522
BIOCARTA_PTEN_PATHWAY	0.39	0.14	0.80	0.84	0.44	0.522
REACTOME_ENOS_ACTIVATION_AND_REGULATION	0.62	0.45	0.80	0.27	0.47	0.522
REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION	0.84	0.23	0.30	0.81	0.44	0.524
BIOCARTA_PTDINS_PATHWAY	0.20	0.64	0.79	0.19	0.80	0.524
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.88	0.21	0.76	0.36	0.42	0.526
REACTOME_TRANSPORT_OF_ORGANIC_ANIONS	0.23	0.68	0.92	0.44	0.36	0.526
BIOCARTA_TEL_PATHWAY	0.88	0.35	0.92	0.22	0.26	0.526
BIOCARTA_STATHMIN_PATHWAY	0.60	0.78	0.92	0.09	0.24	0.526
BIOCARTA_CALCINEURIN_PATHWAY	0.20	0.57	0.77	0.78	0.31	0.526
REACTOME_FANCONI_ANEMIA_PATHWAY	0.65	0.24	0.47	0.34	0.93	0.526
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	0.56	0.45	0.63	0.70	0.29	0.526
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	0.09	0.87	0.99	0.65	0.04	0.528
KEGG_SPHINGOLIPID_METABOLISM	1.00	0.34	0.78	0.17	0.35	0.528
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.67	0.32	0.57	0.74	0.34	0.528
REACTOME_REGULATION_OF_INSULIN_SECRETION	0.51	0.83	0.81	0.28	0.22	0.53
BIOCARTA_IGF1R_PATHWAY	0.79	0.36	0.95	0.28	0.27	0.53
BIOCARTA_IL6_PATHWAY	0.71	0.71	0.68	0.27	0.28	0.53
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	0.29	0.96	0.44	0.89	0.08	0.532
BIOCARTA_PS1_PATHWAY	0.60	0.50	0.92	0.37	0.27	0.532
PID_HIF2PATHWAY	0.35	0.87	0.77	0.18	0.49	0.532
REACTOME_PLATELET_SENSITIZATION_BY_LDL	0.57	1.00	0.92	0.04	0.16	0.538
REACTOME_BASE_EXCISION_REPAIR	0.09	0.93	0.61	0.59	0.47	0.538
KEGG_MELANOGENESIS	0.56	0.71	0.11	0.57	0.74	0.538
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	0.93	0.37	0.41	0.19	0.79	0.538
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	1.00	0.52	1.00	0.12	0.05	0.538
REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	0.96	0.95	0.25	0.09	0.44	0.538
PID_TCPTP_PATHWAY	0.83	0.30	0.75	0.79	0.02	0.538
REACTOME_NEURONAL_SYSTEM	0.82	0.54	0.62	0.44	0.27	0.538
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.67	0.47	0.48	0.42	0.66	0.54
KEGG_ASTHMA	0.84	0.95	0.55	0.03	0.33	0.54
REACTOME_PHOSPHOLIPID_METABOLISM	0.81	0.50	0.35	0.43	0.61	0.54
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	0.67	0.03	0.63	0.98	0.39	0.54
REACTOME_REGULATION_OF_APOPTOSIS	0.76	0.03	0.59	0.99	0.33	0.54
BIOCARTA_NTHI_PATHWAY	0.75	0.03	0.14	0.84	0.95	0.542
BIOCARTA_CCR3_PATHWAY	0.97	0.63	0.36	0.48	0.27	0.542
REACTOME_SIGNALING_BY_WNT	0.93	0.04	0.48	0.96	0.30	0.542
PID_RAS_PATHWAY	0.89	0.89	0.17	0.09	0.68	0.544
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	0.28	0.03	0.51	0.99	0.91	0.544
KEGG_TYPE_II_DIABETES_MELLITUS	0.70	0.48	0.55	0.94	0.05	0.544
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.78	0.93	0.74	0.22	0.05	0.544
REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0	0.77	0.03	0.55	0.93	0.45	0.546
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	0.78	0.32	0.77	0.53	0.33	0.546
BIOCARTA_EIF2_PATHWAY	0.52	0.98	0.37	0.55	0.31	0.546
REACTOME_NFKB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	0.46	0.21	0.26	0.87	0.93	0.546
BIOCARTA_NO2IL12_PATHWAY	0.78	1.00	0.89	0.07	0.00	0.548
PID_CIRCADIANPATHWAY	0.78	0.18	0.92	0.57	0.29	0.548
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	0.90	0.89	0.51	0.39	0.05	0.548
KEGG_VIBRIO_CHOLERAE_INFECTION	0.70	0.87	0.15	0.13	0.89	0.548
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	0.33	0.41	1.00	0.95	0.05	0.548
REACTOME_ROLE_OF_DCC_IN_REGULATING_APOPTOSIS	0.85	0.49	0.44	0.84	0.12	0.548
REACTOME_SIGNALING_BY_ILS	0.96	0.30	0.88	0.29	0.32	0.55
REACTOME_DNA_REPAIR	0.71	0.93	0.38	0.06	0.67	0.55
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	0.79	0.38	0.57	0.71	0.30	0.55
REACTOME_ARMS_MEDIATED_ACTIVATION	1.00	0.41	0.97	0.35	0.02	0.55
BIOCARTA_EGF_PATHWAY	0.70	0.30	0.59	0.20	0.96	0.55
REACTOME_GAP_JUNCTION_TRAFFICKING	0.91	0.12	0.69	0.16	0.87	0.55
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	0.48	0.18	0.79	0.75	0.56	0.552
REACTOME_PI_3K_CASCADE	0.84	0.60	0.87	0.15	0.30	0.552
BIOCARTA_ERK5_PATHWAY	0.58	0.58	0.95	0.23	0.42	0.552
