Gene Set	Basal	Her2	LumA	LumB	Normal	Average p-value
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	0.91	0.27	0.62	0.39	0.20	0.478
PID_PDGFRAPATHWAY	0.95	0.45	0.38	0.47	0.14	0.478
PID_TOLL_ENDOGENOUS_PATHWAY	0.62	0.43	0.62	0.59	0.14	0.48
REACTOME_NETRIN1_SIGNALING	0.33	0.43	0.77	0.82	0.05	0.48
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	0.43	0.04	0.61	0.51	0.82	0.482
REACTOME_METABOLISM_OF_POLYAMINES	0.45	0.10	0.83	0.43	0.61	0.484
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	0.53	0.13	0.75	0.80	0.21	0.484
REACTOME_LAGGING_STRAND_SYNTHESIS	0.52	0.72	0.22	0.13	0.84	0.486
REACTOME_PLATELET_SENSITIZATION_BY_LDL	0.21	0.53	0.69	0.64	0.36	0.486
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	0.64	0.32	0.69	0.56	0.22	0.486
PID_LYMPHANGIOGENESIS_PATHWAY	0.55	0.50	0.62	0.64	0.13	0.488
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	0.49	0.95	0.49	0.41	0.11	0.49
BIOCARTA_CARDIACEGF_PATHWAY	0.47	0.96	0.62	0.29	0.11	0.49
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.20	0.63	0.57	0.57	0.49	0.492
PID_AVB3_INTEGRIN_PATHWAY	0.82	0.05	0.81	0.77	0.01	0.492
PID_ARF6_TRAFFICKINGPATHWAY	0.03	0.70	0.83	0.81	0.09	0.492
REACTOME_PEROXISOMAL_LIPID_METABOLISM	0.12	0.04	0.57	0.92	0.81	0.492
REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	0.20	0.23	0.86	0.94	0.24	0.494
REACTOME_CHOLESTEROL_BIOSYNTHESIS	0.27	0.63	0.48	0.80	0.29	0.494
BIOCARTA_SET_PATHWAY	0.52	0.40	0.17	0.42	0.96	0.494
BIOCARTA_KERATINOCYTE_PATHWAY	0.70	0.39	0.64	0.61	0.14	0.496
ST_GAQ_PATHWAY	0.20	0.32	0.43	0.61	0.92	0.496
REACTOME_P2Y_RECEPTORS	0.74	0.13	0.43	0.59	0.59	0.496
REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING	0.27	0.99	0.65	0.43	0.16	0.5
BIOCARTA_BARRESTIN_PATHWAY	0.11	0.56	0.66	0.73	0.44	0.5
REACTOME_APOPTOSIS	0.48	0.29	0.52	0.70	0.51	0.5
REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_	0.32	0.39	0.28	0.56	0.96	0.502
BIOCARTA_IL2RB_PATHWAY	0.86	0.66	0.36	0.19	0.44	0.502
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS	0.71	0.38	0.77	0.63	0.02	0.502
PID_TGFBRPATHWAY	0.41	0.25	0.99	0.87	0.00	0.504
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	0.78	0.08	0.89	0.64	0.13	0.504
BIOCARTA_CHEMICAL_PATHWAY	0.32	0.20	0.39	0.81	0.81	0.506
PID_ARF6DOWNSTREAMPATHWAY	0.55	0.82	0.48	0.47	0.21	0.506
REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS	0.86	0.61	0.13	0.38	0.56	0.508
PID_INTEGRIN3_PATHWAY	0.57	0.42	0.77	0.77	0.01	0.508
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	0.65	0.00	0.99	0.75	0.15	0.508
BIOCARTA_NTHI_PATHWAY	0.71	0.14	0.87	0.73	0.10	0.51
PID_S1P_S1P1_PATHWAY	0.45	0.75	0.50	0.62	0.23	0.51
PID_AR_PATHWAY	0.14	0.31	1.00	0.92	0.19	0.512
REACTOME_COPI_MEDIATED_TRANSPORT	0.47	0.69	0.59	0.61	0.20	0.512
REACTOME_PECAM1_INTERACTIONS	0.16	0.82	0.39	0.65	0.54	0.512
BIOCARTA_P27_PATHWAY	0.58	0.58	0.25	0.33	0.82	0.512
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	1.00	0.64	0.07	0.33	0.52	0.512
REACTOME_MTORC1_MEDIATED_SIGNALLING	0.20	0.69	0.77	0.41	0.49	0.512
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE	0.16	0.66	0.49	0.74	0.52	0.514
PID_AURORA_B_PATHWAY	0.80	0.98	0.00	0.01	0.78	0.514
KEGG_ENDOMETRIAL_CANCER	0.69	0.28	0.92	0.58	0.10	0.514
PID_VEGF_VEGFR_PATHWAY	0.76	0.40	0.81	0.56	0.04	0.514
PID_RAC1_REG_PATHWAY	0.58	0.63	0.43	0.31	0.63	0.516
BIOCARTA_G2_PATHWAY	0.83	0.73	0.04	0.13	0.85	0.516
REACTOME_SHC_MEDIATED_CASCADE	0.88	0.00	0.62	0.39	0.70	0.518
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	0.12	0.01	0.79	0.95	0.72	0.518
REACTOME_PYRUVATE_METABOLISM	0.21	0.16	0.65	0.73	0.84	0.518
BIOCARTA_EIF4_PATHWAY	0.20	0.26	0.74	0.80	0.59	0.518
BIOCARTA_MITOCHONDRIA_PATHWAY	0.05	0.08	0.62	0.88	0.96	0.518
PID_ATM_PATHWAY	0.82	0.45	0.07	0.43	0.83	0.52
PID_HDAC_CLASSII_PATHWAY	0.81	0.20	0.31	0.31	0.97	0.52
BIOCARTA_AKT_PATHWAY	0.61	0.37	0.69	0.77	0.16	0.52
ST_INTEGRIN_SIGNALING_PATHWAY	0.75	0.12	0.92	0.62	0.19	0.52
PID_TCPTP_PATHWAY	0.80	0.42	0.58	0.31	0.49	0.52
REACTOME_PROSTANOID_LIGAND_RECEPTORS	0.69	0.21	0.58	0.87	0.25	0.52
BIOCARTA_GLEEVEC_PATHWAY	0.80	0.58	0.34	0.33	0.56	0.522
REACTOME_CELL_JUNCTION_ORGANIZATION	0.89	0.40	0.84	0.38	0.10	0.522
REACTOME_INHIBITION_OF_INSULIN_SECRETION_BY_ADRENALINE_NORADRENALINE	0.45	0.77	0.40	0.47	0.53	0.524
BIOCARTA_ATM_PATHWAY	0.85	0.34	0.13	0.35	0.95	0.524
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0.27	0.66	0.36	0.80	0.53	0.524
REACTOME_GABA_RECEPTOR_ACTIVATION	0.17	0.23	0.80	0.57	0.85	0.524
REACTOME_PROTEIN_FOLDING	0.64	0.79	0.26	0.52	0.41	0.524
REACTOME_GABA_B_RECEPTOR_ACTIVATION	0.28	0.30	0.74	0.47	0.84	0.526
REACTOME_PHASE_II_CONJUGATION	0.13	0.21	1.00	0.93	0.36	0.526
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	0.56	0.48	0.17	0.45	0.97	0.526
PID_FOXOPATHWAY	0.80	0.59	0.16	0.50	0.58	0.526
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	0.33	0.92	0.68	0.52	0.18	0.526
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	0.36	0.94	0.74	0.52	0.08	0.528
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.65	0.28	0.45	0.56	0.70	0.528
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	0.30	0.39	0.28	0.71	0.97	0.53
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	0.86	0.50	0.64	0.61	0.04	0.53
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS	0.12	0.36	0.61	0.78	0.78	0.53
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.76	0.97	0.06	0.35	0.52	0.532
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.93	0.23	0.90	0.59	0.02	0.534
PID_TRKRPATHWAY	0.82	0.70	0.62	0.35	0.18	0.534
BIOCARTA_TGFB_PATHWAY	0.48	0.45	0.97	0.71	0.06	0.534
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.71	0.00	0.77	0.86	0.33	0.534
REACTOME_REGULATION_OF_THE_FANCONI_ANEMIA_PATHWAY	0.42	0.69	0.17	0.52	0.87	0.534
SA_PTEN_PATHWAY	0.45	0.54	0.87	0.54	0.27	0.534
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	0.12	0.07	0.99	0.93	0.57	0.536
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION	0.03	0.45	0.91	0.80	0.49	0.536
KEGG_ADHERENS_JUNCTION	0.65	0.04	0.99	0.69	0.32	0.538
BIOCARTA_P53_PATHWAY	0.77	0.48	0.39	0.11	0.94	0.538
PID_HIF1APATHWAY	0.48	0.14	0.76	0.53	0.79	0.54
PID_IL2_1PATHWAY	0.87	0.92	0.43	0.48	0.00	0.54
REACTOME_METABOLISM_OF_CARBOHYDRATES	0.17	0.94	0.78	0.76	0.06	0.542
BIOCARTA_NEUROTRANSMITTERS_PATHWAY	0.40	0.00	0.47	0.87	0.97	0.542
ST_INTERLEUKIN_4_PATHWAY	0.59	0.34	0.43	0.61	0.74	0.542
REACTOME_SIGNALING_BY_NOTCH1	0.55	0.31	0.87	0.88	0.11	0.544
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.80	0.22	0.94	0.74	0.02	0.544
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_DAI	0.68	0.30	0.80	0.64	0.30	0.544
PID_INSULIN_PATHWAY	0.53	0.23	0.77	0.75	0.44	0.544
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	0.68	0.41	0.72	0.77	0.14	0.544
REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION	0.72	0.67	0.34	0.75	0.24	0.544
BIOCARTA_MTOR_PATHWAY	0.26	0.37	0.84	0.79	0.47	0.546
BIOCARTA_HIVNEF_PATHWAY	0.53	0.76	0.36	0.66	0.42	0.546
PID_LYSOPHOSPHOLIPID_PATHWAY	0.64	0.15	0.70	0.56	0.68	0.546
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI	0.71	0.91	0.47	0.53	0.11	0.546
REACTOME_GLUTATHIONE_CONJUGATION	0.60	0.22	0.85	0.80	0.27	0.548
REACTOME_CTLA4_INHIBITORY_SIGNALING	0.30	0.27	0.83	0.70	0.64	0.548
PID_AR_TF_PATHWAY	0.05	0.31	0.85	0.72	0.81	0.548
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE	0.58	0.72	0.33	0.50	0.62	0.55
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX	0.53	0.65	0.78	0.67	0.12	0.55
KEGG_FOCAL_ADHESION	0.94	0.14	0.96	0.70	0.01	0.55
BIOCARTA_RAC1_PATHWAY	0.68	0.63	0.70	0.62	0.13	0.552
PID_AJDISS_2PATHWAY	0.78	0.05	0.72	0.55	0.66	0.552
PID_P38ALPHABETADOWNSTREAMPATHWAY	0.34	0.27	0.75	0.84	0.56	0.552
SA_B_CELL_RECEPTOR_COMPLEXES	0.27	0.95	0.62	0.57	0.36	0.554
BIOCARTA_STRESS_PATHWAY	0.51	0.63	0.62	0.82	0.20	0.556
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.82	0.03	0.87	0.93	0.13	0.556
REACTOME_MITOTIC_G2_G2_M_PHASES	0.83	0.98	0.11	0.05	0.81	0.556
PID_MTOR_4PATHWAY	0.34	0.35	0.87	0.62	0.61	0.558
PID_IL2_STAT5PATHWAY	0.63	0.62	0.18	0.39	0.97	0.558
PID_SMAD2_3PATHWAY	0.72	0.48	0.32	0.45	0.82	0.558
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.82	0.04	0.74	0.96	0.24	0.56
REACTOME_METAL_ION_SLC_TRANSPORTERS	0.12	0.08	0.76	1.00	0.84	0.56
REACTOME_SIGNALING_BY_ACTIVATED_POINT_MUTANTS_OF_FGFR1	0.96	0.46	0.89	0.29	0.20	0.56
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	0.59	0.91	0.33	0.13	0.84	0.56
PID_RHOA_REG_PATHWAY	0.71	0.35	0.40	0.92	0.43	0.562
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.84	0.62	0.87	0.22	0.26	0.562
KEGG_SPHINGOLIPID_METABOLISM	0.80	0.43	0.74	0.81	0.04	0.564
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING	0.62	0.03	0.89	0.80	0.48	0.564
REACTOME_PI_3K_CASCADE	0.98	0.01	0.86	0.80	0.17	0.564
PID_ANTHRAXPATHWAY	0.86	0.76	0.44	0.56	0.21	0.566
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	0.72	0.45	0.26	0.42	0.98	0.566
PID_IL2_PI3KPATHWAY	0.35	0.36	0.43	0.73	0.97	0.568
PID_CIRCADIANPATHWAY	0.85	0.73	0.17	0.25	0.84	0.568
REACTOME_S_PHASE	0.73	0.50	0.13	0.51	0.97	0.568
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	0.86	0.55	0.44	0.82	0.18	0.57
REACTOME_PI3K_CASCADE	0.90	0.00	0.92	0.77	0.26	0.57
KEGG_ABC_TRANSPORTERS	0.19	0.03	0.74	0.92	0.97	0.57
PID_SMAD2_3NUCLEARPATHWAY	0.49	0.40	0.81	0.82	0.33	0.57
REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING	0.72	0.01	0.98	0.77	0.38	0.572
PID_SYNDECAN_1_PATHWAY	0.96	0.75	0.64	0.43	0.09	0.574
KEGG_NUCLEOTIDE_EXCISION_REPAIR	0.89	0.77	0.36	0.51	0.34	0.574
REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS	0.98	0.80	0.62	0.47	0.00	0.574
BIOCARTA_KREB_PATHWAY	0.78	0.15	0.38	0.90	0.67	0.576
REACTOME_SPHINGOLIPID_METABOLISM	0.81	0.43	0.75	0.89	0.00	0.576
KEGG_PEROXISOME	0.05	0.10	0.92	0.94	0.87	0.576
BIOCARTA_G1_PATHWAY	0.80	0.67	0.19	0.26	0.96	0.576
PID_P38GAMMADELTAPATHWAY	0.72	0.54	0.37	0.28	0.98	0.578
ST_T_CELL_SIGNAL_TRANSDUCTION	0.80	0.94	0.56	0.44	0.15	0.578
BIOCARTA_ERK_PATHWAY	0.82	0.57	0.66	0.46	0.38	0.578
REACTOME_PI_METABOLISM	0.24	0.89	0.91	0.71	0.16	0.582
PID_WNT_CANONICAL_PATHWAY	0.72	0.21	0.81	0.62	0.55	0.582
REACTOME_ACTIVATION_OF_GENES_BY_ATF4	0.75	0.93	0.50	0.73	0.00	0.582
PID_FGF_PATHWAY	0.95	0.04	0.87	0.41	0.65	0.584
KEGG_TIGHT_JUNCTION	0.90	0.17	0.91	0.84	0.10	0.584
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	0.72	0.97	0.22	0.43	0.59	0.586
PID_HDAC_CLASSIII_PATHWAY	0.93	0.89	0.30	0.28	0.53	0.586
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	0.70	0.52	0.76	0.84	0.11	0.586
ST_WNT_BETA_CATENIN_PATHWAY	0.09	0.14	1.00	0.87	0.84	0.588
SIG_BCR_SIGNALING_PATHWAY	0.33	0.31	0.77	0.82	0.72	0.59
REACTOME_INFLAMMASOMES	0.94	0.33	0.33	0.80	0.55	0.59
PID_SYNDECAN_3_PATHWAY	0.44	0.99	0.91	0.37	0.25	0.592
ST_PAC1_RECEPTOR_PATHWAY	0.69	0.67	0.52	0.83	0.26	0.594
PID_S1P_S1P3_PATHWAY	0.30	0.39	0.69	0.80	0.79	0.594
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	0.49	0.99	0.86	0.33	0.30	0.594
REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP	0.93	0.67	0.50	0.86	0.02	0.596
BIOCARTA_CASPASE_PATHWAY	0.59	0.63	0.28	0.80	0.68	0.596
BIOCARTA_PS1_PATHWAY	0.47	0.26	0.67	0.69	0.89	0.596
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	0.59	0.97	0.88	0.46	0.09	0.598
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	0.80	0.24	0.81	0.93	0.21	0.598
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	0.77	0.00	0.89	0.82	0.51	0.598
REACTOME_SIGNALING_BY_ERBB4	0.66	0.23	0.92	0.80	0.38	0.598
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	0.12	0.92	0.86	0.73	0.36	0.598
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	1.00	0.26	0.83	0.75	0.16	0.6
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	0.26	0.66	0.69	0.80	0.59	0.6
REACTOME_PIP3_ACTIVATES_AKT_SIGNALING	0.95	0.14	0.87	0.80	0.24	0.6
REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR	0.47	0.99	0.87	0.33	0.35	0.602
BIOCARTA_IGF1R_PATHWAY	0.62	0.12	0.63	0.71	0.93	0.602
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS	0.53	0.88	0.85	0.60	0.16	0.604
REACTOME_DEADENYLATION_OF_MRNA	0.91	0.93	0.62	0.56	0.00	0.604
KEGG_STEROID_BIOSYNTHESIS	0.71	0.63	0.74	0.80	0.14	0.604
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING	0.20	0.69	0.42	0.83	0.88	0.604
REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE	0.89	0.08	0.92	0.65	0.48	0.604
REACTOME_REGULATION_OF_KIT_SIGNALING	0.27	0.97	0.86	0.33	0.59	0.604
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.98	0.26	0.98	0.80	0.01	0.606
PID_S1P_S1P2_PATHWAY	0.26	0.97	0.62	0.80	0.38	0.606
PID_ERBB1_INTERNALIZATION_PATHWAY	0.63	0.50	0.75	0.72	0.43	0.606
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	0.41	0.73	0.97	0.83	0.10	0.608
REACTOME_L1CAM_INTERACTIONS	0.67	0.68	0.68	0.78	0.23	0.608
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.18	0.04	0.94	0.93	0.96	0.61
REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX	0.78	0.25	0.41	0.74	0.87	0.61
REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION	0.52	0.98	0.87	0.43	0.25	0.61
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	0.80	0.70	0.33	0.52	0.70	0.61
KEGG_BETA_ALANINE_METABOLISM	0.50	0.52	0.69	1.00	0.35	0.612
REACTOME_CGMP_EFFECTS	0.93	0.97	0.64	0.31	0.21	0.612
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	0.24	0.14	0.88	0.83	0.97	0.612
KEGG_TYPE_II_DIABETES_MELLITUS	0.78	0.37	0.93	0.81	0.17	0.612
KEGG_GAP_JUNCTION	0.59	0.74	0.72	0.63	0.38	0.612
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	0.39	0.15	0.77	0.80	0.96	0.614
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	0.82	0.39	0.30	0.62	0.94	0.614
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	0.17	0.42	1.00	0.99	0.49	0.614
PID_IL6_7PATHWAY	0.47	0.47	0.56	0.60	0.97	0.614
PID_P53REGULATIONPATHWAY	0.82	0.64	0.48	0.46	0.68	0.616
KEGG_AXON_GUIDANCE	0.32	0.55	1.00	1.00	0.21	0.616
REACTOME_HEMOSTASIS	0.90	0.90	0.54	0.62	0.12	0.616
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT	0.49	0.04	0.87	0.80	0.88	0.616
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	0.26	0.33	0.76	0.80	0.94	0.618
BIOCARTA_NFKB_PATHWAY	0.54	0.97	0.98	0.39	0.21	0.618
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	0.37	0.84	0.87	0.88	0.13	0.618
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	0.91	0.27	0.94	0.76	0.21	0.618
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	0.93	0.39	0.81	0.73	0.24	0.62
KEGG_RIBOFLAVIN_METABOLISM	0.12	0.98	0.97	0.82	0.21	0.62
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	0.66	0.50	0.87	0.33	0.74	0.62
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE	0.71	0.01	0.70	0.73	0.96	0.622
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	0.74	0.76	0.92	0.57	0.12	0.622
BIOCARTA_RNA_PATHWAY	0.84	0.37	0.49	0.73	0.68	0.622
BIOCARTA_AKAP95_PATHWAY	0.75	0.99	0.28	0.16	0.93	0.622
REACTOME_ANDROGEN_BIOSYNTHESIS	0.39	0.78	0.80	0.48	0.66	0.622
BIOCARTA_LONGEVITY_PATHWAY	0.75	0.03	0.65	0.75	0.93	0.622
REACTOME_REGULATORY_RNA_PATHWAYS	0.45	0.69	0.61	0.61	0.76	0.624
REACTOME_RNA_POL_I_TRANSCRIPTION_INITIATION	0.53	0.99	0.70	0.80	0.10	0.624
REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX_UPON_TLR7_8_OR_9_STIMULATION	0.44	0.89	0.83	0.70	0.26	0.624
REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA	0.50	0.45	0.89	0.69	0.59	0.624
BIOCARTA_FREE_PATHWAY	0.71	0.13	0.80	0.61	0.87	0.624
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	0.26	0.84	0.80	0.88	0.35	0.626
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.60	0.35	0.87	0.80	0.52	0.628
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	0.65	0.24	0.56	0.73	0.96	0.628
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	0.61	0.14	0.98	0.97	0.44	0.628
PID_HNF3BPATHWAY	0.11	0.07	1.00	1.00	0.96	0.628
BIOCARTA_PTDINS_PATHWAY	0.50	0.26	0.54	0.89	0.95	0.628
REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	0.21	0.02	0.93	1.00	0.98	0.628
REACTOME_SYNTHESIS_OF_PE	0.33	0.91	0.38	0.73	0.80	0.63
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	0.40	0.60	0.80	0.58	0.77	0.63
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	0.81	0.93	0.84	0.52	0.05	0.63
PID_EPOPATHWAY	0.20	0.39	0.83	0.77	0.96	0.63
REACTOME_POL_SWITCHING	0.75	1.00	0.23	0.24	0.93	0.63
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0.56	0.66	0.70	0.91	0.33	0.632
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES	0.40	0.50	0.85	0.52	0.89	0.632
REACTOME_NEPHRIN_INTERACTIONS	0.49	0.16	0.93	0.65	0.93	0.632
PID_IL8CXCR1_PATHWAY	0.16	0.26	0.88	0.89	0.97	0.632
BIOCARTA_P53HYPOXIA_PATHWAY	0.45	0.26	0.92	0.80	0.74	0.634
REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT	0.64	0.27	0.56	0.73	0.97	0.634
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX	0.69	0.94	0.78	0.70	0.06	0.634
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.51	0.37	0.51	1.00	0.79	0.636
PID_BARD1PATHWAY	0.71	0.60	0.35	0.55	0.97	0.636
BIOCARTA_GCR_PATHWAY	0.91	0.63	0.97	0.67	0.00	0.636
KEGG_THYROID_CANCER	0.72	0.88	0.98	0.59	0.01	0.636
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING	0.77	0.63	0.87	0.80	0.11	0.636
BIOCARTA_AMI_PATHWAY	0.60	0.54	0.70	0.48	0.86	0.636
PID_PTP1BPATHWAY	0.65	0.39	0.83	0.88	0.44	0.638
PID_RXR_VDR_PATHWAY	0.44	0.05	0.74	1.00	0.96	0.638
REACTOME_GLYCOPROTEIN_HORMONES	0.95	0.33	0.91	0.52	0.49	0.64
KEGG_PPAR_SIGNALING_PATHWAY	0.16	0.42	0.92	0.93	0.77	0.64
REACTOME_PURINE_CATABOLISM	0.68	0.74	0.77	0.90	0.11	0.64
REACTOME_MEMBRANE_TRAFFICKING	0.49	0.83	0.98	0.84	0.07	0.642
REACTOME_INSULIN_RECEPTOR_RECYCLING	0.22	0.30	0.88	0.82	0.99	0.642
REACTOME_GLOBAL_GENOMIC_NER_GG_NER	0.90	0.88	0.41	0.61	0.41	0.642
BIOCARTA_SODD_PATHWAY	0.94	0.65	0.85	0.44	0.33	0.642
BIOCARTA_PTEN_PATHWAY	0.51	0.54	0.94	1.00	0.23	0.644
PID_NFKAPPABCANONICALPATHWAY	0.42	1.00	0.69	0.70	0.41	0.644
REACTOME_IRON_UPTAKE_AND_TRANSPORT	0.24	0.80	0.60	0.72	0.87	0.646
REACTOME_SIGNAL_ATTENUATION	0.67	0.26	0.65	0.91	0.74	0.646
REACTOME_PHOSPHOLIPID_METABOLISM	0.44	0.77	0.99	0.99	0.04	0.646
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	0.37	0.99	0.62	0.69	0.56	0.646
PID_IGF1_PATHWAY	0.88	0.04	0.74	0.92	0.65	0.646
