Gene Set	Basal	Her2	LumA	LumB	Normal	Average p-value
KEGG_NON_HOMOLOGOUS_END_JOINING	0.68	0.39	0.09	0.49	0.36	0.402
REACTOME_ACTIVATION_OF_RAC	0.05	0.85	0.47	0.53	0.11	0.402
BIOCARTA_STRESS_PATHWAY	0.34	0.46	0.47	0.35	0.39	0.402
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	0.19	0.18	0.36	0.37	0.92	0.404
REACTOME_SEMAPHORIN_INTERACTIONS	0.06	0.15	0.88	0.45	0.48	0.404
PID_CMYB_PATHWAY	0.49	0.50	0.35	0.28	0.40	0.404
REACTOME_CIRCADIAN_REPRESSION_OF_EXPRESSION_BY_REV_ERBA	0.05	0.20	0.39	0.84	0.55	0.406
BIOCARTA_IGF1_PATHWAY	0.66	0.36	0.57	0.35	0.09	0.406
KEGG_ONE_CARBON_POOL_BY_FOLATE	0.45	0.40	0.12	0.30	0.76	0.406
REACTOME_PURINE_CATABOLISM	0.57	0.26	0.20	0.80	0.20	0.406
ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY	0.23	0.78	0.65	0.35	0.03	0.408
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	0.94	0.13	0.09	0.53	0.36	0.41
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_ATF6_ALPHA	0.00	0.37	0.37	0.45	0.86	0.41
KEGG_GLIOMA	0.12	0.65	0.39	0.37	0.52	0.41
PID_AP1_PATHWAY	0.06	0.37	0.83	0.77	0.03	0.412
REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	0.11	0.90	0.33	0.22	0.50	0.412
BIOCARTA_GLYCOLYSIS_PATHWAY	0.32	0.10	0.37	0.49	0.78	0.412
BIOCARTA_ARF_PATHWAY	0.92	0.15	0.10	0.17	0.72	0.412
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES	0.19	0.50	0.74	0.10	0.53	0.412
BIOCARTA_CHEMICAL_PATHWAY	0.43	0.04	0.30	0.67	0.63	0.414
REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	0.96	0.78	0.02	0.10	0.21	0.414
REACTOME_PROTEIN_FOLDING	0.72	0.26	0.12	0.41	0.56	0.414
PID_TCPTP_PATHWAY	0.63	0.39	0.24	0.44	0.37	0.414
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0.63	0.48	0.37	0.52	0.08	0.416
KEGG_SPHINGOLIPID_METABOLISM	0.17	0.29	0.46	0.93	0.23	0.416
PID_PS1PATHWAY	0.72	0.03	0.40	0.56	0.37	0.416
KEGG_TIGHT_JUNCTION	0.10	0.33	0.93	0.43	0.29	0.416
PID_AURORA_A_PATHWAY	0.86	0.80	0.00	0.00	0.43	0.418
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	0.67	0.16	0.05	0.21	1.00	0.418
KEGG_FOCAL_ADHESION	0.50	0.15	0.71	0.69	0.05	0.42
KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.21	0.20	0.84	0.66	0.19	0.42
PID_ARF6_TRAFFICKINGPATHWAY	0.17	0.48	0.73	0.67	0.05	0.42
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT	0.07	0.01	0.98	0.51	0.53	0.42
PID_LKB1_PATHWAY	0.52	0.02	0.78	0.47	0.32	0.422
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	0.58	0.13	0.91	0.41	0.08	0.422
REACTOME_SIGNALING_BY_NOTCH1	0.46	0.45	0.60	0.35	0.26	0.424
BIOCARTA_PGC1A_PATHWAY	0.68	0.04	0.33	0.56	0.51	0.424
KEGG_SELENOAMINO_ACID_METABOLISM	0.76	0.22	0.70	0.39	0.05	0.424
PID_ERBB1_DOWNSTREAM_PATHWAY	0.61	0.76	0.60	0.14	0.01	0.424
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.60	0.01	0.53	0.70	0.29	0.426
REACTOME_SHC_RELATED_EVENTS	0.80	0.09	0.06	0.33	0.86	0.428
REACTOME_PLATELET_SENSITIZATION_BY_LDL	0.40	0.60	0.47	0.47	0.20	0.428
BIOCARTA_RAS_PATHWAY	0.85	0.06	0.56	0.30	0.37	0.428
PID_ERBB1_INTERNALIZATION_PATHWAY	0.19	0.48	0.68	0.50	0.29	0.428
PID_BCR_5PATHWAY	0.14	0.51	0.75	0.64	0.11	0.43
PID_INTEGRIN5_PATHWAY	0.43	0.04	0.90	0.42	0.36	0.43
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.39	0.10	0.96	0.68	0.03	0.432
BIOCARTA_CERAMIDE_PATHWAY	0.37	0.04	0.09	0.77	0.89	0.432
ST_GA12_PATHWAY	0.33	0.55	0.39	0.34	0.55	0.432
PID_KITPATHWAY	0.47	0.20	0.79	0.33	0.37	0.432
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	0.75	0.14	0.09	0.23	0.95	0.432
PID_TRKRPATHWAY	0.64	0.45	0.70	0.35	0.02	0.432
REACTOME_REGULATORY_RNA_PATHWAYS	0.43	0.17	0.17	0.91	0.49	0.434
REACTOME_SULFUR_AMINO_ACID_METABOLISM	0.42	0.15	0.46	0.25	0.89	0.434
REACTOME_MRNA_SPLICING	0.69	0.73	0.21	0.35	0.19	0.434
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.67	0.22	0.62	0.21	0.45	0.434
PID_P38_MK2PATHWAY	0.66	0.53	0.09	0.35	0.55	0.436
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	0.70	0.52	0.39	0.39	0.18	0.436
PID_P75NTRPATHWAY	0.70	0.31	0.60	0.20	0.37	0.436
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.63	0.24	0.21	0.14	0.96	0.436
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	0.35	0.21	0.62	0.70	0.31	0.438
BIOCARTA_IGF1R_PATHWAY	0.43	0.04	0.64	0.25	0.83	0.438
PID_ERBB_NETWORK_PATHWAY	0.05	0.01	0.90	0.87	0.36	0.438
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.46	0.46	0.92	0.20	0.15	0.438
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	0.18	0.75	0.43	0.47	0.38	0.442
REACTOME_INFLAMMASOMES	0.68	0.36	0.32	0.77	0.08	0.442
REACTOME_LAGGING_STRAND_SYNTHESIS	0.70	0.51	0.01	0.05	0.96	0.446
PID_HIF1_TFPATHWAY	0.22	0.15	0.80	0.59	0.47	0.446
REACTOME_INHIBITION_OF_INSULIN_SECRETION_BY_ADRENALINE_NORADRENALINE	0.42	0.62	0.33	0.65	0.21	0.446
REACTOME_TRNA_AMINOACYLATION	0.86	0.69	0.18	0.40	0.10	0.446
BIOCARTA_IL7_PATHWAY	0.97	0.08	0.33	0.83	0.02	0.446
BIOCARTA_PS1_PATHWAY	0.12	0.57	0.57	0.64	0.33	0.446
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	0.60	0.96	0.27	0.24	0.16	0.446
REACTOME_PEROXISOMAL_LIPID_METABOLISM	0.26	0.01	0.30	0.77	0.89	0.446
BIOCARTA_MEF2D_PATHWAY	0.76	0.11	0.71	0.60	0.06	0.448
KEGG_DORSO_VENTRAL_AXIS_FORMATION	0.58	0.69	0.56	0.09	0.32	0.448
BIOCARTA_BIOPEPTIDES_PATHWAY	0.96	0.26	0.40	0.32	0.30	0.448
REACTOME_SHC_MEDIATED_SIGNALLING	0.75	0.22	0.07	0.35	0.85	0.448
REACTOME_ARMS_MEDIATED_ACTIVATION	0.98	0.15	0.10	0.67	0.34	0.448
REACTOME_CELL_CYCLE	1.00	0.48	0.00	0.02	0.74	0.448
PID_REELINPATHWAY	0.22	0.22	0.81	0.46	0.53	0.448
PID_RET_PATHWAY	0.11	0.01	0.88	0.31	0.93	0.448
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	0.60	0.06	0.91	0.51	0.16	0.448
KEGG_LYSINE_DEGRADATION	0.29	0.39	0.25	0.43	0.89	0.45
BIOCARTA_FEEDER_PATHWAY	0.13	0.35	0.11	0.69	0.97	0.45
BIOCARTA_TEL_PATHWAY	0.34	0.00	0.36	0.99	0.57	0.452
PID_ERBB2ERBB3PATHWAY	0.68	0.17	0.73	0.41	0.27	0.452
REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN	0.98	0.09	0.13	0.39	0.67	0.452
BIOCARTA_SPRY_PATHWAY	0.40	0.83	0.49	0.53	0.01	0.452
PID_CDC42_PATHWAY	0.82	0.68	0.05	0.03	0.69	0.454
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	0.14	0.13	0.77	0.47	0.76	0.454
REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE	0.14	0.14	0.38	0.73	0.89	0.456
BIOCARTA_TNFR2_PATHWAY	0.58	0.77	0.63	0.30	0.00	0.456
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING	0.60	0.01	0.88	0.77	0.02	0.456
REACTOME_HIV_LIFE_CYCLE	0.55	0.78	0.23	0.40	0.32	0.456
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING	0.50	0.31	0.44	0.81	0.22	0.456
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	0.12	0.28	0.95	0.40	0.53	0.456
ST_INTEGRIN_SIGNALING_PATHWAY	0.48	0.12	0.74	0.44	0.50	0.456
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	0.41	0.52	0.84	0.40	0.12	0.458
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	0.13	0.34	0.85	0.46	0.51	0.458
BIOCARTA_INSULIN_PATHWAY	0.67	0.27	0.63	0.32	0.41	0.46
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	0.68	0.82	0.06	0.06	0.68	0.46
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	0.58	0.57	0.77	0.33	0.06	0.462
KEGG_NOTCH_SIGNALING_PATHWAY	0.20	0.26	0.73	0.93	0.20	0.464
KEGG_ADHERENS_JUNCTION	0.08	0.06	0.92	0.77	0.50	0.466
REACTOME_MUSCLE_CONTRACTION	0.85	0.32	0.94	0.10	0.12	0.466
REACTOME_PHOSPHOLIPID_METABOLISM	0.34	0.17	0.66	0.63	0.54	0.468
REACTOME_PHASE_II_CONJUGATION	0.08	0.31	0.94	0.37	0.64	0.468
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	0.76	0.62	0.07	0.12	0.78	0.47
ST_T_CELL_SIGNAL_TRANSDUCTION	0.11	0.96	0.54	0.70	0.04	0.47
REACTOME_NETRIN1_SIGNALING	0.01	0.39	0.85	0.81	0.29	0.47
PID_CXCR4_PATHWAY	0.63	0.76	0.55	0.18	0.24	0.472
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	0.01	0.01	0.78	0.82	0.74	0.472
PID_A6B1_A6B4_INTEGRIN_PATHWAY	0.40	0.01	0.68	0.84	0.43	0.472
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	0.13	0.85	0.40	0.30	0.69	0.474
PID_FASPATHWAY	0.65	0.29	0.83	0.31	0.29	0.474
REACTOME_GABA_B_RECEPTOR_ACTIVATION	0.10	0.18	0.82	0.49	0.79	0.476
PID_ECADHERIN_NASCENTAJ_PATHWAY	0.02	0.47	0.73	0.85	0.32	0.478
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	0.10	0.77	0.98	0.25	0.29	0.478
REACTOME_S_PHASE	0.92	0.41	0.03	0.08	0.95	0.478
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	0.84	0.30	0.28	0.46	0.51	0.478
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	0.18	0.95	0.54	0.15	0.58	0.48
PID_WNT_CANONICAL_PATHWAY	0.74	0.14	0.51	0.51	0.50	0.48
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	0.76	0.93	0.17	0.48	0.06	0.48
BIOCARTA_AKT_PATHWAY	0.86	0.30	0.39	0.51	0.34	0.48
PID_S1P_META_PATHWAY	0.04	0.97	0.80	0.48	0.11	0.48
REACTOME_POL_SWITCHING	0.82	0.87	0.04	0.06	0.61	0.48
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	0.90	0.39	0.56	0.33	0.23	0.482
BIOCARTA_GATA3_PATHWAY	0.31	0.65	0.83	0.42	0.20	0.482
REACTOME_IL_2_SIGNALING	1.00	0.47	0.18	0.63	0.13	0.482
KEGG_THYROID_CANCER	0.60	0.26	1.00	0.44	0.11	0.482
REACTOME_M_G1_TRANSITION	0.90	0.48	0.00	0.03	1.00	0.482
REACTOME_CELL_CELL_COMMUNICATION	0.26	0.37	0.97	0.39	0.42	0.482
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	1.00	0.01	0.74	0.34	0.32	0.482
REACTOME_PROSTANOID_LIGAND_RECEPTORS	0.69	0.01	0.49	0.76	0.46	0.482
REACTOME_DNA_REPLICATION	1.00	0.62	0.00	0.01	0.79	0.484
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES	0.08	0.67	0.94	0.32	0.41	0.484
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.31	0.10	0.63	0.44	0.94	0.484
KEGG_MTOR_SIGNALING_PATHWAY	0.99	0.38	0.84	0.11	0.11	0.486
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	0.53	0.06	0.71	0.58	0.55	0.486
PID_RAC1_PATHWAY	0.94	0.66	0.01	0.08	0.74	0.486
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.18	0.36	0.65	1.00	0.25	0.488
REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.27	0.44	0.29	0.57	0.87	0.488
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.86	0.69	0.23	0.56	0.10	0.488
BIOCARTA_IL3_PATHWAY	0.96	0.17	0.47	0.84	0.00	0.488
BIOCARTA_TFF_PATHWAY	0.70	0.39	0.53	0.25	0.57	0.488
REACTOME_ADP_SIGNALLING_THROUGH_P2RY1	0.19	0.73	0.39	0.50	0.63	0.488
BIOCARTA_TGFB_PATHWAY	0.40	0.06	0.88	0.61	0.49	0.488
BIOCARTA_IL22BP_PATHWAY	0.99	0.20	0.33	0.77	0.15	0.488
BIOCARTA_CHREBP2_PATHWAY	0.23	0.08	0.81	0.38	0.95	0.49
PID_NEPHRIN_NEPH1_PATHWAY	0.78	0.54	0.66	0.25	0.23	0.492
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	0.92	0.26	0.47	0.38	0.43	0.492
PID_VEGFR1_2_PATHWAY	0.64	0.15	0.89	0.59	0.19	0.492
BIOCARTA_AKAP95_PATHWAY	0.55	0.77	0.03	0.22	0.89	0.492
REACTOME_SIGNALLING_TO_ERKS	0.95	0.17	0.24	0.67	0.43	0.492
REACTOME_MITOTIC_PROMETAPHASE	0.98	0.80	0.00	0.02	0.67	0.494
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	0.92	0.00	0.39	0.38	0.78	0.494
REACTOME_SIGNALLING_BY_NGF	0.71	0.00	0.89	0.22	0.66	0.496
REACTOME_SIGNAL_ATTENUATION	0.68	0.08	0.47	0.37	0.89	0.498
BIOCARTA_LEPTIN_PATHWAY	0.66	0.17	0.65	0.12	0.89	0.498
REACTOME_MITOTIC_M_M_G1_PHASES	0.99	0.64	0.00	0.01	0.85	0.498
PID_NOTCH_PATHWAY	0.50	0.48	0.91	0.51	0.09	0.498
BIOCARTA_IL2_PATHWAY	0.85	0.10	0.49	0.98	0.07	0.498
REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1	0.40	0.14	0.77	0.77	0.41	0.498
PID_NETRIN_PATHWAY	0.10	0.59	0.83	0.69	0.29	0.5
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	0.31	0.06	0.86	0.95	0.32	0.5
KEGG_ENDOCYTOSIS	0.65	0.12	0.94	0.66	0.13	0.5
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	0.80	0.13	0.63	0.27	0.67	0.5
PID_P38ALPHABETADOWNSTREAMPATHWAY	0.19	0.69	0.54	0.30	0.79	0.502
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	0.61	0.36	0.07	0.48	1.00	0.504
BIOCARTA_BARRESTIN_PATHWAY	0.05	0.66	0.57	0.38	0.86	0.504
REACTOME_PROLACTIN_RECEPTOR_SIGNALING	0.36	0.07	0.73	0.98	0.38	0.504
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	0.37	0.87	0.38	0.30	0.60	0.504
REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS	0.72	0.47	0.75	0.24	0.34	0.504
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.91	0.23	0.82	0.37	0.19	0.504
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.23	0.15	0.81	0.70	0.64	0.506
REACTOME_METABOLISM_OF_NON_CODING_RNA	0.60	0.86	0.19	0.32	0.56	0.506
BIOCARTA_CXCR4_PATHWAY	0.97	0.51	0.33	0.69	0.03	0.506
BIOCARTA_RNA_PATHWAY	0.85	0.37	0.14	0.89	0.28	0.506
PID_IL6_7PATHWAY	0.18	0.59	0.42	0.67	0.67	0.506
BIOCARTA_SARS_PATHWAY	0.05	0.57	0.57	0.79	0.55	0.506
PID_TOLL_ENDOGENOUS_PATHWAY	0.23	0.51	0.32	0.80	0.68	0.508
REACTOME_PLC_BETA_MEDIATED_EVENTS	0.90	0.29	0.28	0.14	0.93	0.508
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	0.25	0.46	0.81	0.87	0.15	0.508
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	0.80	0.00	0.63	0.35	0.76	0.508
REACTOME_SIGNALING_BY_ERBB2	0.74	0.01	0.74	0.37	0.68	0.508
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	0.72	0.66	0.88	0.19	0.10	0.51
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	0.89	0.20	0.10	0.47	0.89	0.51
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.69	0.19	0.59	0.46	0.63	0.512
PID_ECADHERIN_KERATINOCYTE_PATHWAY	0.95	0.15	0.85	0.11	0.50	0.512
REACTOME_PI3K_CASCADE	0.86	0.01	0.92	0.42	0.35	0.512
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	0.38	0.38	0.74	0.94	0.12	0.512
BIOCARTA_PTEN_PATHWAY	0.21	0.13	0.84	0.95	0.43	0.512
REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS	0.47	0.66	0.70	0.35	0.39	0.514
REACTOME_TIE2_SIGNALING	0.93	0.01	0.84	0.77	0.02	0.514
PID_AMB2_NEUTROPHILS_PATHWAY	0.07	0.55	0.67	0.87	0.41	0.514
KEGG_NITROGEN_METABOLISM	0.07	0.08	0.60	0.85	0.98	0.516
BIOCARTA_NFKB_PATHWAY	0.55	0.70	0.62	0.65	0.06	0.516
REACTOME_SIGNALING_BY_NOTCH2	0.93	0.08	0.59	0.87	0.11	0.516
KEGG_WNT_SIGNALING_PATHWAY	0.31	0.47	0.88	0.74	0.18	0.516
BIOCARTA_SODD_PATHWAY	0.60	0.30	0.94	0.35	0.39	0.516
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	0.18	0.26	0.90	0.71	0.53	0.516
BIOCARTA_NTHI_PATHWAY	0.68	0.06	0.90	0.61	0.34	0.518
REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER	0.74	0.95	0.12	0.25	0.53	0.518
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	0.01	0.60	0.69	0.99	0.30	0.518
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	0.70	0.14	0.70	0.41	0.64	0.518
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	0.45	0.27	0.86	0.94	0.08	0.52
KEGG_AXON_GUIDANCE	0.13	0.29	0.92	0.48	0.78	0.52
ST_JAK_STAT_PATHWAY	0.49	0.83	0.25	0.84	0.19	0.52
REACTOME_SIGNALING_BY_FGFR_MUTANTS	0.95	0.01	0.66	0.69	0.30	0.522
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.80	0.84	0.01	0.12	0.84	0.522
PID_RXR_VDR_PATHWAY	0.18	0.01	0.66	0.98	0.78	0.522
REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS	0.86	0.21	0.66	0.11	0.77	0.522
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.46	0.64	0.91	0.37	0.23	0.522
BIOCARTA_ALK_PATHWAY	0.86	0.11	0.83	0.30	0.51	0.522
REACTOME_SPHINGOLIPID_METABOLISM	0.13	0.48	0.61	0.90	0.50	0.524
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	0.99	0.09	0.55	0.34	0.65	0.524
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION	0.10	0.39	0.60	0.84	0.69	0.524
REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS	0.96	0.14	0.38	0.84	0.30	0.524
BIOCARTA_RACCYCD_PATHWAY	0.90	0.62	0.19	0.32	0.59	0.524
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	0.50	0.11	0.97	0.80	0.24	0.524
BIOCARTA_EPO_PATHWAY	0.70	0.33	0.56	0.93	0.11	0.526
PID_GLYPICAN_1PATHWAY	0.31	0.49	0.98	0.56	0.29	0.526
SA_CASPASE_CASCADE	0.48	0.57	0.35	0.74	0.49	0.526
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	0.42	0.63	0.67	0.87	0.04	0.526
PID_BETACATENIN_DEG_PATHWAY	0.05	0.23	0.93	0.85	0.57	0.526
BIOCARTA_TID_PATHWAY	0.43	0.93	0.56	0.33	0.39	0.528
BIOCARTA_MPR_PATHWAY	1.00	0.62	0.12	0.10	0.80	0.528
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.58	0.12	0.58	0.38	0.99	0.53
KEGG_HOMOLOGOUS_RECOMBINATION	0.95	0.55	0.02	0.31	0.83	0.532
PID_S1P_S1P1_PATHWAY	0.70	0.57	0.46	0.77	0.16	0.532
REACTOME_SIGNALING_BY_NODAL	0.69	0.09	0.98	0.84	0.06	0.532
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.30	0.31	0.68	0.69	0.68	0.532
REACTOME_P75NTR_SIGNALS_VIA_NFKB	0.25	1.00	0.77	0.53	0.12	0.534
KEGG_ERBB_SIGNALING_PATHWAY	0.43	0.10	0.92	0.45	0.77	0.534
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	0.53	0.63	0.72	0.71	0.08	0.534
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	0.38	0.00	0.95	0.93	0.41	0.534
REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	0.04	0.29	0.85	0.90	0.60	0.536
BIOCARTA_MAPK_PATHWAY	0.96	0.24	0.80	0.34	0.34	0.536
PID_IL27PATHWAY	0.55	0.37	0.56	0.84	0.36	0.536
REACTOME_CGMP_EFFECTS	0.89	0.59	0.83	0.32	0.06	0.538
KEGG_GLYCEROLIPID_METABOLISM	0.18	0.33	0.97	0.92	0.29	0.538
PID_ARF6DOWNSTREAMPATHWAY	0.68	0.58	0.47	0.24	0.72	0.538
PID_S1P_S1P2_PATHWAY	0.43	0.59	0.57	0.72	0.39	0.54
PID_P38GAMMADELTAPATHWAY	0.42	0.67	0.22	0.51	0.89	0.542
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING	0.99	0.01	0.99	0.56	0.16	0.542
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	0.55	0.20	1.00	0.85	0.11	0.542
REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION	0.43	0.88	0.70	0.15	0.55	0.542
ST_GA13_PATHWAY	0.31	0.39	0.81	0.49	0.71	0.542
PID_NFKAPPABCANONICALPATHWAY	0.43	0.91	0.30	0.58	0.49	0.542
REACTOME_SIGNALING_BY_PDGF	0.84	0.00	0.75	0.40	0.72	0.542
REACTOME_IL1_SIGNALING	0.28	0.72	0.66	0.44	0.62	0.544
PID_PDGFRAPATHWAY	0.84	0.83	0.55	0.34	0.16	0.544
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	0.28	1.00	0.77	0.56	0.12	0.546
REACTOME_SIGNALING_BY_NOTCH4	0.84	0.09	0.75	0.90	0.15	0.546
REACTOME_PYRUVATE_METABOLISM	0.12	0.06	0.79	0.90	0.86	0.546
REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION	0.55	0.91	0.44	0.80	0.03	0.546
PID_IGF1_PATHWAY	0.80	0.32	0.89	0.31	0.41	0.546
REACTOME_SIGNALING_BY_NOTCH3	0.90	0.07	0.77	0.88	0.12	0.548
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	0.18	0.22	0.88	0.93	0.54	0.55
BIOCARTA_P38MAPK_PATHWAY	0.78	0.18	0.60	0.61	0.58	0.55
BIOCARTA_TNFR1_PATHWAY	0.92	0.77	0.15	0.15	0.77	0.552
REACTOME_MRNA_PROCESSING	0.65	0.99	0.32	0.23	0.57	0.552
PID_PI3KCIPATHWAY	0.18	0.83	0.83	0.69	0.24	0.554
BIOCARTA_GH_PATHWAY	0.87	0.49	0.81	0.17	0.43	0.554
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY	0.85	0.09	0.86	0.57	0.40	0.554
REACTOME_GLUTATHIONE_CONJUGATION	0.61	0.02	0.70	0.73	0.72	0.556
PID_IL8CXCR2_PATHWAY	0.37	0.60	0.64	0.43	0.74	0.556
REACTOME_FRS2_MEDIATED_CASCADE	1.00	0.01	0.33	0.69	0.75	0.556
PID_IL5_PATHWAY	0.41	0.33	0.77	0.80	0.47	0.556
KEGG_ABC_TRANSPORTERS	0.74	0.29	0.65	0.82	0.28	0.556
