Gene Set	Basal	Her2	LumA	LumB	Average p-value
REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN1_SIGNALING	0.52	0.52	0.56	0.17	0.4425
REACTOME_CA_DEPENDENT_EVENTS	0.61	0.99	0.16	0.01	0.4425
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	0.45	0.90	0.40	0.03	0.445
REACTOME_SIGNALING_BY_FGFR	0.84	0.81	0.12	0.01	0.445
BIOCARTA_TH1TH2_PATHWAY	0.38	0.90	0.39	0.11	0.445
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	0.87	0.70	0.21	0.00	0.445
PID_AURORA_A_PATHWAY	0.91	0.59	0.26	0.02	0.445
PID_CERAMIDE_PATHWAY	0.71	0.20	0.52	0.35	0.445
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	0.45	0.41	0.36	0.57	0.4475
REACTOME_METABOLISM_OF_MRNA	0.54	0.11	0.49	0.66	0.45
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.85	0.25	0.63	0.07	0.45
REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX	0.23	0.09	0.87	0.61	0.45
REACTOME_IMMUNE_SYSTEM	0.90	0.42	0.18	0.30	0.45
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	0.86	0.00	0.08	0.86	0.45
REACTOME_CELL_CYCLE_CHECKPOINTS	0.88	0.07	0.50	0.36	0.4525
PID_DELTANP63PATHWAY	0.80	0.39	0.38	0.24	0.4525
BIOCARTA_STRESS_PATHWAY	0.16	0.07	0.87	0.71	0.4525
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	0.79	0.39	0.53	0.10	0.4525
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	0.56	0.28	0.56	0.41	0.4525
KEGG_INSULIN_SIGNALING_PATHWAY	0.54	0.66	0.43	0.19	0.455
REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G	0.55	0.03	0.50	0.74	0.455
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	0.91	0.37	0.52	0.02	0.455
REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION	0.29	0.21	0.65	0.68	0.4575
REACTOME_HIV_INFECTION	0.93	0.12	0.30	0.48	0.4575
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	0.52	0.31	0.53	0.47	0.4575
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	0.55	0.78	0.36	0.14	0.4575
ST_INTERLEUKIN_13_PATHWAY	0.11	0.92	0.39	0.42	0.46
BIOCARTA_NOS1_PATHWAY	0.58	0.53	0.38	0.35	0.46
ST_IL_13_PATHWAY	0.11	0.92	0.39	0.42	0.46
BIOCARTA_PGC1A_PATHWAY	0.71	0.15	0.29	0.70	0.4625
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	0.20	0.34	0.64	0.67	0.4625
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	0.44	0.62	0.51	0.28	0.4625
REACTOME_PHOSPHORYLATION_OF_THE_APC_C	0.38	0.14	0.65	0.69	0.465
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	0.67	0.98	0.18	0.03	0.465
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	0.86	0.01	0.46	0.53	0.465
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE	0.79	0.96	0.10	0.02	0.4675
REACTOME_SPHINGOLIPID_METABOLISM	0.98	0.44	0.35	0.10	0.4675
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	0.13	0.37	0.83	0.54	0.4675
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	0.77	0.34	0.65	0.11	0.4675
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	0.34	0.46	0.32	0.75	0.4675
REACTOME_AMINE_DERIVED_HORMONES	0.97	0.02	0.87	0.01	0.4675
ST_STAT3_PATHWAY	0.77	0.06	0.75	0.29	0.4675
BIOCARTA_RNA_PATHWAY	0.70	0.01	0.35	0.82	0.47
BIOCARTA_CALCINEURIN_PATHWAY	0.28	0.75	0.42	0.43	0.47
REACTOME_BASE_EXCISION_REPAIR	0.07	0.67	0.28	0.86	0.47
REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS	0.08	0.99	0.61	0.21	0.4725
PID_RAS_PATHWAY	0.84	0.91	0.11	0.04	0.475
PID_NECTIN_PATHWAY	0.45	0.27	0.79	0.39	0.475
KEGG_APOPTOSIS	0.50	0.26	0.80	0.34	0.475
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR	0.76	0.52	0.35	0.27	0.475
REACTOME_GAP_JUNCTION_TRAFFICKING	0.83	0.23	0.76	0.08	0.475
KEGG_NOTCH_SIGNALING_PATHWAY	0.83	0.20	0.51	0.36	0.475
REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1	0.70	0.67	0.42	0.11	0.475
PID_P38ALPHABETADOWNSTREAMPATHWAY	0.24	0.90	0.39	0.38	0.4775
PID_HEDGEHOG_GLIPATHWAY	0.53	0.17	0.34	0.87	0.4775
KEGG_HUNTINGTONS_DISEASE	0.14	0.44	0.69	0.64	0.4775
REACTOME_MRNA_3_END_PROCESSING	0.50	0.85	0.56	0.01	0.48
PID_HES_HEYPATHWAY	0.87	0.20	0.26	0.59	0.48
PID_LKB1_PATHWAY	0.83	0.48	0.26	0.35	0.48
BIOCARTA_CELL2CELL_PATHWAY	0.62	0.87	0.42	0.01	0.48
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION	0.84	0.45	0.63	0.00	0.48
KEGG_CELL_CYCLE	0.38	0.37	0.80	0.37	0.48
KEGG_TYPE_II_DIABETES_MELLITUS	0.70	0.20	0.08	0.94	0.48
REACTOME_KINESINS	0.29	0.91	0.37	0.35	0.48
PID_GMCSF_PATHWAY	0.79	0.25	0.67	0.21	0.48
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.66	0.34	0.74	0.19	0.4825
BIOCARTA_TOLL_PATHWAY	0.98	0.13	0.66	0.16	0.4825
REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_	0.40	0.05	0.75	0.73	0.4825
REACTOME_TRANSPORT_OF_ORGANIC_ANIONS	0.24	0.70	0.68	0.31	0.4825
KEGG_RNA_POLYMERASE	0.57	0.41	0.20	0.75	0.4825
REACTOME_PHOSPHOLIPID_METABOLISM	0.85	0.49	0.18	0.41	0.4825
PID_EPOPATHWAY	0.56	0.57	0.59	0.21	0.4825
BIOCARTA_NFKB_PATHWAY	0.58	0.09	0.83	0.43	0.4825
PID_LYSOPHOSPHOLIPID_PATHWAY	0.40	0.93	0.50	0.10	0.4825
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.83	0.54	0.26	0.31	0.485
REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	0.29	0.31	0.65	0.69	0.485
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	0.83	0.56	0.51	0.04	0.485
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	0.52	0.52	0.72	0.18	0.485
REACTOME_SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21	0.34	0.03	0.66	0.91	0.485
BIOCARTA_PDGF_PATHWAY	0.71	0.52	0.60	0.11	0.485
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	0.45	0.12	0.56	0.82	0.4875
REACTOME_SIGNAL_TRANSDUCTION_BY_L1	0.41	0.76	0.66	0.12	0.4875
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	0.36	0.50	0.52	0.57	0.4875
BIOCARTA_EPHA4_PATHWAY	0.51	0.68	0.45	0.32	0.49
REACTOME_FANCONI_ANEMIA_PATHWAY	0.57	0.41	0.54	0.44	0.49
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	0.57	0.51	0.81	0.07	0.49
PID_SYNDECAN_2_PATHWAY	0.56	0.25	0.29	0.87	0.4925
PID_HNF3BPATHWAY	0.07	0.18	0.82	0.90	0.4925
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	0.64	0.64	0.46	0.23	0.4925
PID_HDAC_CLASSIII_PATHWAY	0.67	0.27	0.69	0.35	0.495
REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_	0.83	0.59	0.52	0.04	0.495
PID_NETRIN_PATHWAY	0.38	0.18	0.52	0.91	0.4975
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	0.72	0.29	0.92	0.06	0.4975
PID_FCER1PATHWAY	0.92	0.95	0.05	0.07	0.4975
PID_ALPHASYNUCLEIN_PATHWAY	0.83	0.13	0.61	0.42	0.4975
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	0.52	0.22	0.54	0.71	0.4975
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_	0.56	0.59	0.60	0.26	0.5025
REACTOME_PI_3K_CASCADE	0.71	0.64	0.63	0.03	0.5025
BIOCARTA_P53_PATHWAY	0.63	0.38	0.95	0.05	0.5025
PID_LYMPHANGIOGENESIS_PATHWAY	0.41	0.27	0.84	0.49	0.5025
PID_TCR_PATHWAY	1.00	0.60	0.27	0.15	0.505
PID_ALK2PATHWAY	0.20	0.68	0.33	0.82	0.5075
KEGG_BETA_ALANINE_METABOLISM	0.13	0.45	0.54	0.91	0.5075
PID_EPHA2_FWDPATHWAY	0.58	0.49	0.82	0.14	0.5075
REACTOME_GAB1_SIGNALOSOME	0.56	0.57	0.85	0.05	0.5075
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	0.82	0.86	0.31	0.04	0.5075
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	0.32	0.54	0.63	0.54	0.5075
KEGG_MELANOGENESIS	0.69	0.70	0.13	0.51	0.5075
REACTOME_MITOTIC_PROMETAPHASE	0.38	1.00	0.34	0.31	0.5075
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	0.15	0.98	0.42	0.49	0.51
REACTOME_PECAM1_INTERACTIONS	0.76	0.13	0.84	0.31	0.51
BIOCARTA_DC_PATHWAY	0.33	0.91	0.75	0.06	0.5125
KEGG_RENIN_ANGIOTENSIN_SYSTEM	0.52	0.91	0.52	0.11	0.515
REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING	0.94	0.93	0.17	0.02	0.515
KEGG_SPHINGOLIPID_METABOLISM	0.98	0.34	0.67	0.07	0.515
KEGG_HOMOLOGOUS_RECOMBINATION	0.28	0.85	0.84	0.10	0.5175
PID_ENDOTHELINPATHWAY	0.48	0.87	0.62	0.10	0.5175
REACTOME_DNA_REPAIR	0.87	1.00	0.18	0.02	0.5175
REACTOME_APOPTOSIS	0.92	0.06	0.72	0.37	0.5175
BIOCARTA_CBL_PATHWAY	0.54	0.52	0.92	0.09	0.5175
BIOCARTA_CHEMICAL_PATHWAY	0.94	0.62	0.47	0.05	0.52
BIOCARTA_NTHI_PATHWAY	0.60	0.05	0.54	0.90	0.5225
PID_ER_NONGENOMIC_PATHWAY	0.41	0.93	0.57	0.18	0.5225
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	0.80	0.90	0.37	0.02	0.5225
REACTOME_CIRCADIAN_REPRESSION_OF_EXPRESSION_BY_REV_ERBA	0.21	0.11	0.87	0.91	0.525
BIOCARTA_GLEEVEC_PATHWAY	0.67	0.31	0.63	0.49	0.525
PID_S1P_S1P1_PATHWAY	0.65	0.16	0.91	0.39	0.5275
REACTOME_SIGNALLING_TO_RAS	0.94	0.62	0.47	0.08	0.5275
REACTOME_CIRCADIAN_CLOCK	0.55	0.06	0.59	0.91	0.5275
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	1.00	0.59	0.41	0.11	0.5275
BIOCARTA_HDAC_PATHWAY	0.93	0.13	0.84	0.21	0.5275
PID_INTEGRIN_CS_PATHWAY	0.33	0.20	0.90	0.68	0.5275
REACTOME_SIGNALING_BY_ILS	0.93	0.33	0.73	0.13	0.53
REACTOME_SIGNALLING_BY_NGF	0.88	0.36	0.82	0.06	0.53
BIOCARTA_G1_PATHWAY	0.60	0.56	0.86	0.10	0.53
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	0.88	0.07	0.56	0.62	0.5325
BIOCARTA_TCR_PATHWAY	0.67	0.90	0.52	0.04	0.5325
KEGG_RIBOSOME	0.34	0.15	0.86	0.78	0.5325
BIOCARTA_P27_PATHWAY	0.28	0.41	0.95	0.49	0.5325
PID_IL4_2PATHWAY	0.28	0.89	0.53	0.43	0.5325
REACTOME_COPI_MEDIATED_TRANSPORT	0.26	0.81	0.82	0.25	0.535
REACTOME_ERKS_ARE_INACTIVATED	0.93	0.14	0.28	0.79	0.535
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	0.79	0.48	0.32	0.55	0.535
REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN	0.52	0.78	0.08	0.77	0.5375
BIOCARTA_AKAP95_PATHWAY	0.51	0.68	0.87	0.09	0.5375
REACTOME_IL_3_5_AND_GM_CSF_SIGNALING	0.85	0.24	0.69	0.38	0.54
KEGG_OOCYTE_MEIOSIS	0.52	0.81	0.45	0.38	0.54
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0.68	0.34	0.59	0.55	0.54
KEGG_CELL_ADHESION_MOLECULES_CAMS	0.12	1.00	0.73	0.32	0.5425
REACTOME_HIV_LIFE_CYCLE	0.80	0.29	0.71	0.37	0.5425
BIOCARTA_ETS_PATHWAY	0.78	0.38	0.59	0.42	0.5425
KEGG_HEMATOPOIETIC_CELL_LINEAGE	0.57	0.42	0.49	0.70	0.545
REACTOME_REGULATION_OF_THE_FANCONI_ANEMIA_PATHWAY	0.59	0.91	0.33	0.35	0.545
REACTOME_PEROXISOMAL_LIPID_METABOLISM	0.52	0.50	0.94	0.22	0.545
PID_IL8CXCR1_PATHWAY	0.92	0.67	0.52	0.07	0.545
KEGG_BASAL_CELL_CARCINOMA	0.91	0.33	0.35	0.60	0.5475
PID_MYC_PATHWAY	0.66	0.40	0.45	0.68	0.5475
REACTOME_INSULIN_RECEPTOR_RECYCLING	0.52	0.87	0.51	0.29	0.5475
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.19	0.51	0.65	0.84	0.5475
BIOCARTA_SPPA_PATHWAY	0.70	0.80	0.63	0.06	0.5475
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS	0.85	0.55	0.58	0.21	0.5475
REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS	0.91	0.90	0.22	0.16	0.5475
REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC	0.69	0.04	0.53	0.94	0.55
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	0.78	0.44	0.91	0.07	0.55
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	0.51	0.23	0.52	0.94	0.55
BIOCARTA_IL12_PATHWAY	0.60	0.95	0.65	0.00	0.55
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT	0.56	0.99	0.41	0.24	0.55
BIOCARTA_MET_PATHWAY	0.92	0.35	0.85	0.08	0.55
KEGG_TYROSINE_METABOLISM	0.83	0.00	0.66	0.72	0.5525
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	0.73	0.15	0.65	0.68	0.5525
REACTOME_CD28_CO_STIMULATION	0.80	0.10	0.83	0.49	0.555
REACTOME_PLATELET_SENSITIZATION_BY_LDL	0.52	0.97	0.69	0.04	0.555
REACTOME_PI_METABOLISM	0.15	0.34	0.84	0.90	0.5575
BIOCARTA_CERAMIDE_PATHWAY	0.58	0.33	0.88	0.44	0.5575
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_ATF6_ALPHA	0.68	0.08	0.78	0.69	0.5575
REACTOME_MRNA_CAPPING	0.66	0.76	0.29	0.52	0.5575
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.39	0.76	0.33	0.75	0.5575
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE	0.53	0.64	0.64	0.42	0.5575
BIOCARTA_TEL_PATHWAY	0.83	0.34	0.88	0.19	0.56
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	0.63	0.20	0.83	0.58	0.56
KEGG_N_GLYCAN_BIOSYNTHESIS	0.79	0.82	0.59	0.04	0.56
PID_WNT_SIGNALING_PATHWAY	0.98	0.18	1.00	0.08	0.56
BIOCARTA_MAPK_PATHWAY	0.75	0.25	0.88	0.36	0.56
REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1	0.60	0.03	0.67	0.94	0.56
BIOCARTA_TFF_PATHWAY	0.72	0.82	0.70	0.00	0.56
KEGG_PROTEIN_EXPORT	0.83	0.27	0.95	0.19	0.56
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	0.88	0.58	0.67	0.11	0.56
REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT	0.79	0.03	0.67	0.76	0.5625
REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA	0.72	0.82	0.08	0.63	0.5625
PID_ERB_GENOMIC_PATHWAY	0.98	0.38	0.47	0.42	0.5625
PID_IL5_PATHWAY	0.55	0.42	0.93	0.35	0.5625
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	0.09	0.94	0.51	0.72	0.565
PID_IL23PATHWAY	0.82	0.62	0.67	0.15	0.565
KEGG_ACUTE_MYELOID_LEUKEMIA	0.91	0.32	0.84	0.19	0.565
PID_INTEGRIN3_PATHWAY	0.94	0.20	0.65	0.47	0.565
REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	0.90	0.98	0.33	0.05	0.565
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	0.48	0.03	0.78	0.98	0.5675
BIOCARTA_EIF2_PATHWAY	0.64	0.95	0.40	0.28	0.5675
WNT_SIGNALING	0.94	0.27	0.45	0.61	0.5675
REACTOME_PYRIMIDINE_CATABOLISM	0.75	0.40	0.56	0.56	0.5675
REACTOME_DAG_AND_IP3_SIGNALING	0.71	1.00	0.56	0.00	0.5675
PID_PDGFRAPATHWAY	0.51	0.82	0.88	0.06	0.5675
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION	0.27	0.58	0.82	0.60	0.5675
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	0.65	0.04	0.99	0.60	0.57
ST_G_ALPHA_I_PATHWAY	0.94	0.82	0.31	0.21	0.57
REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS	0.89	0.51	0.88	0.00	0.57
REACTOME_PI3K_AKT_ACTIVATION	0.57	0.59	0.83	0.29	0.57
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	0.93	0.03	0.90	0.42	0.57
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	0.45	0.04	0.82	0.97	0.57
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	0.66	0.65	0.86	0.11	0.57
BIOCARTA_KREB_PATHWAY	0.36	0.81	0.62	0.50	0.5725
BIOCARTA_MEF2D_PATHWAY	0.86	0.22	0.65	0.56	0.5725
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	0.52	0.81	0.47	0.49	0.5725
PID_AJDISS_2PATHWAY	0.82	0.13	0.47	0.87	0.5725
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	0.60	0.35	0.84	0.50	0.5725
PID_ARF6_TRAFFICKINGPATHWAY	0.34	0.65	0.66	0.64	0.5725
BIOCARTA_AT1R_PATHWAY	0.91	0.99	0.35	0.04	0.5725
PID_P38_MKK3_6PATHWAY	0.78	0.49	0.95	0.08	0.575
BIOCARTA_CDMAC_PATHWAY	0.94	0.50	0.51	0.35	0.575
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	0.70	0.90	0.61	0.09	0.575
PID_CONE_PATHWAY	0.63	0.52	0.89	0.26	0.575
REACTOME_KERATAN_SULFATE_DEGRADATION	0.23	0.92	0.57	0.58	0.575
REACTOME_RAF_MAP_KINASE_CASCADE	0.97	0.43	0.59	0.31	0.575
KEGG_COLORECTAL_CANCER	1.00	0.68	0.58	0.04	0.575
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.70	0.08	0.59	0.94	0.5775
REACTOME_METABOLISM_OF_PORPHYRINS	0.96	0.27	0.24	0.84	0.5775
REACTOME_GLUCOSE_METABOLISM	0.57	1.00	0.47	0.27	0.5775
REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	0.69	0.11	0.87	0.65	0.58
REACTOME_METABOLISM_OF_NON_CODING_RNA	0.79	0.48	0.66	0.39	0.58
PID_HIF1APATHWAY	0.52	0.78	0.81	0.21	0.58
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0.23	0.92	0.26	0.91	0.58
REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS	0.84	0.55	0.87	0.06	0.58
REACTOME_HEMOSTASIS	0.67	0.26	0.94	0.45	0.58
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	0.83	0.90	0.37	0.22	0.58
BIOCARTA_TRKA_PATHWAY	0.54	0.95	0.83	0.00	0.58
PID_ALK1PATHWAY	0.66	0.11	0.75	0.80	0.58
PID_VEGF_VEGFR_PATHWAY	0.53	0.88	0.56	0.35	0.58
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	0.78	0.18	0.75	0.61	0.58
REACTOME_GLYCOLYSIS	0.66	0.62	0.54	0.51	0.5825
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	0.53	0.89	0.83	0.08	0.5825
PID_PI3KCIPATHWAY	0.28	0.87	0.52	0.66	0.5825
BIOCARTA_P38MAPK_PATHWAY	0.34	0.97	0.94	0.08	0.5825
KEGG_HISTIDINE_METABOLISM	0.42	0.62	0.54	0.75	0.5825
REACTOME_IL_RECEPTOR_SHC_SIGNALING	0.42	0.82	0.91	0.18	0.5825
BIOCARTA_SODD_PATHWAY	0.61	0.42	0.96	0.34	0.5825
ST_PAC1_RECEPTOR_PATHWAY	0.91	0.18	0.27	0.98	0.585
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	0.61	0.34	0.55	0.84	0.585
BIOCARTA_VITCB_PATHWAY	0.51	0.92	0.60	0.31	0.585
PID_EPHBFWDPATHWAY	0.97	0.01	0.98	0.38	0.585
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	0.33	0.38	0.91	0.73	0.5875
BIOCARTA_DNAFRAGMENT_PATHWAY	0.68	0.21	0.64	0.82	0.5875
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	0.68	0.62	0.53	0.52	0.5875
REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS	0.83	0.22	0.95	0.35	0.5875
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.98	0.44	0.86	0.07	0.5875
REACTOME_IL_7_SIGNALING	0.77	0.48	0.75	0.35	0.5875
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0.80	0.51	0.70	0.34	0.5875
REACTOME_PURINE_CATABOLISM	0.68	0.81	0.30	0.56	0.5875
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	0.93	0.17	1.00	0.25	0.5875
PID_NFAT_TFPATHWAY	0.24	0.82	0.84	0.46	0.59
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	0.71	0.59	0.41	0.65	0.59
PID_BARD1PATHWAY	0.67	0.18	0.99	0.52	0.59
PID_SYNDECAN_3_PATHWAY	0.96	0.35	0.95	0.10	0.59
REACTOME_IL_2_SIGNALING	0.91	0.47	0.88	0.10	0.59
REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	0.80	0.24	0.79	0.53	0.59
REACTOME_PLC_BETA_MEDIATED_EVENTS	0.79	0.99	0.52	0.06	0.59
REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	0.58	0.78	0.66	0.34	0.59
REACTOME_RECEPTOR_LIGAND_BINDING_INITIATES_THE_SECOND_PROTEOLYTIC_CLEAVAGE_OF_NOTCH_RECEPTOR	0.52	0.93	0.62	0.29	0.59
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.54	0.53	0.68	0.62	0.5925
REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	0.90	0.38	0.75	0.34	0.5925
BIOCARTA_SET_PATHWAY	0.44	0.51	0.63	0.79	0.5925
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS	0.83	0.22	0.47	0.85	0.5925
BIOCARTA_EGFR_SMRTE_PATHWAY	0.89	0.12	0.95	0.41	0.5925
PID_HIF2PATHWAY	0.69	0.91	0.56	0.21	0.5925
REACTOME_REGULATION_OF_APOPTOSIS	0.55	0.03	0.81	0.98	0.5925
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0.90	0.13	0.43	0.91	0.5925
KEGG_ENDOCYTOSIS	0.80	0.20	0.63	0.74	0.5925
PID_MYC_ACTIVPATHWAY	0.57	0.33	0.51	0.97	0.595
REACTOME_SIGNAL_AMPLIFICATION	0.69	0.99	0.60	0.10	0.595
REACTOME_SIGNALING_BY_NOTCH1	0.88	0.35	0.47	0.68	0.595
PID_CIRCADIANPATHWAY	0.83	0.13	0.95	0.47	0.595
KEGG_RENAL_CELL_CARCINOMA	0.65	0.95	0.63	0.15	0.595
BIOCARTA_IL6_PATHWAY	0.67	0.52	0.79	0.40	0.595
