Gene Set	Basal	Her2	LumA	LumB	Normal	Average p-value
REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_	0.59	0.31	0.02	0.59	0.53	0.408
BIOCARTA_MEF2D_PATHWAY	0.64	0.11	0.53	0.46	0.30	0.408
BIOCARTA_ATM_PATHWAY	0.88	0.27	0.01	0.07	0.81	0.408
REACTOME_TRNA_AMINOACYLATION	0.69	0.57	0.39	0.28	0.12	0.41
PID_KITPATHWAY	0.17	0.40	0.64	0.47	0.37	0.41
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0.63	0.20	0.13	0.53	0.56	0.41
REACTOME_CIRCADIAN_REPRESSION_OF_EXPRESSION_BY_REV_ERBA	0.08	0.15	0.45	0.55	0.83	0.412
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	0.91	0.39	0.10	0.46	0.20	0.412
KEGG_AXON_GUIDANCE	0.28	0.22	0.80	0.35	0.42	0.414
REACTOME_SULFUR_AMINO_ACID_METABOLISM	0.52	0.20	0.41	0.26	0.68	0.414
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	0.57	0.41	0.22	0.30	0.57	0.414
PID_AURORA_B_PATHWAY	0.68	0.44	0.00	0.00	0.96	0.416
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	0.38	0.86	0.05	0.20	0.59	0.416
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	0.22	0.21	0.86	0.76	0.03	0.416
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	0.08	0.22	0.80	0.49	0.50	0.418
REACTOME_PYRUVATE_METABOLISM	0.10	0.09	0.72	0.97	0.21	0.418
BIOCARTA_MPR_PATHWAY	1.00	0.87	0.06	0.12	0.05	0.42
KEGG_COLORECTAL_CANCER	0.12	0.17	0.34	0.69	0.78	0.42
PID_PTP1BPATHWAY	0.16	0.30	0.71	0.74	0.20	0.422
REACTOME_SIGNALING_BY_FGFR_MUTANTS	0.94	0.00	0.59	0.41	0.17	0.422
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.52	0.00	0.02	0.75	0.82	0.422
REACTOME_S_PHASE	0.94	0.51	0.01	0.19	0.46	0.422
REACTOME_PHOSPHORYLATION_OF_THE_APC_C	0.67	0.13	0.00	0.38	0.94	0.424
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	0.07	0.32	0.75	0.93	0.05	0.424
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	0.37	0.09	0.68	0.44	0.54	0.424
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	0.15	0.35	0.38	0.30	0.94	0.424
BIOCARTA_KERATINOCYTE_PATHWAY	0.51	0.44	0.57	0.61	0.00	0.426
PID_IL2_1PATHWAY	0.71	0.57	0.22	0.63	0.00	0.426
KEGG_PATHWAYS_IN_CANCER	0.43	0.00	0.19	0.69	0.83	0.428
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	0.17	0.06	0.75	0.47	0.69	0.428
PID_MYC_ACTIVPATHWAY	0.70	0.58	0.04	0.44	0.39	0.43
REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT	0.50	0.44	0.28	0.45	0.48	0.43
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING	0.48	0.02	0.82	0.42	0.41	0.43
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.37	0.09	0.82	0.34	0.54	0.432
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	0.52	0.02	0.54	0.38	0.70	0.432
PID_S1P_META_PATHWAY	0.08	0.90	0.67	0.16	0.35	0.432
BIOCARTA_CHEMICAL_PATHWAY	0.24	0.02	0.22	0.80	0.89	0.434
PID_ARF6_TRAFFICKINGPATHWAY	0.18	0.33	0.71	0.79	0.17	0.436
REACTOME_ACTIVATED_TLR4_SIGNALLING	0.10	0.82	0.43	0.06	0.77	0.436
BIOCARTA_SRCRPTP_PATHWAY	0.73	0.70	0.01	0.24	0.51	0.438
REACTOME_OPIOID_SIGNALLING	0.47	0.65	0.42	0.19	0.46	0.438
PID_RET_PATHWAY	0.08	0.00	0.80	0.84	0.47	0.438
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	0.89	0.10	0.34	0.11	0.76	0.44
REACTOME_REGULATION_OF_KIT_SIGNALING	0.05	0.73	0.92	0.46	0.04	0.44
BIOCARTA_IGF1MTOR_PATHWAY	0.85	0.09	0.20	0.49	0.58	0.442
REACTOME_SHC_RELATED_EVENTS	0.62	0.15	0.04	0.61	0.79	0.442
BIOCARTA_INSULIN_PATHWAY	0.66	0.35	0.63	0.52	0.05	0.442
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.63	0.15	0.89	0.38	0.16	0.442
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0.30	0.10	0.56	0.72	0.54	0.444
PID_ALPHASYNUCLEIN_PATHWAY	0.02	0.55	0.80	0.54	0.31	0.444
REACTOME_GLOBAL_GENOMIC_NER_GG_NER	0.70	0.62	0.05	0.27	0.58	0.444
PID_IL6_7PATHWAY	0.27	0.87	0.39	0.35	0.34	0.444
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	0.93	0.15	0.24	0.42	0.48	0.444
KEGG_FOCAL_ADHESION	0.28	0.07	0.96	0.92	0.00	0.446
BIOCARTA_IL7_PATHWAY	0.94	0.18	0.38	0.73	0.00	0.446
PID_AURORA_A_PATHWAY	0.95	0.57	0.00	0.01	0.70	0.446
BIOCARTA_CTCF_PATHWAY	0.37	0.05	0.53	0.49	0.79	0.446
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	0.02	0.21	0.60	0.54	0.87	0.448
KEGG_HOMOLOGOUS_RECOMBINATION	0.95	0.34	0.00	0.22	0.73	0.448
PID_PDGFRBPATHWAY	0.10	0.44	0.85	0.68	0.17	0.448
REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING	0.35	0.50	0.14	0.31	0.94	0.448
REACTOME_EGFR_DOWNREGULATION	0.10	0.72	0.56	0.45	0.41	0.448
REACTOME_TOLL_RECEPTOR_CASCADES	0.10	0.90	0.30	0.12	0.82	0.448
BIOCARTA_EIF4_PATHWAY	0.10	0.19	0.45	0.55	0.95	0.448
REACTOME_DARPP_32_EVENTS	0.65	0.18	0.38	0.44	0.60	0.45
BIOCARTA_HER2_PATHWAY	0.06	0.20	0.41	0.69	0.89	0.45
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.30	0.15	0.96	0.74	0.10	0.45
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0.36	0.51	0.43	0.84	0.11	0.45
KEGG_THYROID_CANCER	0.49	0.27	1.00	0.37	0.12	0.45
REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX	0.67	0.32	0.20	0.58	0.48	0.45
REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	0.41	0.67	0.00	0.39	0.78	0.45
REACTOME_METABOLISM_OF_POLYAMINES	0.60	0.13	0.47	0.45	0.60	0.45
REACTOME_SYNTHESIS_OF_DNA	1.00	0.62	0.03	0.14	0.46	0.45
PID_WNT_CANONICAL_PATHWAY	0.67	0.30	0.47	0.73	0.09	0.452
BIOCARTA_ECM_PATHWAY	0.60	0.61	0.63	0.39	0.03	0.452
BIOCARTA_AKAP95_PATHWAY	0.53	0.77	0.01	0.35	0.60	0.452
REACTOME_RECYCLING_PATHWAY_OF_L1	0.79	0.79	0.06	0.07	0.55	0.452
REACTOME_SIGNALLING_BY_NGF	0.61	0.02	0.86	0.30	0.47	0.452
REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE	0.20	0.29	0.29	0.85	0.65	0.456
PID_P75NTRPATHWAY	0.47	0.20	0.50	0.23	0.88	0.456
BIOCARTA_ARF_PATHWAY	0.88	0.34	0.13	0.22	0.71	0.456
BIOCARTA_SARS_PATHWAY	0.07	0.47	0.59	0.98	0.18	0.458
BIOCARTA_RAC1_PATHWAY	0.35	0.12	0.78	0.06	0.99	0.46
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	0.57	0.82	0.18	0.33	0.40	0.46
BIOCARTA_IGF1R_PATHWAY	0.29	0.18	0.63	0.58	0.62	0.46
BIOCARTA_ACTINY_PATHWAY	0.46	0.13	0.42	0.96	0.33	0.46
KEGG_GLIOMA	0.35	0.20	0.32	0.73	0.70	0.46
REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION	0.46	0.87	0.41	0.30	0.26	0.46
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	0.99	0.40	0.01	0.38	0.52	0.46
REACTOME_ARMS_MEDIATED_ACTIVATION	0.94	0.39	0.14	0.65	0.18	0.46
BIOCARTA_IL22BP_PATHWAY	0.99	0.12	0.34	0.81	0.04	0.46
REACTOME_LAGGING_STRAND_SYNTHESIS	0.76	0.73	0.01	0.08	0.73	0.462
PID_RETINOIC_ACID_PATHWAY	0.67	0.00	0.19	0.98	0.47	0.462
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	0.39	0.10	0.92	0.83	0.07	0.462
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	0.37	0.18	0.01	0.81	0.95	0.464
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT	0.07	0.04	1.00	0.76	0.45	0.464
REACTOME_NETRIN1_SIGNALING	0.02	0.11	0.76	0.95	0.48	0.464
REACTOME_SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21	0.83	0.55	0.04	0.39	0.52	0.466
PID_DNAPK_PATHWAY	0.16	0.73	0.42	0.93	0.10	0.468
KEGG_NUCLEOTIDE_EXCISION_REPAIR	0.74	0.55	0.04	0.17	0.84	0.468
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	0.50	0.56	0.31	0.89	0.08	0.468
BIOCARTA_TNFR2_PATHWAY	0.90	0.68	0.42	0.35	0.00	0.47
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.10	0.26	0.93	0.92	0.14	0.47
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	0.44	0.56	0.51	0.20	0.65	0.472
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.93	0.11	0.97	0.30	0.05	0.472
PID_FASPATHWAY	0.69	0.33	0.72	0.28	0.34	0.472
KEGG_DORSO_VENTRAL_AXIS_FORMATION	0.51	0.77	0.54	0.11	0.44	0.474
REACTOME_GLUCOSE_METABOLISM	0.44	0.11	0.91	0.72	0.19	0.474
PID_S1P_S1P2_PATHWAY	0.51	0.64	0.62	0.55	0.05	0.474
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	0.61	0.54	0.79	0.16	0.27	0.474
REACTOME_GABA_B_RECEPTOR_ACTIVATION	0.29	0.35	0.72	0.45	0.56	0.474
REACTOME_P75NTR_SIGNALS_VIA_NFKB	0.33	0.91	0.76	0.30	0.08	0.476
PID_HDAC_CLASSIII_PATHWAY	0.94	0.55	0.20	0.18	0.51	0.476
REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA	0.50	0.44	0.92	0.11	0.41	0.476
KEGG_ONE_CARBON_POOL_BY_FOLATE	0.41	0.77	0.08	0.52	0.60	0.476
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0.67	0.13	0.46	0.52	0.61	0.478
PID_ER_NONGENOMIC_PATHWAY	0.69	0.21	0.97	0.28	0.24	0.478
REACTOME_SYNTHESIS_OF_PC	0.58	0.39	0.82	0.55	0.06	0.48
REACTOME_MRNA_PROCESSING	0.98	1.00	0.08	0.33	0.01	0.48
REACTOME_L1CAM_INTERACTIONS	0.93	0.37	0.26	0.38	0.46	0.48
PID_IL4_2PATHWAY	0.47	0.31	0.64	0.33	0.65	0.48
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	0.44	0.92	0.01	0.15	0.89	0.482
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	0.99	0.53	0.03	0.33	0.53	0.482
PID_REELINPATHWAY	0.27	0.47	0.53	0.40	0.74	0.482
REACTOME_METABOLISM_OF_CARBOHYDRATES	0.91	0.47	0.40	0.25	0.39	0.484
PID_HIF1APATHWAY	0.17	0.23	0.76	0.26	1.00	0.484
KEGG_SPHINGOLIPID_METABOLISM	0.43	0.30	0.50	0.90	0.29	0.484
PID_AMB2_NEUTROPHILS_PATHWAY	0.15	0.62	0.66	0.82	0.17	0.484
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	0.99	1.00	0.08	0.34	0.01	0.484
REACTOME_UNWINDING_OF_DNA	0.94	0.34	0.04	0.35	0.75	0.484
BIOCARTA_LEPTIN_PATHWAY	0.54	0.54	0.56	0.23	0.56	0.486
KEGG_WNT_SIGNALING_PATHWAY	0.18	0.25	0.85	0.64	0.51	0.486
BIOCARTA_PTDINS_PATHWAY	0.38	0.10	0.22	0.73	1.00	0.486
KEGG_CARDIAC_MUSCLE_CONTRACTION	0.15	0.98	0.68	0.31	0.32	0.488
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	0.24	0.75	0.65	0.80	0.00	0.488
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.61	0.51	0.48	0.65	0.19	0.488
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES	0.15	0.86	0.71	0.38	0.34	0.488
BIOCARTA_IGF1_PATHWAY	0.65	0.64	0.63	0.47	0.05	0.488
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	0.15	0.76	0.33	0.41	0.79	0.488
REACTOME_PROLACTIN_RECEPTOR_SIGNALING	0.46	0.23	0.63	0.84	0.29	0.49
BIOCARTA_BIOPEPTIDES_PATHWAY	0.89	0.30	0.38	0.30	0.58	0.49
BIOCARTA_GLEEVEC_PATHWAY	0.67	0.20	0.24	0.78	0.57	0.492
REACTOME_ERK_MAPK_TARGETS	0.15	0.73	0.37	0.55	0.66	0.492
BIOCARTA_RACCYCD_PATHWAY	0.86	0.62	0.10	0.29	0.59	0.492
REACTOME_IRON_UPTAKE_AND_TRANSPORT	0.48	0.75	0.55	0.22	0.47	0.494
BIOCARTA_TEL_PATHWAY	0.41	0.01	0.22	0.96	0.87	0.494
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	0.71	0.77	0.06	0.18	0.76	0.496
REACTOME_SHC_MEDIATED_SIGNALLING	0.65	0.35	0.05	0.63	0.80	0.496
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.24	0.00	0.79	0.99	0.47	0.498
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	0.36	0.44	0.75	0.94	0.00	0.498
PID_CMYB_PATHWAY	0.52	0.66	0.56	0.74	0.01	0.498
REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE	0.62	0.93	0.37	0.57	0.01	0.5
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	0.17	0.29	0.95	0.88	0.21	0.5
BIOCARTA_TGFB_PATHWAY	0.44	0.09	0.97	0.68	0.32	0.5
REACTOME_INSULIN_RECEPTOR_RECYCLING	0.33	0.35	0.92	0.85	0.06	0.502
REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER	0.69	0.97	0.05	0.22	0.59	0.504
PID_TOLL_ENDOGENOUS_PATHWAY	0.29	0.25	0.37	0.81	0.80	0.504
KEGG_GLYCEROLIPID_METABOLISM	0.02	0.35	1.00	0.90	0.25	0.504
REACTOME_BASE_EXCISION_REPAIR	0.69	0.77	0.04	0.22	0.80	0.504
KEGG_DNA_REPLICATION	0.87	0.91	0.05	0.07	0.62	0.504
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE	0.13	1.00	0.43	0.38	0.58	0.504
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	0.34	0.91	0.85	0.35	0.08	0.506
REACTOME_SIGNAL_ATTENUATION	0.72	0.09	0.45	0.55	0.72	0.506
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_DAI	0.89	0.27	0.56	0.55	0.26	0.506
REACTOME_TRIF_MEDIATED_TLR3_SIGNALING	0.36	0.71	0.58	0.07	0.81	0.506
REACTOME_DNA_REPAIR	0.75	0.77	0.01	0.32	0.69	0.508
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	0.48	0.11	0.88	0.91	0.16	0.508
REACTOME_DAG_AND_IP3_SIGNALING	0.93	0.22	0.71	0.08	0.60	0.508
REACTOME_MRNA_SPLICING	0.93	0.92	0.11	0.58	0.00	0.508
REACTOME_SIGNALING_BY_PDGF	0.63	0.00	0.74	0.43	0.74	0.508
REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.53	0.54	0.28	0.46	0.74	0.51
PID_THROMBIN_PAR1_PATHWAY	0.53	0.83	0.90	0.17	0.12	0.51
BIOCARTA_CHREBP2_PATHWAY	0.39	0.00	0.75	0.90	0.51	0.51
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	0.46	0.61	0.82	0.16	0.51	0.512
REACTOME_DNA_STRAND_ELONGATION	0.96	0.86	0.03	0.13	0.58	0.512
BIOCARTA_P38MAPK_PATHWAY	0.40	0.06	0.75	0.80	0.55	0.512
PID_RXR_VDR_PATHWAY	0.27	0.01	0.96	1.00	0.32	0.512
ST_GA13_PATHWAY	0.46	0.15	0.86	0.71	0.38	0.512
REACTOME_GLUCOSE_TRANSPORT	0.87	0.62	0.39	0.20	0.48	0.512
KEGG_GAP_JUNCTION	0.69	0.17	0.52	0.56	0.62	0.512
PID_P38_MK2PATHWAY	0.60	0.33	0.21	0.55	0.88	0.514
REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	0.09	0.96	0.49	0.21	0.82	0.514
PID_LPA4_PATHWAY	0.60	0.07	0.98	0.58	0.34	0.514
KEGG_RNA_DEGRADATION	0.93	0.31	0.64	0.44	0.25	0.514
REACTOME_BIOLOGICAL_OXIDATIONS	0.20	0.12	1.00	0.94	0.32	0.516
REACTOME_IMMUNE_SYSTEM	0.16	0.88	0.43	0.77	0.34	0.516
REACTOME_RNA_POL_III_CHAIN_ELONGATION	0.57	0.87	0.38	0.49	0.27	0.516
REACTOME_RNA_POL_I_TRANSCRIPTION_INITIATION	0.37	0.87	0.34	0.81	0.20	0.518
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.67	0.12	0.88	0.46	0.46	0.518
BIOCARTA_IL3_PATHWAY	0.91	0.39	0.45	0.81	0.03	0.518
REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION	0.57	0.82	0.38	0.62	0.20	0.518
REACTOME_DOUBLE_STRAND_BREAK_REPAIR	0.87	0.35	0.00	0.42	0.95	0.518
REACTOME_NEPHRIN_INTERACTIONS	0.08	0.39	0.83	0.35	0.94	0.518
PID_RAS_PATHWAY	0.39	0.40	0.97	0.50	0.34	0.52
REACTOME_GLUCONEOGENESIS	0.69	0.32	0.53	0.84	0.22	0.52
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	0.08	0.92	0.58	0.90	0.12	0.52
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	0.88	0.05	0.59	0.58	0.50	0.52
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	0.24	0.77	0.81	0.66	0.12	0.52
PID_INTEGRIN4_PATHWAY	0.66	0.15	0.42	0.73	0.64	0.52
PID_CXCR4_PATHWAY	0.76	0.74	0.53	0.26	0.32	0.522
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	0.96	0.09	0.44	0.31	0.81	0.522
KEGG_APOPTOSIS	0.21	0.04	0.80	1.00	0.56	0.522
PID_TRKRPATHWAY	0.69	0.15	0.71	0.59	0.47	0.522
REACTOME_POL_SWITCHING	0.88	0.82	0.01	0.09	0.81	0.522
PID_AP1_PATHWAY	0.55	0.32	0.72	0.77	0.26	0.524
REACTOME_PLATELET_SENSITIZATION_BY_LDL	0.38	0.73	0.44	0.74	0.33	0.524
PID_LYMPHANGIOGENESIS_PATHWAY	0.37	0.61	0.74	0.39	0.51	0.524
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.44	0.34	0.85	0.61	0.38	0.524
REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1	0.24	0.31	0.63	0.57	0.87	0.524
KEGG_SULFUR_METABOLISM	0.16	0.39	0.97	0.81	0.29	0.524
REACTOME_REGULATORY_RNA_PATHWAYS	0.41	0.25	0.21	0.96	0.80	0.526
PID_HIVNEFPATHWAY	0.31	0.21	0.67	0.97	0.47	0.526
REACTOME_SIGNALING_BY_ERBB4	0.88	0.02	0.41	0.46	0.86	0.526
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING	0.53	0.38	0.41	0.83	0.48	0.526
KEGG_PEROXISOME	0.10	0.15	0.68	0.97	0.73	0.526
KEGG_INSULIN_SIGNALING_PATHWAY	0.76	0.04	0.87	0.44	0.53	0.528
REACTOME_TIE2_SIGNALING	0.92	0.02	0.68	0.78	0.24	0.528
REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE	0.51	0.05	0.57	0.55	0.96	0.528
REACTOME_SMOOTH_MUSCLE_CONTRACTION	0.68	0.22	0.82	0.22	0.71	0.53
BIOCARTA_TID_PATHWAY	0.37	0.91	0.53	0.30	0.54	0.53
BIOCARTA_RAS_PATHWAY	0.76	0.09	0.53	0.46	0.81	0.53
REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	0.00	0.31	0.86	0.91	0.58	0.532
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	0.67	0.52	0.63	0.58	0.26	0.532
PID_FGF_PATHWAY	0.96	0.00	0.64	0.27	0.79	0.532
BIOCARTA_NFKB_PATHWAY	0.51	0.41	0.63	0.84	0.27	0.532
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	0.63	0.16	0.63	0.35	0.89	0.532
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	0.85	0.99	0.33	0.13	0.37	0.534
REACTOME_SIGNALING_BY_ERBB2	0.70	0.03	0.68	0.44	0.83	0.536
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	0.39	0.67	0.97	0.40	0.25	0.536
PID_TCPTP_PATHWAY	0.38	0.22	0.39	0.76	0.93	0.536
SA_PROGRAMMED_CELL_DEATH	0.58	0.33	0.27	0.84	0.67	0.538
BIOCARTA_P35ALZHEIMERS_PATHWAY	0.53	0.20	0.47	0.85	0.64	0.538
BIOCARTA_STATHMIN_PATHWAY	1.00	0.87	0.14	0.64	0.04	0.538
PID_PS1PATHWAY	0.48	0.30	0.37	0.58	0.96	0.538
REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT	0.92	0.98	0.33	0.12	0.34	0.538
KEGG_CITRATE_CYCLE_TCA_CYCLE	0.99	0.56	0.68	0.29	0.17	0.538
KEGG_LONG_TERM_POTENTIATION	0.36	0.71	0.63	0.33	0.67	0.54
PID_TRAIL_PATHWAY	0.56	0.15	0.58	0.94	0.47	0.54
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	0.57	0.33	0.82	0.47	0.51	0.54
REACTOME_GLUTATHIONE_CONJUGATION	0.60	0.09	0.66	0.90	0.46	0.542
PID_P38GAMMADELTAPATHWAY	0.61	0.88	0.17	0.55	0.50	0.542
REACTOME_CELL_CELL_COMMUNICATION	0.49	0.53	0.94	0.40	0.35	0.542
BIOCARTA_HSP27_PATHWAY	0.76	0.02	0.41	0.71	0.82	0.544
REACTOME_CGMP_EFFECTS	0.76	0.48	0.82	0.15	0.51	0.544
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	0.83	0.87	0.04	0.24	0.74	0.544
ST_ADRENERGIC	0.08	0.70	0.85	0.84	0.25	0.544
KEGG_ABC_TRANSPORTERS	0.67	0.29	0.53	0.76	0.47	0.544
PID_IL27PATHWAY	0.56	0.27	0.60	0.90	0.39	0.544
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	0.91	0.00	0.59	0.51	0.71	0.544
PID_HIF1_TFPATHWAY	0.36	0.28	0.91	0.83	0.35	0.546
REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS	0.84	0.70	0.01	0.23	0.95	0.546
PID_VEGF_VEGFR_PATHWAY	0.89	0.21	0.99	0.61	0.03	0.546
REACTOME_GLYCOLYSIS	0.10	0.56	0.79	0.94	0.35	0.548
PID_EPHRINBREVPATHWAY	0.22	0.97	0.78	0.34	0.43	0.548
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	0.05	0.97	0.99	0.26	0.47	0.548
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	0.39	0.11	0.89	0.62	0.74	0.55
PID_ATF2_PATHWAY	0.43	0.39	0.49	0.65	0.79	0.55
BIOCARTA_NTHI_PATHWAY	0.74	0.12	0.82	0.78	0.30	0.552
REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	0.17	0.34	0.85	0.96	0.44	0.552
REACTOME_FRS2_MEDIATED_CASCADE	0.99	0.00	0.23	0.70	0.84	0.552
REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS	0.96	0.30	0.43	0.81	0.27	0.554
PID_ANGIOPOIETINRECEPTOR_PATHWAY	0.35	0.00	0.91	0.52	0.99	0.554
PID_ERBB1_DOWNSTREAM_PATHWAY	0.53	0.73	0.71	0.51	0.29	0.554
PID_HNF3BPATHWAY	0.40	0.21	1.00	0.94	0.22	0.554
REACTOME_SIGNALLING_TO_RAS	0.98	0.06	0.39	0.76	0.59	0.556
KEGG_MELANOGENESIS	0.72	0.17	0.92	0.37	0.60	0.556
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	0.88	0.33	0.51	0.30	0.76	0.556
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE	0.14	0.81	0.56	0.97	0.31	0.558
PID_BCR_5PATHWAY	0.22	0.67	0.80	0.94	0.16	0.558
REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE	0.76	0.05	0.84	0.53	0.61	0.558
