Gene Set	Basal	Her2	LumA	LumB	Normal	Average p-value
PID_MYC_ACTIVPATHWAY	0.67	0.90	0.27	0.43	0.07	0.468
REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	0.50	0.81	0.00	0.27	0.76	0.468
BIOCARTA_ATM_PATHWAY	0.80	0.40	0.19	0.10	0.86	0.47
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	0.84	0.51	0.43	0.42	0.15	0.47
BIOCARTA_MTOR_PATHWAY	0.40	0.61	0.80	0.47	0.08	0.472
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE	0.61	0.57	0.23	0.27	0.68	0.472
REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	0.18	0.91	0.68	0.34	0.25	0.472
BIOCARTA_MITOCHONDRIA_PATHWAY	0.10	0.13	0.58	0.66	0.89	0.472
PID_AURORA_A_PATHWAY	0.98	0.81	0.00	0.01	0.56	0.472
REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA	0.73	0.43	0.79	0.38	0.04	0.474
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	0.76	0.34	0.49	0.47	0.31	0.474
PID_INSULIN_PATHWAY	0.81	0.34	0.80	0.28	0.14	0.474
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	0.55	0.61	0.52	0.57	0.12	0.474
REACTOME_PROTEIN_FOLDING	0.81	0.21	0.39	0.46	0.50	0.474
REACTOME_LAGGING_STRAND_SYNTHESIS	0.81	0.30	0.20	0.10	0.97	0.476
BIOCARTA_NFKB_PATHWAY	0.48	0.48	0.66	0.74	0.02	0.476
BIOCARTA_PS1_PATHWAY	0.23	0.47	0.52	0.69	0.47	0.476
PID_EPHBFWDPATHWAY	0.41	0.02	0.91	0.58	0.46	0.476
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	0.41	0.01	0.91	0.75	0.30	0.476
KEGG_GLUTATHIONE_METABOLISM	0.25	0.13	0.52	0.51	0.98	0.478
BIOCARTA_P53_PATHWAY	0.67	0.47	0.26	0.06	0.93	0.478
BIOCARTA_CHEMICAL_PATHWAY	0.39	0.04	0.48	0.80	0.69	0.48
PID_FRA_PATHWAY	0.96	0.37	0.53	0.47	0.07	0.48
REACTOME_REGULATORY_RNA_PATHWAYS	0.61	0.47	0.30	0.80	0.23	0.482
KEGG_NITROGEN_METABOLISM	0.18	0.11	0.48	0.84	0.80	0.482
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	0.28	0.51	0.88	0.66	0.08	0.482
REACTOME_PEROXISOMAL_LIPID_METABOLISM	0.19	0.05	0.52	0.79	0.86	0.482
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	0.51	0.34	0.33	0.80	0.44	0.484
PID_P38_MK2PATHWAY	0.66	0.51	0.23	0.52	0.51	0.486
PID_TCPTP_PATHWAY	0.60	0.47	0.51	0.61	0.24	0.486
BIOCARTA_IGF1R_PATHWAY	0.49	0.11	0.79	0.36	0.69	0.488
KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.45	0.32	0.80	0.73	0.14	0.488
BIOCARTA_CARM_ER_PATHWAY	0.54	0.03	0.51	0.45	0.91	0.488
REACTOME_TIE2_SIGNALING	0.84	0.02	0.66	0.83	0.09	0.488
REACTOME_DEVELOPMENTAL_BIOLOGY	0.57	0.08	0.38	0.68	0.73	0.488
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.28	0.21	0.89	0.39	0.67	0.488
REACTOME_S_PHASE	0.96	0.13	0.31	0.07	0.98	0.49
REACTOME_NEPHRIN_INTERACTIONS	0.18	0.38	0.82	0.47	0.60	0.49
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	0.57	0.49	0.91	0.23	0.25	0.49
PID_IL4_2PATHWAY	0.18	0.65	0.42	0.40	0.80	0.49
REACTOME_SIGNALING_BY_FGFR_MUTANTS	0.99	0.00	0.65	0.82	0.00	0.492
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0.25	0.53	0.47	0.38	0.83	0.492
PID_TRKRPATHWAY	0.23	0.55	0.81	0.75	0.12	0.492
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	0.69	0.40	0.53	0.38	0.46	0.492
PID_KITPATHWAY	0.65	0.31	0.65	0.42	0.44	0.494
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	0.87	0.06	0.34	0.30	0.90	0.494
PID_LYMPHANGIOGENESIS_PATHWAY	0.68	0.66	0.62	0.37	0.14	0.494
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	0.83	0.38	0.31	0.63	0.32	0.494
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC	0.76	0.75	0.37	0.10	0.51	0.498
KEGG_DORSO_VENTRAL_AXIS_FORMATION	0.76	0.99	0.47	0.22	0.05	0.498
PID_ARF6_TRAFFICKINGPATHWAY	0.14	0.67	0.84	0.82	0.02	0.498
BIOCARTA_IL22BP_PATHWAY	0.96	0.21	0.30	0.79	0.23	0.498
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	0.00	0.21	0.58	0.77	0.94	0.5
REACTOME_MUSCLE_CONTRACTION	0.54	0.34	0.99	0.18	0.45	0.5
KEGG_TIGHT_JUNCTION	0.04	0.38	0.99	0.79	0.30	0.5
BIOCARTA_TGFB_PATHWAY	0.53	0.11	0.95	0.81	0.10	0.5
REACTOME_ARMS_MEDIATED_ACTIVATION	0.94	0.53	0.23	0.66	0.15	0.502
PID_HDAC_CLASSIII_PATHWAY	0.91	0.81	0.25	0.30	0.25	0.504
PID_HIF2PATHWAY	0.18	0.02	0.97	0.99	0.36	0.504
PID_ERBB_NETWORK_PATHWAY	0.09	0.04	0.88	0.83	0.68	0.504
BIOCARTA_SARS_PATHWAY	0.20	0.58	0.57	0.82	0.35	0.504
REACTOME_REGULATION_OF_KIT_SIGNALING	0.09	0.78	0.79	0.38	0.48	0.504
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	0.72	0.63	0.14	0.13	0.92	0.508
BIOCARTA_IL7_PATHWAY	0.94	0.16	0.52	0.83	0.09	0.508
REACTOME_SPHINGOLIPID_METABOLISM	0.10	0.62	0.81	0.89	0.13	0.51
PID_ALPHASYNUCLEIN_PATHWAY	0.41	0.40	0.80	0.64	0.30	0.51
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.16	0.19	0.97	0.27	0.96	0.51
BIOCARTA_MAPK_PATHWAY	0.73	0.18	0.93	0.58	0.14	0.512
PID_ERBB4_PATHWAY	0.07	0.01	0.90	0.72	0.87	0.514
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	0.81	0.21	0.78	0.66	0.12	0.516
PID_P38ALPHABETADOWNSTREAMPATHWAY	0.20	0.40	0.65	0.41	0.92	0.516
BIOCARTA_SHH_PATHWAY	0.40	0.61	0.71	0.55	0.31	0.516
SA_CASPASE_CASCADE	0.58	0.49	0.63	0.65	0.24	0.518
REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE	0.51	0.06	0.79	0.55	0.68	0.518
REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS	0.85	0.86	0.00	0.20	0.69	0.52
REACTOME_RECYCLING_PATHWAY_OF_L1	0.74	0.81	0.31	0.08	0.66	0.52
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	0.00	0.40	0.98	0.24	0.98	0.52
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	0.57	0.13	0.88	0.55	0.47	0.52
PID_WNT_CANONICAL_PATHWAY	0.73	0.23	0.51	0.83	0.31	0.522
BIOCARTA_CERAMIDE_PATHWAY	0.53	0.06	0.33	0.83	0.86	0.522
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	0.37	0.08	0.79	0.76	0.62	0.524
REACTOME_MRNA_SPLICING	0.98	0.61	0.37	0.43	0.23	0.524
REACTOME_SHC_RELATED_EVENTS	0.80	0.47	0.14	0.65	0.57	0.526
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.57	0.66	0.04	0.38	0.98	0.526
PID_IL5_PATHWAY	0.24	0.53	0.64	0.83	0.39	0.526
PID_HIF1_TFPATHWAY	0.65	0.11	0.90	0.78	0.20	0.528
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	0.19	0.00	0.86	0.91	0.68	0.528
REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS	0.38	0.65	0.61	0.38	0.62	0.528
PID_AMB2_NEUTROPHILS_PATHWAY	0.18	0.47	0.85	0.84	0.30	0.528
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	0.72	1.00	0.33	0.36	0.24	0.53
BIOCARTA_AKAP95_PATHWAY	0.73	0.81	0.02	0.29	0.80	0.53
KEGG_ENDOCYTOSIS	0.33	0.11	0.95	0.81	0.45	0.53
REACTOME_DESTABILIZATION_OF_MRNA_BY_BRF1	0.94	0.19	0.71	0.33	0.48	0.53
BIOCARTA_NTHI_PATHWAY	0.78	0.16	0.93	0.75	0.04	0.532
KEGG_ACUTE_MYELOID_LEUKEMIA	0.73	0.49	0.55	0.70	0.19	0.532
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	0.05	0.37	0.84	0.75	0.65	0.532
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	0.96	0.26	0.35	0.17	0.92	0.532
PID_ECADHERIN_NASCENTAJ_PATHWAY	0.20	0.37	0.83	0.96	0.31	0.534
BIOCARTA_SRCRPTP_PATHWAY	0.80	0.82	0.00	0.19	0.86	0.534
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	0.82	0.06	0.85	0.46	0.48	0.534
REACTOME_PI3K_CASCADE	0.85	0.01	0.95	0.78	0.08	0.534
SIG_BCR_SIGNALING_PATHWAY	0.14	0.20	0.95	0.63	0.75	0.534
PID_DNAPK_PATHWAY	0.27	0.53	0.63	0.88	0.37	0.536
REACTOME_ERK_MAPK_TARGETS	0.07	0.82	0.49	0.44	0.86	0.536
PID_CMYB_PATHWAY	0.79	0.53	0.48	0.56	0.32	0.536
REACTOME_INFLAMMASOMES	0.78	0.34	0.47	0.83	0.26	0.536
REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_	0.72	0.32	0.47	0.26	0.92	0.538
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX	0.35	0.90	0.71	0.50	0.23	0.538
REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER	0.53	0.94	0.35	0.21	0.66	0.538
REACTOME_PLC_BETA_MEDIATED_EVENTS	0.76	0.21	0.51	0.23	0.98	0.538
REACTOME_HIV_INFECTION	0.58	0.43	0.65	0.50	0.53	0.538
KEGG_BASE_EXCISION_REPAIR	1.00	0.80	0.25	0.29	0.35	0.538
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.72	0.26	0.88	0.79	0.05	0.54
BIOCARTA_CHREBP2_PATHWAY	0.20	0.02	0.80	0.70	0.98	0.54
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	0.81	0.14	0.91	0.52	0.32	0.54
BIOCARTA_ACTINY_PATHWAY	0.61	0.13	0.43	0.98	0.56	0.542
KEGG_ADHERENS_JUNCTION	0.33	0.05	0.91	0.85	0.57	0.542
REACTOME_GLOBAL_GENOMIC_NER_GG_NER	0.27	0.82	0.24	0.43	0.95	0.542
BIOCARTA_FAS_PATHWAY	0.30	0.76	0.21	0.46	0.98	0.542
PID_LYSOPHOSPHOLIPID_PATHWAY	0.57	0.25	0.90	0.52	0.47	0.542
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0.68	0.31	0.78	0.61	0.34	0.544
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	0.93	0.00	0.69	0.50	0.60	0.544
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	0.98	0.02	0.91	0.75	0.06	0.544
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	0.57	0.25	0.58	0.49	0.83	0.544
ST_INTEGRIN_SIGNALING_PATHWAY	0.11	0.26	0.86	0.90	0.60	0.546
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	0.65	0.13	0.42	0.64	0.90	0.548
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING	0.76	0.00	0.95	0.79	0.24	0.548
PID_BETACATENIN_DEG_PATHWAY	0.09	0.15	0.90	0.80	0.80	0.548
REACTOME_IL1_SIGNALING	0.42	0.69	0.83	0.76	0.05	0.55
BIOCARTA_IGF1_PATHWAY	0.70	0.81	0.64	0.40	0.20	0.55
PID_NFKAPPABCANONICALPATHWAY	0.39	0.98	0.55	0.63	0.20	0.55
BIOCARTA_AKT_PATHWAY	0.85	0.41	0.48	0.49	0.52	0.55
PID_ECADHERIN_KERATINOCYTE_PATHWAY	0.86	0.34	0.95	0.47	0.14	0.552
KEGG_GLIOMA	0.29	0.65	0.44	0.70	0.68	0.552
REACTOME_NETRIN1_SIGNALING	0.09	0.21	0.90	0.90	0.66	0.552
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	1.00	0.00	0.64	0.66	0.46	0.552
BIOCARTA_CXCR4_PATHWAY	0.92	0.51	0.49	0.76	0.09	0.554
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.68	0.15	0.77	0.65	0.52	0.554
PID_INTEGRIN5_PATHWAY	0.56	0.11	0.99	0.48	0.63	0.554
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	0.84	0.25	0.36	0.35	0.97	0.554
PID_PDGFRAPATHWAY	0.86	0.87	0.40	0.40	0.24	0.554
BIOCARTA_SPRY_PATHWAY	0.53	1.00	0.53	0.57	0.14	0.554
ST_GA12_PATHWAY	0.33	0.53	0.42	0.57	0.93	0.556
KEGG_N_GLYCAN_BIOSYNTHESIS	0.10	0.19	0.74	0.99	0.76	0.556
REACTOME_SIGNALING_BY_ERBB2	0.87	0.01	0.86	0.43	0.61	0.556
REACTOME_SIGNALING_BY_PDGF	0.99	0.01	0.85	0.59	0.34	0.556
REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX	0.78	0.05	0.49	0.50	0.97	0.558
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	0.50	0.98	0.58	0.35	0.38	0.558
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	0.69	0.47	0.86	0.57	0.20	0.558
PID_RETINOIC_ACID_PATHWAY	0.57	0.01	0.30	0.94	0.98	0.56
REACTOME_TRNA_AMINOACYLATION	0.80	0.77	0.53	0.42	0.28	0.56
REACTOME_MRNA_PROCESSING	0.98	1.00	0.42	0.18	0.22	0.56
KEGG_SELENOAMINO_ACID_METABOLISM	0.81	0.18	0.90	0.54	0.37	0.56
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	0.21	0.41	0.71	0.67	0.80	0.56
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	0.68	0.90	0.82	0.34	0.06	0.56
PID_PTP1BPATHWAY	0.73	0.36	0.80	0.78	0.14	0.562
REACTOME_SIGNALING_BY_NODAL	0.77	0.10	0.98	0.87	0.09	0.562
REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION	0.58	0.93	0.64	0.27	0.39	0.562
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	0.84	0.60	0.29	0.15	0.93	0.562
REACTOME_FRS2_MEDIATED_CASCADE	1.00	0.01	0.49	0.70	0.62	0.564
REACTOME_SIGNALING_BY_NOTCH2	0.84	0.14	0.53	0.84	0.47	0.564
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY	0.85	0.19	0.94	0.47	0.37	0.564
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	0.27	0.31	0.97	0.59	0.68	0.564
PID_FCER1PATHWAY	0.18	0.67	0.96	0.77	0.25	0.566
PID_VEGFR1_2_PATHWAY	0.70	0.06	0.95	0.56	0.56	0.566
REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1	0.18	0.43	0.74	0.79	0.69	0.566
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	0.57	0.03	0.99	0.71	0.53	0.566
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	0.53	0.65	0.77	0.42	0.47	0.568
REACTOME_SIGNALING_BY_HIPPO	0.11	0.85	0.82	0.57	0.49	0.568
PID_ARF6DOWNSTREAMPATHWAY	0.80	0.80	0.64	0.36	0.24	0.568
KEGG_MTOR_SIGNALING_PATHWAY	0.98	0.44	0.93	0.23	0.26	0.568
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	0.81	0.79	0.71	0.42	0.12	0.57
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	0.69	0.68	0.52	0.69	0.27	0.57
REACTOME_DARPP_32_EVENTS	0.85	0.19	0.49	0.47	0.86	0.572
PID_RXR_VDR_PATHWAY	0.05	0.01	0.91	1.00	0.89	0.572
REACTOME_GABA_B_RECEPTOR_ACTIVATION	0.07	0.24	0.90	0.67	0.98	0.572
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	0.52	0.12	0.65	0.93	0.64	0.572
REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE	0.33	0.61	0.70	0.79	0.43	0.572
SA_B_CELL_RECEPTOR_COMPLEXES	0.03	0.86	0.40	0.71	0.86	0.572
REACTOME_PI_METABOLISM	0.01	0.86	0.80	0.52	0.68	0.574
BIOCARTA_INSULIN_PATHWAY	0.72	0.75	0.65	0.35	0.40	0.574
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	0.54	0.34	0.84	1.00	0.15	0.574
REACTOME_ACTIVATION_OF_RAC	0.32	0.98	0.43	0.77	0.37	0.574
REACTOME_SHC_MEDIATED_SIGNALLING	0.77	0.59	0.18	0.71	0.62	0.574
REACTOME_ADP_SIGNALLING_THROUGH_P2RY1	0.09	0.72	0.57	0.63	0.86	0.574
KEGG_HOMOLOGOUS_RECOMBINATION	0.95	0.49	0.15	0.38	0.91	0.576
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	0.41	0.63	0.83	0.71	0.30	0.576
KEGG_FOCAL_ADHESION	0.74	0.30	0.89	0.59	0.36	0.576
PID_ER_NONGENOMIC_PATHWAY	0.33	0.20	0.97	0.76	0.62	0.576
KEGG_NOTCH_SIGNALING_PATHWAY	0.39	0.35	0.83	0.99	0.32	0.576
BIOCARTA_RNA_PATHWAY	0.78	0.44	0.46	0.96	0.25	0.578
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.18	0.53	0.96	0.64	0.58	0.578
REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION	0.58	1.00	0.47	0.82	0.02	0.578
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	0.50	1.00	0.82	0.55	0.02	0.578
PID_RET_PATHWAY	0.42	0.03	0.90	0.56	0.98	0.578
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.65	0.81	0.67	0.47	0.30	0.58
PID_FASPATHWAY	0.54	0.10	0.88	0.43	0.95	0.58
ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY	0.28	0.79	0.97	0.69	0.18	0.582
BIOCARTA_MEF2D_PATHWAY	0.84	0.14	0.94	0.48	0.51	0.582
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0.72	0.21	0.73	0.68	0.58	0.584
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.81	0.31	0.65	0.17	0.98	0.584
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	0.99	1.00	0.46	0.21	0.26	0.584
REACTOME_POL_SWITCHING	0.87	0.64	0.32	0.10	0.99	0.584
REACTOME_CD28_CO_STIMULATION	0.20	0.16	0.98	0.93	0.66	0.586
KEGG_LONG_TERM_POTENTIATION	0.38	0.59	0.72	0.37	0.87	0.586
BIOCARTA_RACCYCD_PATHWAY	0.81	0.69	0.58	0.43	0.42	0.586
KEGG_RNA_DEGRADATION	0.95	0.69	0.71	0.44	0.14	0.586
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI	0.36	0.86	0.49	0.98	0.24	0.586
REACTOME_SIGNALING_BY_NOTCH4	0.78	0.19	0.64	0.89	0.44	0.588
KEGG_THYROID_CANCER	0.69	0.36	1.00	0.69	0.20	0.588
REACTOME_PYRUVATE_METABOLISM	0.17	0.13	0.85	0.97	0.82	0.588
REACTOME_INHIBITION_OF_INSULIN_SECRETION_BY_ADRENALINE_NORADRENALINE	0.27	0.75	0.41	0.83	0.70	0.592
REACTOME_CELL_CELL_COMMUNICATION	0.67	0.50	0.85	0.61	0.33	0.592
REACTOME_SYNTHESIS_OF_DNA	1.00	0.26	0.57	0.14	0.99	0.592
KEGG_DNA_REPLICATION	0.81	0.63	0.44	0.17	0.91	0.592
BIOCARTA_P53HYPOXIA_PATHWAY	0.77	0.24	0.88	0.55	0.53	0.594
REACTOME_RNA_POL_I_TRANSCRIPTION_INITIATION	0.40	1.00	0.58	0.98	0.01	0.594
PID_TRAIL_PATHWAY	0.60	0.16	0.80	0.79	0.62	0.594
REACTOME_DNA_STRAND_ELONGATION	1.00	0.67	0.25	0.08	0.98	0.596
REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT	0.85	0.08	0.57	0.50	0.98	0.596
PID_IL6_7PATHWAY	0.51	0.82	0.43	0.54	0.68	0.596
REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN	0.97	0.20	0.51	0.71	0.59	0.596
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI	0.57	0.82	0.54	0.79	0.26	0.596
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	0.65	0.13	0.65	0.58	0.98	0.598
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	0.33	0.94	0.74	0.74	0.24	0.598
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING	0.99	0.00	0.99	0.75	0.26	0.598
PID_LPA4_PATHWAY	0.57	0.03	0.99	0.71	0.69	0.598
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	0.87	0.61	0.23	0.57	0.71	0.598
REACTOME_SIGNALING_BY_NOTCH3	0.78	0.10	0.74	0.90	0.48	0.6
REACTOME_PI3K_AKT_ACTIVATION	1.00	0.01	0.99	0.75	0.25	0.6
ST_GA13_PATHWAY	0.17	0.31	0.85	0.76	0.91	0.6
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	0.98	0.33	0.48	0.27	0.94	0.6
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	0.85	0.34	0.81	0.38	0.63	0.602
REACTOME_SIGNALING_BY_ILS	0.50	0.83	0.61	0.83	0.24	0.602
BIOCARTA_P38MAPK_PATHWAY	0.82	0.20	0.57	0.75	0.68	0.604
REACTOME_METABOLISM_OF_POLYAMINES	0.62	0.13	0.82	0.52	0.93	0.604
BIOCARTA_AMI_PATHWAY	0.80	1.00	0.74	0.33	0.15	0.604
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.82	0.10	0.90	0.66	0.54	0.604
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.19	0.48	0.67	1.00	0.69	0.606
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	0.56	0.02	0.77	0.70	0.98	0.606
PID_PDGFRBPATHWAY	0.17	0.70	0.96	0.81	0.40	0.608
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0.54	0.58	0.64	0.63	0.65	0.608
KEGG_ERBB_SIGNALING_PATHWAY	0.36	0.17	0.93	0.69	0.89	0.608
BIOCARTA_ALK_PATHWAY	0.84	0.08	0.88	0.62	0.62	0.608
BIOCARTA_SODD_PATHWAY	0.68	0.27	0.91	0.55	0.63	0.608
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	0.12	0.04	0.97	0.98	0.94	0.61
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	0.49	0.63	0.73	0.46	0.74	0.61
REACTOME_METABOLISM_OF_NON_CODING_RNA	0.52	0.74	0.80	0.31	0.69	0.612
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	0.46	0.88	0.73	0.89	0.10	0.612
KEGG_CARDIAC_MUSCLE_CONTRACTION	0.28	0.99	0.91	0.70	0.18	0.612
REACTOME_DEADENYLATION_OF_MRNA	0.91	0.85	0.49	0.79	0.02	0.612
PID_CXCR4_PATHWAY	0.25	0.74	0.79	0.47	0.81	0.612
PID_FGF_PATHWAY	0.95	0.07	0.85	0.61	0.58	0.612
KEGG_PEROXISOME	0.11	0.25	0.93	1.00	0.77	0.612
REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS	0.73	0.47	0.79	0.19	0.89	0.614
PID_EPOPATHWAY	0.39	0.50	0.54	0.98	0.66	0.614
PID_REELINPATHWAY	0.30	0.19	0.97	0.74	0.87	0.614
REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION	0.57	0.48	0.59	0.66	0.77	0.614
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	0.39	0.83	0.82	0.85	0.19	0.616
PID_IGF1_PATHWAY	0.99	0.35	0.88	0.62	0.24	0.616
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	0.86	0.90	0.58	0.24	0.50	0.616
SA_PTEN_PATHWAY	0.39	0.19	0.90	0.83	0.77	0.616
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	0.66	0.53	0.60	0.44	0.86	0.618
REACTOME_PLATELET_SENSITIZATION_BY_LDL	0.31	0.93	0.61	0.55	0.69	0.618
REACTOME_SIGNALLING_TO_ERKS	0.98	0.10	0.60	0.75	0.66	0.618
KEGG_GLYCEROLIPID_METABOLISM	0.18	0.40	0.98	0.99	0.55	0.62
PID_S1P_S1P2_PATHWAY	0.33	0.57	0.64	0.76	0.80	0.62
REACTOME_SIGNALING_BY_FGFR	1.00	0.00	0.77	0.57	0.77	0.622
REACTOME_CGMP_EFFECTS	0.90	0.87	0.79	0.40	0.15	0.622
