Gene Set	Basal	Her2	LumA	LumB	Normal	Average p-value
PID_MYC_PATHWAY	0.65	0.47	0.30	0.29	0.54	0.45
BIOCARTA_ECM_PATHWAY	0.69	0.25	0.35	0.13	0.83	0.45
REACTOME_PI3K_CASCADE	0.46	0.55	0.64	0.17	0.43	0.45
KEGG_REGULATION_OF_AUTOPHAGY	0.64	0.43	0.71	0.33	0.14	0.45
PID_FRA_PATHWAY	0.13	0.43	0.71	0.33	0.65	0.45
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	0.26	0.99	0.29	0.29	0.43	0.452
REACTOME_PLATELET_SENSITIZATION_BY_LDL	0.60	0.99	0.57	0.08	0.02	0.452
REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G	0.42	0.03	0.34	0.70	0.77	0.452
BIOCARTA_IL10_PATHWAY	0.59	0.01	0.80	0.32	0.54	0.452
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	0.60	0.91	0.51	0.18	0.07	0.454
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	0.57	0.12	0.13	0.81	0.64	0.454
PID_HDAC_CLASSII_PATHWAY	0.71	0.29	0.21	0.09	0.97	0.454
REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES	0.31	0.69	0.20	0.15	0.92	0.454
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	0.04	0.69	0.39	0.41	0.75	0.456
PID_EPOPATHWAY	0.51	0.35	0.53	0.18	0.71	0.456
KEGG_TIGHT_JUNCTION	0.03	0.91	0.62	0.60	0.12	0.456
REACTOME_MITOTIC_M_M_G1_PHASES	0.57	0.20	0.24	0.59	0.68	0.456
PID_S1P_S1P1_PATHWAY	0.60	0.22	0.66	0.39	0.42	0.458
PID_EPHA2_FWDPATHWAY	0.60	0.72	0.80	0.17	0.00	0.458
BIOCARTA_CHEMICAL_PATHWAY	0.94	0.62	0.18	0.06	0.49	0.458
PID_CD8TCRPATHWAY	0.99	0.52	0.14	0.03	0.61	0.458
PID_BETACATENIN_NUC_PATHWAY	0.38	0.60	0.31	0.00	1.00	0.458
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	0.60	0.05	0.41	0.37	0.86	0.458
PID_VEGFR1_2_PATHWAY	0.75	0.50	0.17	0.07	0.80	0.458
BIOCARTA_SPRY_PATHWAY	0.60	0.78	0.29	0.01	0.61	0.458
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	0.90	0.14	0.63	0.50	0.13	0.46
REACTOME_PLC_BETA_MEDIATED_EVENTS	0.59	1.00	0.34	0.07	0.30	0.46
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT	0.82	0.19	0.02	0.43	0.84	0.46
REACTOME_CA_DEPENDENT_EVENTS	0.66	1.00	0.11	0.04	0.50	0.462
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.61	0.13	0.74	0.56	0.28	0.464
REACTOME_FORMATION_OF_TRANSCRIPTION_COUPLED_NER_TC_NER_REPAIR_COMPLEX	0.45	0.43	0.13	0.49	0.82	0.464
PID_SYNDECAN_3_PATHWAY	0.94	0.25	0.98	0.13	0.02	0.464
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	0.41	0.45	0.35	0.62	0.49	0.464
KEGG_CELL_CYCLE	0.27	0.40	0.65	0.45	0.55	0.464
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	0.74	0.10	0.76	0.48	0.24	0.464
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	0.10	0.83	0.31	0.10	0.98	0.464
REACTOME_MEMBRANE_TRAFFICKING	0.42	0.38	0.28	0.29	0.96	0.466
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0.59	0.19	0.66	0.18	0.71	0.466
KEGG_MAPK_SIGNALING_PATHWAY	0.95	0.55	0.66	0.05	0.12	0.466
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0.80	0.94	0.40	0.17	0.03	0.468
BIOCARTA_STRESS_PATHWAY	0.09	0.05	0.83	0.61	0.76	0.468
REACTOME_SIGNALLING_BY_NGF	0.96	0.62	0.51	0.05	0.20	0.468
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.20	0.33	0.36	0.84	0.61	0.468
PID_AP1_PATHWAY	0.32	0.46	0.68	0.05	0.84	0.47
BIOCARTA_MEF2D_PATHWAY	0.88	0.22	0.30	0.68	0.27	0.47
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.79	0.07	0.44	0.30	0.75	0.47
SA_G2_AND_M_PHASES	0.37	0.49	0.48	0.39	0.62	0.47
PID_NFAT_3PATHWAY	0.94	0.27	0.15	0.38	0.61	0.47
PID_A6B1_A6B4_INTEGRIN_PATHWAY	0.42	0.03	0.62	0.46	0.82	0.47
REACTOME_FANCONI_ANEMIA_PATHWAY	0.46	0.27	0.35	0.63	0.65	0.472
BIOCARTA_CELLCYCLE_PATHWAY	0.11	0.95	0.47	0.06	0.77	0.472
BIOCARTA_GABA_PATHWAY	0.42	0.22	0.59	0.31	0.82	0.472
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	0.85	0.72	0.40	0.00	0.40	0.474
REACTOME_CIRCADIAN_CLOCK	0.37	0.04	0.23	0.76	0.97	0.474
BIOCARTA_EGF_PATHWAY	0.55	0.43	0.41	0.20	0.78	0.474
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	0.69	0.29	0.80	0.58	0.01	0.474
REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC	0.62	0.03	0.54	0.88	0.31	0.476
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	0.74	0.91	0.28	0.01	0.44	0.476
REACTOME_GLUCOSE_TRANSPORT	0.62	0.09	0.94	0.13	0.60	0.476
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.78	0.69	0.36	0.54	0.02	0.478
REACTOME_METABOLISM_OF_CARBOHYDRATES	0.34	0.71	0.25	0.24	0.85	0.478
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	0.60	0.43	0.25	0.31	0.80	0.478
PID_IL12_2PATHWAY	0.93	0.52	0.66	0.17	0.11	0.478
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	0.75	0.42	0.34	0.10	0.78	0.478
REACTOME_G1_S_TRANSITION	0.04	0.09	0.42	0.87	0.97	0.478
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	0.89	0.37	0.29	0.06	0.78	0.478
REACTOME_CELL_CYCLE_MITOTIC	0.53	0.18	0.46	0.41	0.81	0.478
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING	0.90	0.40	0.69	0.36	0.04	0.478
KEGG_ONE_CARBON_POOL_BY_FOLATE	0.48	0.39	0.33	0.96	0.24	0.48
PID_LYMPHANGIOGENESIS_PATHWAY	0.45	0.19	0.66	0.61	0.49	0.48
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	0.37	0.70	0.36	0.97	0.00	0.48
BIOCARTA_DNAFRAGMENT_PATHWAY	0.64	0.39	0.48	0.80	0.10	0.482
PID_ANGIOPOIETINRECEPTOR_PATHWAY	0.82	0.00	0.36	0.32	0.91	0.482
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	0.85	0.09	0.57	0.76	0.15	0.484
PID_NFAT_TFPATHWAY	0.33	0.64	0.83	0.28	0.34	0.484
BIOCARTA_KERATINOCYTE_PATHWAY	0.55	0.03	0.32	0.84	0.68	0.484
PID_IL23PATHWAY	0.62	0.37	0.81	0.46	0.16	0.484
PID_HNF3APATHWAY	0.77	0.05	0.18	0.48	0.94	0.484
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	0.27	0.10	0.73	0.91	0.41	0.484
KEGG_VIBRIO_CHOLERAE_INFECTION	0.59	0.86	0.18	0.14	0.65	0.484
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	0.94	0.03	0.94	0.42	0.10	0.486
KEGG_PYRIMIDINE_METABOLISM	0.04	0.36	0.56	0.54	0.94	0.488
KEGG_PANCREATIC_CANCER	0.96	0.02	0.69	0.21	0.56	0.488
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	0.81	0.24	0.46	0.62	0.31	0.488
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0.73	0.38	0.29	0.96	0.09	0.49
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	0.91	0.88	0.46	0.20	0.00	0.49
KEGG_SPLICEOSOME	0.82	0.36	0.30	0.50	0.47	0.49
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	0.05	0.38	0.30	0.78	0.95	0.492
BIOCARTA_PTC1_PATHWAY	0.23	0.62	0.29	0.52	0.80	0.492
KEGG_FOCAL_ADHESION	0.78	0.05	0.60	0.10	0.93	0.492
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	0.41	0.72	0.59	0.64	0.10	0.492
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT	0.75	0.88	0.21	0.29	0.33	0.492
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	0.30	0.84	0.64	0.22	0.46	0.492
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	0.59	0.65	0.36	0.43	0.43	0.492
PID_RETINOIC_ACID_PATHWAY	0.23	0.65	0.33	0.62	0.64	0.494
REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN	0.45	0.72	0.01	0.80	0.49	0.494
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	0.46	0.13	0.87	0.36	0.65	0.494
REACTOME_HEMOSTASIS	0.61	0.32	0.93	0.44	0.17	0.494
REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_	0.19	0.05	0.69	0.68	0.87	0.496
BIOCARTA_GATA3_PATHWAY	0.17	0.50	0.73	0.47	0.61	0.496
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	0.10	0.46	0.87	0.25	0.80	0.496
BIOCARTA_RNA_PATHWAY	0.65	0.02	0.26	0.69	0.86	0.496
REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA	0.60	0.75	0.04	0.59	0.50	0.496
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.96	0.36	0.91	0.06	0.19	0.496
KEGG_SMALL_CELL_LUNG_CANCER	0.82	0.41	1.00	0.22	0.03	0.496
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS	0.93	0.39	0.68	0.40	0.08	0.496
REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX	0.88	0.17	0.63	0.66	0.15	0.498
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	0.98	0.09	0.45	0.48	0.49	0.498
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	0.44	0.72	0.57	0.22	0.54	0.498
BIOCARTA_SODD_PATHWAY	0.59	0.54	0.89	0.33	0.14	0.498
REACTOME_POTASSIUM_CHANNELS	1.00	0.67	0.80	0.00	0.02	0.498
PID_PI3KCIPATHWAY	0.35	0.73	0.70	0.70	0.02	0.5
PID_SYNDECAN_2_PATHWAY	0.54	0.23	0.20	0.69	0.84	0.5
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	0.82	0.00	0.57	0.52	0.59	0.5
REACTOME_SMOOTH_MUSCLE_CONTRACTION	0.48	0.66	0.36	0.52	0.49	0.502
PID_INTEGRIN3_PATHWAY	0.98	0.25	0.71	0.18	0.39	0.502
BIOCARTA_G1_PATHWAY	0.36	0.60	0.81	0.13	0.61	0.502
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.43	0.31	0.44	0.67	0.67	0.504
PID_TCRCALCIUMPATHWAY	0.97	0.64	0.74	0.15	0.02	0.504
BIOCARTA_PTDINS_PATHWAY	0.35	0.65	0.46	0.52	0.54	0.504
PID_AMB2_NEUTROPHILS_PATHWAY	0.61	0.35	0.34	0.32	0.90	0.504
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	1.00	0.50	0.98	0.04	0.00	0.504
BIOCARTA_MAPK_PATHWAY	0.57	0.41	0.74	0.27	0.54	0.506
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	0.32	0.52	0.74	0.39	0.56	0.506
PID_ALK1PATHWAY	0.55	0.06	0.57	0.47	0.88	0.506
BIOCARTA_PDGF_PATHWAY	0.58	0.44	0.57	0.16	0.78	0.506
BIOCARTA_CALCINEURIN_PATHWAY	0.21	0.69	0.65	0.52	0.47	0.508
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	0.67	0.81	0.97	0.10	0.00	0.51
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0.48	0.61	0.69	0.12	0.65	0.51
REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS	0.23	0.41	0.48	0.47	0.96	0.51
PID_CMYB_PATHWAY	0.01	0.94	0.76	0.33	0.51	0.51
REACTOME_ADP_SIGNALLING_THROUGH_P2RY1	0.48	0.95	0.97	0.15	0.00	0.51
BIOCARTA_HCMV_PATHWAY	0.54	0.12	0.90	0.09	0.91	0.512
BIOCARTA_CELL2CELL_PATHWAY	0.60	0.95	0.23	0.08	0.71	0.514
BIOCARTA_STATHMIN_PATHWAY	0.72	0.75	0.97	0.09	0.04	0.514
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	0.55	0.79	0.71	0.12	0.40	0.514
REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN1_SIGNALING	0.58	0.61	0.69	0.16	0.53	0.514
BIOCARTA_TFF_PATHWAY	0.76	0.94	0.36	0.01	0.50	0.514
PID_EPHBFWDPATHWAY	0.99	0.03	0.94	0.30	0.31	0.514
REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT	0.98	0.72	0.38	0.29	0.20	0.514
BIOCARTA_AKAP95_PATHWAY	0.48	0.76	0.74	0.10	0.50	0.516
PID_FASPATHWAY	0.59	0.78	0.83	0.01	0.37	0.516
ST_FAS_SIGNALING_PATHWAY	0.11	0.52	0.72	0.85	0.38	0.516
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	0.82	0.13	0.36	0.64	0.63	0.516
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	0.40	0.60	0.50	0.55	0.53	0.516
PID_PDGFRBPATHWAY	0.32	0.69	0.64	0.07	0.87	0.518
SA_REG_CASCADE_OF_CYCLIN_EXPR	0.45	0.98	0.97	0.06	0.13	0.518
PID_AVB3_INTEGRIN_PATHWAY	0.73	0.23	0.21	0.46	0.96	0.518
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	0.89	0.61	0.86	0.21	0.02	0.518
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	0.57	0.61	0.64	0.15	0.62	0.518
PID_AURORA_A_PATHWAY	0.94	0.37	0.26	0.05	0.97	0.518
BIOCARTA_RARRXR_PATHWAY	0.45	0.46	0.61	0.18	0.90	0.52
REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_	0.93	0.78	0.25	0.04	0.60	0.52
REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	0.90	0.62	0.65	0.05	0.38	0.52
REACTOME_TOLL_RECEPTOR_CASCADES	0.75	0.63	0.18	0.07	0.97	0.52
REACTOME_INTERFERON_GAMMA_SIGNALING	0.60	0.86	0.94	0.20	0.00	0.52
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	0.33	0.51	0.50	0.35	0.91	0.52
KEGG_WNT_SIGNALING_PATHWAY	0.59	0.78	0.12	0.40	0.71	0.52
REACTOME_AMINE_DERIVED_HORMONES	0.98	0.00	0.86	0.12	0.64	0.52
PID_IL4_2PATHWAY	0.23	0.79	0.65	0.51	0.42	0.52
PID_LYSOPHOSPHOLIPID_PATHWAY	0.58	0.83	0.71	0.25	0.23	0.52
PID_RHOA_REG_PATHWAY	0.77	0.71	0.81	0.19	0.13	0.522
REACTOME_PHOSPHORYLATION_OF_THE_APC_C	0.44	0.09	0.58	0.61	0.89	0.522
REACTOME_SIGNAL_TRANSDUCTION_BY_L1	0.62	0.73	0.78	0.17	0.31	0.522
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_ATF6_ALPHA	0.65	0.15	0.78	0.65	0.38	0.522
REACTOME_MITOTIC_PROMETAPHASE	0.43	0.98	0.28	0.41	0.51	0.522
KEGG_CALCIUM_SIGNALING_PATHWAY	0.79	0.03	0.56	0.29	0.94	0.522
REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	0.90	0.99	0.23	0.00	0.49	0.522
BIOCARTA_NTHI_PATHWAY	0.52	0.02	0.50	0.83	0.75	0.524
REACTOME_CIRCADIAN_REPRESSION_OF_EXPRESSION_BY_REV_ERBA	0.14	0.04	0.48	0.96	1.00	0.524
BIOCARTA_NO2IL12_PATHWAY	0.74	0.95	0.83	0.03	0.07	0.524
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	0.23	0.36	0.62	0.56	0.85	0.524
REACTOME_DIABETES_PATHWAYS	0.17	0.17	0.64	0.85	0.79	0.524
REACTOME_PIP3_ACTIVATES_AKT_SIGNALING	0.94	0.60	0.98	0.09	0.01	0.524
PID_RHODOPSIN_PATHWAY	0.47	0.67	0.52	0.33	0.63	0.524
KEGG_TYROSINE_METABOLISM	0.78	0.00	0.78	0.36	0.71	0.526
BIOCARTA_ASBCELL_PATHWAY	0.45	0.70	0.52	0.40	0.56	0.526
REACTOME_CELL_CYCLE_CHECKPOINTS	0.52	0.06	0.58	0.53	0.94	0.526
BIOCARTA_PTEN_PATHWAY	0.35	0.25	0.97	0.96	0.10	0.526
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	0.94	0.08	0.64	0.36	0.61	0.526
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0.81	0.23	0.19	0.46	0.94	0.526
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	0.39	0.61	0.67	0.78	0.19	0.528
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	0.26	0.05	0.84	0.51	0.99	0.53
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	0.87	0.41	0.23	0.22	0.92	0.53
PID_ENDOTHELINPATHWAY	0.31	0.92	0.49	0.32	0.62	0.532
BIOCARTA_TCR_PATHWAY	0.44	0.83	0.56	0.12	0.71	0.532
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	0.59	0.43	0.57	0.80	0.27	0.532
BIOCARTA_GH_PATHWAY	0.45	0.40	0.53	0.67	0.61	0.532
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	0.26	0.48	0.04	0.98	0.90	0.532
BIOCARTA_CERAMIDE_PATHWAY	0.55	0.35	0.57	0.34	0.86	0.534
ST_GA12_PATHWAY	0.59	0.46	0.36	0.64	0.62	0.534
BIOCARTA_EPONFKB_PATHWAY	0.59	0.61	0.87	0.56	0.04	0.534
REACTOME_DNA_REPAIR	0.49	0.85	0.18	0.16	0.99	0.534
REACTOME_APOPTOSIS	0.77	0.08	0.64	0.32	0.86	0.534
REACTOME_SIGNALING_BY_NOTCH	0.86	0.54	0.40	0.00	0.87	0.534
REACTOME_CELL_CYCLE	0.53	0.30	0.57	0.30	0.97	0.534
PID_FCER1PATHWAY	0.94	0.83	0.14	0.11	0.66	0.536
ST_G_ALPHA_I_PATHWAY	0.97	0.61	0.25	0.35	0.50	0.536
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	0.68	0.57	0.37	0.20	0.86	0.536
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	0.59	0.52	0.91	0.67	0.00	0.538
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	0.48	0.72	0.66	0.18	0.65	0.538
BIOCARTA_PARKIN_PATHWAY	0.40	0.42	0.48	0.81	0.58	0.538
KEGG_MELANOGENESIS	0.51	0.94	0.12	0.32	0.80	0.538
BIOCARTA_P53_PATHWAY	0.74	0.30	0.96	0.15	0.54	0.538
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	0.59	1.00	0.78	0.20	0.13	0.54
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	0.07	0.98	0.38	0.63	0.64	0.54
REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	0.82	0.38	0.36	0.15	0.99	0.54
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR	0.62	0.84	0.87	0.36	0.01	0.54
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	0.88	0.61	0.42	0.02	0.77	0.54
BIOCARTA_IL12_PATHWAY	0.62	0.95	0.60	0.04	0.49	0.54
REACTOME_PHOSPHOLIPID_METABOLISM	0.90	0.51	0.56	0.61	0.12	0.54
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR	0.75	0.51	0.36	0.43	0.65	0.54
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE	0.24	0.03	0.65	0.85	0.93	0.54
BIOCARTA_ERK5_PATHWAY	0.59	0.56	0.95	0.13	0.48	0.542
KEGG_PROTEIN_EXPORT	0.82	0.12	0.96	0.17	0.64	0.542
REACTOME_IL_3_5_AND_GM_CSF_SIGNALING	0.78	0.22	0.83	0.73	0.16	0.544
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS	0.82	0.23	0.45	0.64	0.58	0.544
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	0.59	0.99	0.23	0.01	0.90	0.544
PID_HEDGEHOG_GLIPATHWAY	0.74	0.20	0.11	0.76	0.91	0.544
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GIP	0.82	0.10	0.26	0.64	0.90	0.544
REACTOME_REGULATION_OF_THE_FANCONI_ANEMIA_PATHWAY	0.59	0.87	0.28	0.45	0.53	0.544
REACTOME_TRIF_MEDIATED_TLR3_SIGNALING	0.57	0.40	0.56	0.23	0.96	0.544
REACTOME_DNA_REPLICATION	0.72	0.33	0.49	0.77	0.42	0.546
REACTOME_ERKS_ARE_INACTIVATED	0.89	0.11	0.25	0.64	0.84	0.546
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	0.46	0.50	0.86	0.76	0.15	0.546
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.44	0.95	0.70	0.62	0.02	0.546
REACTOME_MITOTIC_G2_G2_M_PHASES	0.64	0.52	0.29	0.50	0.78	0.546
BIOCARTA_GLEEVEC_PATHWAY	0.59	0.18	0.50	0.50	0.97	0.548
REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS	0.47	0.91	0.79	0.42	0.15	0.548
KEGG_N_GLYCAN_BIOSYNTHESIS	0.74	0.74	0.71	0.06	0.49	0.548
KEGG_TYPE_II_DIABETES_MELLITUS	0.59	0.37	0.46	0.98	0.34	0.548
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	0.45	0.88	0.88	0.46	0.07	0.548
BIOCARTA_RELA_PATHWAY	0.45	0.81	0.59	0.86	0.03	0.548
REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT	0.62	0.03	0.63	0.69	0.78	0.55
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE	0.49	0.49	0.67	0.36	0.74	0.55
PID_ERA_GENOMIC_PATHWAY	0.69	0.05	0.56	0.48	0.97	0.55
BIOCARTA_MCALPAIN_PATHWAY	0.82	0.91	0.31	0.20	0.52	0.552
REACTOME_PI_METABOLISM	0.13	0.65	0.79	0.98	0.22	0.554
KEGG_RNA_POLYMERASE	0.51	0.37	0.29	0.79	0.81	0.554
KEGG_HEMATOPOIETIC_CELL_LINEAGE	0.46	0.35	0.44	0.99	0.53	0.554
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	0.90	0.11	0.29	0.49	0.98	0.554
PID_TCR_PATHWAY	0.98	0.36	0.37	0.38	0.69	0.556
BIOCARTA_BLYMPHOCYTE_PATHWAY	0.96	0.58	0.44	0.61	0.19	0.556
REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING	0.59	0.94	0.98	0.25	0.02	0.556
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.90	0.35	0.37	0.98	0.18	0.556
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	0.41	0.61	0.89	0.82	0.05	0.556
REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR	0.74	0.60	0.27	0.68	0.49	0.556
BIOCARTA_FCER1_PATHWAY	0.74	0.91	0.46	0.35	0.33	0.558
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	0.45	0.98	0.90	0.29	0.17	0.558
PID_GMCSF_PATHWAY	0.66	0.26	0.75	0.62	0.50	0.558
PID_UPA_UPAR_PATHWAY	0.03	0.83	0.83	0.96	0.15	0.56
BIOCARTA_NEUROTRANSMITTERS_PATHWAY	0.84	0.00	0.82	0.77	0.37	0.56
BIOCARTA_IL17_PATHWAY	0.88	0.39	0.50	0.90	0.13	0.56
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.82	0.50	0.61	0.52	0.35	0.56
REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS	0.08	0.96	0.48	0.29	0.99	0.56
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	0.11	0.39	1.00	1.00	0.30	0.56
PID_RAS_PATHWAY	0.81	0.80	0.25	0.18	0.77	0.562
REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0	0.66	0.03	0.74	0.72	0.66	0.562
PID_ARF6_TRAFFICKINGPATHWAY	0.34	0.50	0.63	0.69	0.65	0.562
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	0.99	0.45	0.87	0.42	0.08	0.562
KEGG_PEROXISOME	0.82	0.54	0.49	0.49	0.47	0.562
