Gene Set	Basal	Her2	LumA	LumB	Average p-value
ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY	0.01	0.49	0.01	0.65	0.29
PID_IL2_1PATHWAY	0.01	0.25	0.01	0.89	0.29
KEGG_ONE_CARBON_POOL_BY_FOLATE	0.29	0.17	0.15	0.55	0.29
REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING	0.38	0.39	0.18	0.22	0.2925
REACTOME_PI_3K_CASCADE	0.00	0.69	0.00	0.48	0.2925
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	0.44	0.07	0.23	0.43	0.2925
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	0.14	0.48	0.30	0.26	0.295
REACTOME_SIGNALING_BY_FGFR	0.01	0.32	0.00	0.85	0.295
PID_FGF_PATHWAY	0.00	0.92	0.00	0.26	0.295
REACTOME_IMMUNE_SYSTEM	0.14	0.49	0.33	0.22	0.295
KEGG_ASTHMA	0.18	0.45	0.18	0.38	0.2975
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLP1	0.36	0.54	0.11	0.18	0.2975
BIOCARTA_PYK2_PATHWAY	0.18	0.12	0.02	0.87	0.2975
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6	0.13	0.42	0.16	0.48	0.2975
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	0.56	0.11	0.45	0.07	0.2975
BIOCARTA_AKT_PATHWAY	0.00	1.00	0.00	0.20	0.3
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	0.29	0.36	0.23	0.32	0.3
ST_INTERLEUKIN_13_PATHWAY	0.36	0.74	0.01	0.10	0.3025
PID_IL12_STAT4PATHWAY	0.10	0.22	0.16	0.73	0.3025
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	0.56	0.11	0.16	0.38	0.3025
REACTOME_G_PROTEIN_ACTIVATION	0.46	0.40	0.12	0.23	0.3025
REACTOME_GAB1_SIGNALOSOME	0.01	0.58	0.01	0.61	0.3025
BIOCARTA_INSULIN_PATHWAY	0.00	0.21	0.00	1.00	0.3025
ST_IL_13_PATHWAY	0.36	0.74	0.01	0.10	0.3025
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.02	0.93	0.06	0.20	0.3025
BIOCARTA_LONGEVITY_PATHWAY	0.00	1.00	0.00	0.21	0.3025
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	0.31	0.29	0.26	0.35	0.3025
PID_P38_MK2PATHWAY	0.11	0.54	0.05	0.52	0.305
REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS	0.18	0.54	0.24	0.26	0.305
REACTOME_IL_RECEPTOR_SHC_SIGNALING	0.02	0.31	0.02	0.87	0.305
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	0.18	0.24	0.19	0.61	0.305
BIOCARTA_FREE_PATHWAY	0.38	0.12	0.51	0.21	0.305
REACTOME_ENOS_ACTIVATION_AND_REGULATION	0.66	0.15	0.27	0.14	0.305
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0.09	0.19	0.35	0.59	0.305
REACTOME_NEPHRIN_INTERACTIONS	0.00	0.22	0.00	1.00	0.305
REACTOME_SIGNALING_BY_RHO_GTPASES	0.04	0.47	0.10	0.62	0.3075
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	0.29	0.27	0.24	0.43	0.3075
REACTOME_GLUCOSE_METABOLISM	0.13	0.46	0.10	0.54	0.3075
REACTOME_SIGNALING_BY_SCF_KIT	0.01	1.00	0.00	0.22	0.3075
REACTOME_P2Y_RECEPTORS	0.43	0.51	0.09	0.20	0.3075
REACTOME_ACTIVATION_OF_GENES_BY_ATF4	0.22	0.55	0.26	0.21	0.31
REACTOME_CD28_DEPENDENT_VAV1_PATHWAY	0.52	0.26	0.29	0.17	0.31
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI	0.20	0.54	0.19	0.31	0.31
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.20	0.65	0.26	0.14	0.3125
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	0.57	0.31	0.08	0.29	0.3125
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	0.41	0.07	0.28	0.49	0.3125
REACTOME_IL1_SIGNALING	0.19	0.85	0.18	0.03	0.3125
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	0.18	0.24	0.16	0.67	0.3125
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	0.43	0.26	0.35	0.21	0.3125
REACTOME_CRMPS_IN_SEMA3A_SIGNALING	0.02	0.10	0.35	0.78	0.3125
BIOCARTA_EDG1_PATHWAY	0.01	0.24	0.01	1.00	0.315
PID_RHOA_REG_PATHWAY	0.19	0.42	0.17	0.48	0.315
PID_MET_PATHWAY	0.00	0.29	0.00	0.97	0.315
BIOCARTA_AGPCR_PATHWAY	0.36	0.64	0.04	0.22	0.315
BIOCARTA_ECM_PATHWAY	0.00	0.26	0.00	1.00	0.315
BIOCARTA_LEPTIN_PATHWAY	0.39	0.67	0.06	0.14	0.315
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	0.28	0.43	0.17	0.38	0.315
PID_ERBB1_INTERNALIZATION_PATHWAY	0.01	1.00	0.01	0.24	0.315
PID_HEDGEHOG_GLIPATHWAY	0.10	0.53	0.60	0.03	0.315
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	0.22	0.51	0.14	0.39	0.315
REACTOME_RAP1_SIGNALLING	0.36	0.58	0.17	0.15	0.315
REACTOME_DOWNSTREAM_TCR_SIGNALING	0.01	0.24	0.02	1.00	0.3175
REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	0.52	0.39	0.04	0.32	0.3175
BIOCARTA_BARR_MAPK_PATHWAY	0.56	0.27	0.09	0.35	0.3175
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	0.43	0.44	0.09	0.31	0.3175
PID_SMAD2_3PATHWAY	0.00	0.59	0.00	0.68	0.3175
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	0.31	0.15	0.30	0.51	0.3175
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	0.00	0.30	0.00	0.97	0.3175
PID_AR_NONGENOMIC_PATHWAY	0.01	0.38	0.01	0.87	0.3175
BIOCARTA_MET_PATHWAY	0.01	0.25	0.01	1.00	0.3175
REACTOME_DNA_STRAND_ELONGATION	0.64	0.12	0.32	0.20	0.32
BIOCARTA_CTL_PATHWAY	0.51	0.17	0.28	0.32	0.32
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	0.02	0.21	0.28	0.77	0.32
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	0.01	0.58	0.01	0.68	0.32
KEGG_RNA_POLYMERASE	0.14	0.46	0.08	0.61	0.3225
BIOCARTA_EIF2_PATHWAY	0.40	0.53	0.14	0.22	0.3225
REACTOME_RNA_POL_III_TRANSCRIPTION	0.50	0.12	0.29	0.38	0.3225
PID_RB_1PATHWAY	0.22	0.25	0.26	0.56	0.3225
BIOCARTA_AHSP_PATHWAY	0.42	0.29	0.23	0.35	0.3225
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	0.18	0.12	0.02	0.98	0.325
REACTOME_SIGNALING_BY_NOTCH3	0.58	0.18	0.06	0.48	0.325
REACTOME_HDL_MEDIATED_LIPID_TRANSPORT	0.39	0.75	0.11	0.05	0.325
BIOCARTA_BLYMPHOCYTE_PATHWAY	0.17	0.15	0.27	0.71	0.325
BIOCARTA_HSP27_PATHWAY	0.42	0.25	0.08	0.55	0.325
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	0.14	0.24	0.30	0.62	0.325
BIOCARTA_RAB_PATHWAY	0.43	0.46	0.23	0.18	0.325
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	0.33	0.54	0.24	0.19	0.325
BIOCARTA_IL5_PATHWAY	0.36	0.46	0.24	0.24	0.325
REACTOME_METABOLISM_OF_CARBOHYDRATES	0.33	0.26	0.39	0.33	0.3275
REACTOME_SIGNAL_ATTENUATION	0.26	0.43	0.23	0.39	0.3275
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS	0.43	0.29	0.24	0.35	0.3275
BIOCARTA_PTEN_PATHWAY	0.00	0.31	0.00	1.00	0.3275
BIOCARTA_PROTEASOME_PATHWAY	0.31	0.49	0.12	0.39	0.3275
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	0.30	0.65	0.26	0.10	0.3275
REACTOME_SIGNALING_BY_ILS	0.03	1.00	0.02	0.27	0.33
REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR	0.00	1.00	0.00	0.32	0.33
REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN	0.15	0.80	0.33	0.04	0.33
REACTOME_PERK_REGULATED_GENE_EXPRESSION	0.18	0.58	0.18	0.38	0.33
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	0.81	0.17	0.18	0.16	0.33
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	0.34	0.57	0.11	0.31	0.3325
BIOCARTA_TOLL_PATHWAY	0.03	0.32	0.02	0.96	0.3325
REACTOME_PRESYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	0.43	0.26	0.35	0.29	0.3325
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	0.05	0.23	0.34	0.71	0.3325
REACTOME_TRANSPORT_OF_RIBONUCLEOPROTEINS_INTO_THE_HOST_NUCLEUS	0.46	0.12	0.45	0.30	0.3325
PID_AURORA_B_PATHWAY	0.44	0.03	0.80	0.06	0.3325
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE	0.43	0.23	0.29	0.38	0.3325
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0.20	0.32	0.70	0.11	0.3325
REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX	0.43	0.59	0.14	0.18	0.335
REACTOME_ADP_SIGNALLING_THROUGH_P2RY12	0.43	0.46	0.09	0.36	0.335
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	0.49	0.28	0.14	0.43	0.335
REACTOME_ASSOCIATION_OF_LICENSING_FACTORS_WITH_THE_PRE_REPLICATIVE_COMPLEX	0.43	0.59	0.14	0.18	0.335
PID_EPHA_FWDPATHWAY	0.24	0.04	0.37	0.69	0.335
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	0.34	0.46	0.16	0.38	0.335
BIOCARTA_MITOCHONDRIA_PATHWAY	0.34	0.22	0.27	0.51	0.335
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	0.01	0.57	0.25	0.51	0.335
PID_RAS_PATHWAY	0.36	0.44	0.17	0.38	0.3375
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR	0.40	0.52	0.25	0.18	0.3375
BIOCARTA_PPARA_PATHWAY	0.01	0.34	0.00	1.00	0.3375
PID_TCRJNKPATHWAY	0.00	1.00	0.00	0.35	0.3375
PID_ECADHERIN_NASCENTAJ_PATHWAY	0.01	0.34	0.01	1.00	0.34
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	0.63	0.19	0.32	0.22	0.34
PID_P38_MKK3_6PATHWAY	0.10	0.67	0.04	0.55	0.34
REACTOME_SIGNALING_BY_GPCR	0.02	0.73	0.30	0.31	0.34
PID_RAC1_REG_PATHWAY	0.19	0.99	0.16	0.02	0.34
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE	0.29	0.65	0.25	0.18	0.3425
REACTOME_AXON_GUIDANCE	0.09	0.74	0.01	0.53	0.3425
BIOCARTA_PARKIN_PATHWAY	0.20	0.32	0.28	0.57	0.3425
REACTOME_SIGNALING_BY_NOTCH2	0.25	0.57	0.03	0.52	0.3425
PID_ERB_GENOMIC_PATHWAY	0.39	0.09	0.51	0.38	0.3425
REACTOME_GAP_JUNCTION_ASSEMBLY	0.21	0.23	0.42	0.51	0.3425
REACTOME_PROTEIN_FOLDING	0.43	0.21	0.18	0.55	0.3425
REACTOME_BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS	0.39	0.55	0.29	0.14	0.3425
REACTOME_IL_6_SIGNALING	0.59	0.10	0.22	0.46	0.3425
BIOCARTA_SODD_PATHWAY	0.66	0.16	0.32	0.23	0.3425
REACTOME_POTASSIUM_CHANNELS	0.75	0.54	0.02	0.06	0.3425
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	0.54	0.23	0.55	0.05	0.3425
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0.00	1.00	0.00	0.38	0.345
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.12	0.52	0.39	0.35	0.345
BIOCARTA_TCAPOPTOSIS_PATHWAY	0.48	0.10	0.23	0.57	0.345
BIOCARTA_CTLA4_PATHWAY	0.00	0.38	0.00	1.00	0.345
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	0.64	0.29	0.35	0.10	0.345
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS	0.33	0.57	0.35	0.13	0.345
REACTOME_EXTRINSIC_PATHWAY_FOR_APOPTOSIS	0.41	0.32	0.20	0.45	0.345
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING	0.28	0.29	0.26	0.55	0.345
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.21	0.78	0.01	0.39	0.3475
BIOCARTA_NKT_PATHWAY	0.56	0.13	0.22	0.48	0.3475
BIOCARTA_GABA_PATHWAY	0.60	0.23	0.49	0.07	0.3475
PID_TXA2PATHWAY	0.49	0.37	0.49	0.04	0.3475
REACTOME_GLYCOPROTEIN_HORMONES	0.30	0.43	0.22	0.45	0.35
REACTOME_REGULATION_OF_COMPLEMENT_CASCADE	0.36	0.39	0.35	0.30	0.35
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	0.02	0.58	0.02	0.78	0.35
BIOCARTA_IL17_PATHWAY	0.56	0.58	0.14	0.12	0.35
BIOCARTA_VDR_PATHWAY	0.05	0.46	0.27	0.62	0.35
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS	0.30	0.43	0.22	0.45	0.35
REACTOME_METABOLISM_OF_PROTEINS	0.34	0.30	0.46	0.30	0.35
BIOCARTA_DEATH_PATHWAY	0.50	0.11	0.41	0.38	0.35
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	0.13	0.46	0.16	0.66	0.3525
BIOCARTA_TNFR2_PATHWAY	0.55	0.43	0.00	0.43	0.3525
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	0.02	0.92	0.38	0.09	0.3525
BIOCARTA_CALCINEURIN_PATHWAY	0.29	0.67	0.23	0.22	0.3525
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	0.56	0.43	0.25	0.17	0.3525
BIOCARTA_DREAM_PATHWAY	0.19	0.57	0.25	0.40	0.3525
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	0.71	0.07	0.62	0.01	0.3525
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	0.38	0.54	0.06	0.44	0.355
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	0.13	0.28	0.42	0.59	0.355
PID_AVB3_INTEGRIN_PATHWAY	0.01	1.00	0.00	0.41	0.355
KEGG_N_GLYCAN_BIOSYNTHESIS	0.27	0.57	0.55	0.03	0.355
PID_INSULIN_GLUCOSE_PATHWAY	0.43	0.28	0.28	0.43	0.355
ST_GAQ_PATHWAY	0.27	0.84	0.18	0.13	0.355
BIOCARTA_RANKL_PATHWAY	0.17	0.71	0.39	0.15	0.355
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	0.14	0.24	0.39	0.66	0.3575
REACTOME_FORMATION_OF_TRANSCRIPTION_COUPLED_NER_TC_NER_REPAIR_COMPLEX	0.39	0.06	0.25	0.73	0.3575
REACTOME_CHOLESTEROL_BIOSYNTHESIS	0.21	0.44	0.24	0.54	0.3575
KEGG_TYPE_II_DIABETES_MELLITUS	0.02	0.40	0.02	0.99	0.3575
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	0.41	0.30	0.24	0.48	0.3575
REACTOME_SIGNALING_BY_ACTIVATED_POINT_MUTANTS_OF_FGFR1	0.29	0.43	0.23	0.48	0.3575
REACTOME_SIGNALING_BY_ERBB4	0.00	0.68	0.00	0.75	0.3575
KEGG_STEROID_BIOSYNTHESIS	0.43	0.36	0.09	0.55	0.3575
BIOCARTA_PTDINS_PATHWAY	0.63	0.29	0.29	0.22	0.3575
PID_GMCSF_PATHWAY	0.01	0.44	0.01	0.97	0.3575
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	0.34	0.71	0.31	0.07	0.3575
PID_EPHBFWDPATHWAY	0.02	1.00	0.02	0.39	0.3575
REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE	0.45	0.00	0.92	0.06	0.3575
BIOCARTA_TNFR1_PATHWAY	0.05	0.95	0.04	0.40	0.36
REACTOME_SHC_MEDIATED_CASCADE	0.21	0.37	0.41	0.45	0.36
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	0.10	0.52	0.39	0.43	0.36
PID_S1P_S1P2_PATHWAY	0.29	0.67	0.19	0.29	0.36
REACTOME_NOD1_2_SIGNALING_PATHWAY	0.51	0.26	0.09	0.58	0.36
BIOCARTA_RAS_PATHWAY	0.00	0.44	0.00	1.00	0.36
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	0.66	0.22	0.32	0.24	0.36
REACTOME_DIABETES_PATHWAYS	0.47	0.18	0.33	0.46	0.36
BIOCARTA_IL6_PATHWAY	0.75	0.03	0.23	0.43	0.36
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	0.50	0.22	0.29	0.43	0.36
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	0.15	0.80	0.04	0.46	0.3625
REACTOME_INHIBITION_OF_INSULIN_SECRETION_BY_ADRENALINE_NORADRENALINE	0.64	0.15	0.23	0.43	0.3625
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	0.28	0.11	0.45	0.61	0.3625
SA_REG_CASCADE_OF_CYCLIN_EXPR	0.67	0.18	0.05	0.55	0.3625
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.11	0.64	0.30	0.40	0.3625
REACTOME_KERATAN_SULFATE_DEGRADATION	0.29	0.57	0.24	0.35	0.3625
REACTOME_DESTABILIZATION_OF_MRNA_BY_TRISTETRAPROLIN_TTP	0.22	0.50	0.35	0.38	0.3625
PID_INTEGRIN4_PATHWAY	0.19	0.36	0.73	0.17	0.3625
REACTOME_ARMS_MEDIATED_ACTIVATION	0.33	0.36	0.17	0.59	0.3625
KEGG_LYSOSOME	0.58	0.22	0.60	0.06	0.365
PID_VEGFR1_PATHWAY	0.01	0.43	0.02	1.00	0.365
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	0.64	0.28	0.24	0.30	0.365
BIOCARTA_IL2_PATHWAY	0.35	0.25	0.00	0.86	0.365
PID_IGF1_PATHWAY	0.01	1.00	0.01	0.44	0.365
BIOCARTA_BARRESTIN_SRC_PATHWAY	0.51	0.44	0.11	0.40	0.365
REACTOME_XENOBIOTICS	0.05	0.43	0.39	0.59	0.365
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	0.10	1.00	0.30	0.07	0.3675
REACTOME_PHASE_II_CONJUGATION	0.61	0.18	0.35	0.33	0.3675
PID_LYSOPHOSPHOLIPID_PATHWAY	0.97	0.11	0.08	0.31	0.3675
REACTOME_LIGAND_GATED_ION_CHANNEL_TRANSPORT	0.63	0.59	0.09	0.17	0.37
REACTOME_SIGNALING_BY_HIPPO	0.70	0.07	0.68	0.03	0.37
PID_BCR_5PATHWAY	0.00	0.69	0.00	0.79	0.37
KEGG_REGULATION_OF_AUTOPHAGY	0.50	0.23	0.08	0.67	0.37
PID_ATF2_PATHWAY	0.55	0.28	0.32	0.33	0.37
BIOCARTA_VEGF_PATHWAY	0.01	1.00	0.01	0.46	0.37
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	0.59	0.24	0.21	0.45	0.3725
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PLC_BETA	0.26	0.67	0.23	0.33	0.3725
REACTOME_ADP_SIGNALLING_THROUGH_P2RY1	0.23	0.58	0.25	0.43	0.3725
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES	0.14	0.67	0.21	0.47	0.3725
BIOCARTA_ERYTH_PATHWAY	0.29	0.27	0.32	0.62	0.375
BIOCARTA_TH1TH2_PATHWAY	0.43	0.31	0.24	0.52	0.375
PID_ARF6DOWNSTREAMPATHWAY	0.19	0.65	0.23	0.43	0.375
PID_ARF6_PATHWAY	0.24	0.46	0.45	0.35	0.375
BIOCARTA_AT1R_PATHWAY	0.19	0.40	0.02	0.89	0.375
REACTOME_FGFR4_LIGAND_BINDING_AND_ACTIVATION	0.40	0.23	0.26	0.61	0.375
BIOCARTA_P38MAPK_PATHWAY	0.10	0.49	0.04	0.88	0.3775
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	0.21	0.24	0.43	0.63	0.3775
REACTOME_PYRUVATE_METABOLISM	0.60	0.29	0.05	0.57	0.3775
REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_TRANSAMINATION	0.22	0.57	0.20	0.52	0.3775
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION	0.55	0.40	0.20	0.36	0.3775
BIOCARTA_CERAMIDE_PATHWAY	0.00	0.65	0.00	0.87	0.38
PID_IL1PATHWAY	0.02	1.00	0.02	0.48	0.38
BIOCARTA_ASBCELL_PATHWAY	0.28	0.58	0.23	0.43	0.38
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	0.09	0.47	0.36	0.60	0.38
REACTOME_BETA_DEFENSINS	0.12	0.33	0.41	0.66	0.38
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING	0.60	0.30	0.08	0.55	0.3825
REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS	0.29	0.50	0.17	0.57	0.3825
BIOCARTA_IL4_PATHWAY	0.56	0.55	0.36	0.06	0.3825
ST_INTERLEUKIN_4_PATHWAY	0.01	0.51	0.01	1.00	0.3825
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	0.61	0.35	0.34	0.23	0.3825
REACTOME_NCAM1_INTERACTIONS	0.53	0.46	0.25	0.29	0.3825
ST_STAT3_PATHWAY	0.33	0.76	0.05	0.39	0.3825
REACTOME_ETHANOL_OXIDATION	0.36	0.12	0.30	0.76	0.385
BIOCARTA_CFTR_PATHWAY	0.71	0.52	0.19	0.12	0.385
REACTOME_METABOLISM_OF_PORPHYRINS	0.43	0.29	0.24	0.58	0.385
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	0.36	0.57	0.40	0.21	0.385
REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION	0.26	0.60	0.66	0.02	0.385
BIOCARTA_HDAC_PATHWAY	0.01	1.00	0.01	0.52	0.385
REACTOME_REGULATION_OF_IFNG_SIGNALING	0.26	0.64	0.27	0.38	0.3875
PID_S1P_S1P1_PATHWAY	0.08	0.94	0.36	0.17	0.3875
REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE	0.81	0.15	0.06	0.53	0.3875
BIOCARTA_DNAFRAGMENT_PATHWAY	0.45	0.18	0.34	0.58	0.3875
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	0.21	0.41	0.80	0.13	0.3875
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.19	0.72	0.41	0.23	0.3875
REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	0.19	0.53	0.32	0.51	0.3875
REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS	0.00	1.00	0.00	0.55	0.3875
PID_ERBB1_DOWNSTREAM_PATHWAY	0.00	0.79	0.00	0.76	0.3875
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	0.01	0.78	0.23	0.53	0.3875
REACTOME_GAP_JUNCTION_DEGRADATION	0.36	0.08	0.88	0.23	0.3875
REACTOME_METABOLISM_OF_POLYAMINES	0.49	0.25	0.30	0.51	0.3875
KEGG_SULFUR_METABOLISM	0.19	0.30	0.32	0.74	0.3875
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	0.39	0.29	0.45	0.43	0.39
REACTOME_SEROTONIN_RECEPTORS	0.63	0.29	0.25	0.39	0.39
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.01	0.99	0.10	0.46	0.39
KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.50	0.30	0.72	0.04	0.39
REACTOME_HS_GAG_BIOSYNTHESIS	0.31	0.61	0.41	0.23	0.39
REACTOME_MTORC1_MEDIATED_SIGNALLING	0.28	0.54	0.36	0.38	0.39
PID_ECADHERIN_STABILIZATION_PATHWAY	1.00	0.08	0.31	0.17	0.39
BIOCARTA_MTOR_PATHWAY	0.00	0.65	0.00	0.92	0.3925
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	0.43	0.62	0.35	0.17	0.3925
KEGG_CELL_ADHESION_MOLECULES_CAMS	0.73	0.12	0.48	0.24	0.3925
PID_CD8TCRPATHWAY	0.75	0.31	0.43	0.08	0.3925
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR	0.19	0.62	0.21	0.55	0.3925
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	0.71	0.22	0.25	0.39	0.3925
