Gene Set	Basal	Her2	LumA	LumB	Average p-value
PID_FOXM1PATHWAY	0.68	0.83	0.76	0.07	0.585
REACTOME_GAP_JUNCTION_TRAFFICKING	0.27	0.93	0.67	0.47	0.585
SA_MMP_CYTOKINE_CONNECTION	0.59	0.78	0.49	0.49	0.5875
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE	0.96	0.53	0.77	0.09	0.5875
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.73	0.81	0.70	0.11	0.5875
PID_EPOPATHWAY	0.97	0.67	0.48	0.23	0.5875
ST_MYOCYTE_AD_PATHWAY	0.81	0.16	0.57	0.81	0.5875
REACTOME_ADP_SIGNALLING_THROUGH_P2RY1	0.67	0.52	0.99	0.17	0.5875
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	0.86	0.25	0.71	0.54	0.59
REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS	0.64	0.92	0.78	0.02	0.59
BIOCARTA_CTL_PATHWAY	0.31	0.33	0.80	0.92	0.59
PID_ANGIOPOIETINRECEPTOR_PATHWAY	0.68	0.30	1.00	0.38	0.59
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	0.44	0.90	0.67	0.35	0.59
BIOCARTA_INFLAM_PATHWAY	0.32	0.82	0.87	0.35	0.59
REACTOME_XENOBIOTICS	0.89	0.50	0.83	0.14	0.59
REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2	0.85	0.59	0.39	0.54	0.5925
BIOCARTA_IL1R_PATHWAY	0.16	0.97	0.99	0.25	0.5925
BIOCARTA_CYTOKINE_PATHWAY	0.44	0.72	0.96	0.25	0.5925
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	0.71	0.38	0.98	0.30	0.5925
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	0.89	0.20	0.43	0.85	0.5925
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	0.32	0.78	0.98	0.30	0.595
BIOCARTA_D4GDI_PATHWAY	0.89	0.48	0.16	0.85	0.595
PID_ILK_PATHWAY	0.75	0.65	0.97	0.02	0.5975
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	0.79	0.58	0.46	0.57	0.6
REACTOME_CA_DEPENDENT_EVENTS	0.89	0.42	0.93	0.16	0.6
BIOCARTA_MPR_PATHWAY	1.00	0.03	0.39	0.98	0.6
KEGG_LEISHMANIA_INFECTION	0.00	0.75	0.94	0.71	0.6
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	0.89	0.39	0.60	0.53	0.6025
REACTOME_HYALURONAN_METABOLISM	0.45	0.73	0.70	0.53	0.6025
BIOCARTA_INTEGRIN_PATHWAY	0.29	0.94	0.93	0.26	0.605
KEGG_GLYCEROLIPID_METABOLISM	0.92	0.46	0.15	0.89	0.605
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS	0.92	0.52	0.68	0.30	0.605
PID_LYSOPHOSPHOLIPID_PATHWAY	0.67	0.74	0.98	0.03	0.605
REACTOME_SMOOTH_MUSCLE_CONTRACTION	0.98	0.31	0.99	0.15	0.6075
REACTOME_GLUCURONIDATION	0.64	0.45	0.99	0.35	0.6075
BIOCARTA_MCM_PATHWAY	0.93	0.43	0.10	0.97	0.6075
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0.78	0.50	0.40	0.75	0.6075
KEGG_ENDOMETRIAL_CANCER	1.00	0.03	0.99	0.41	0.6075
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.70	0.45	1.00	0.29	0.61
BIOCARTA_TOB1_PATHWAY	0.67	0.24	0.72	0.81	0.61
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.45	0.84	0.73	0.42	0.61
REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS	0.87	0.21	0.81	0.55	0.61
KEGG_SELENOAMINO_ACID_METABOLISM	0.82	0.45	0.51	0.66	0.61
REACTOME_PYRIMIDINE_CATABOLISM	0.83	0.87	0.34	0.41	0.6125
PID_CONE_PATHWAY	0.74	0.25	0.56	0.90	0.6125
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	0.97	0.16	0.67	0.66	0.615
REACTOME_DEVELOPMENTAL_BIOLOGY	0.55	0.00	0.91	1.00	0.615
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS	0.82	0.10	0.94	0.60	0.615
KEGG_MAPK_SIGNALING_PATHWAY	0.14	0.80	1.00	0.53	0.6175
BIOCARTA_CSK_PATHWAY	1.00	0.18	0.31	0.98	0.6175
REACTOME_ENDOGENOUS_STEROLS	0.70	0.50	0.74	0.55	0.6225
BIOCARTA_PPARA_PATHWAY	0.35	0.66	0.64	0.84	0.6225
REACTOME_IL_RECEPTOR_SHC_SIGNALING	0.32	0.97	0.96	0.25	0.625
REACTOME_L1CAM_INTERACTIONS	0.84	0.35	0.47	0.84	0.625
PID_ERA_GENOMIC_PATHWAY	0.84	0.08	0.64	0.94	0.625
KEGG_GLIOMA	1.00	0.77	0.68	0.06	0.6275
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	0.67	0.71	0.69	0.44	0.6275
PID_HIF2PATHWAY	0.46	0.89	0.72	0.44	0.6275
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	0.57	0.86	0.84	0.25	0.63
KEGG_STEROID_BIOSYNTHESIS	0.99	0.65	0.32	0.56	0.63
KEGG_SULFUR_METABOLISM	0.84	0.52	0.32	0.84	0.63
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	0.99	0.00	0.98	0.56	0.6325
REACTOME_S_PHASE	1.00	0.34	0.31	0.88	0.6325
REACTOME_IL_2_SIGNALING	0.46	0.56	0.89	0.63	0.635
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	0.30	0.60	0.80	0.84	0.635
KEGG_OLFACTORY_TRANSDUCTION	0.65	0.95	0.30	0.64	0.635
REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS	0.79	0.99	0.59	0.17	0.635
ST_INTEGRIN_SIGNALING_PATHWAY	1.00	0.33	0.98	0.23	0.635
REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	0.28	0.50	0.86	0.90	0.635
REACTOME_IL_3_5_AND_GM_CSF_SIGNALING	0.53	0.71	0.78	0.53	0.6375
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	0.71	0.59	0.96	0.29	0.6375
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0.94	0.59	0.37	0.65	0.6375
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.89	0.99	0.60	0.08	0.64
BIOCARTA_CACAM_PATHWAY	0.64	0.95	0.68	0.29	0.64
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV1_INFECTION	0.53	0.86	0.18	0.99	0.64
KEGG_SMALL_CELL_LUNG_CANCER	0.84	0.71	0.80	0.21	0.64
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS	0.54	0.67	0.58	0.78	0.6425
BIOCARTA_GATA3_PATHWAY	0.98	0.41	0.64	0.55	0.645
BIOCARTA_FREE_PATHWAY	0.69	0.78	0.43	0.68	0.645
REACTOME_INFLAMMASOMES	0.70	0.52	0.36	1.00	0.645
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	0.89	0.54	0.25	0.90	0.645
REACTOME_GLYCOLYSIS	0.99	0.25	0.81	0.54	0.6475
KEGG_JAK_STAT_SIGNALING_PATHWAY	0.33	0.78	1.00	0.48	0.6475
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	0.46	0.69	0.98	0.46	0.6475
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	0.25	0.89	0.61	0.84	0.6475
BIOCARTA_GSK3_PATHWAY	0.97	0.24	1.00	0.38	0.6475
PID_AR_PATHWAY	0.91	0.60	0.46	0.63	0.65
PID_NOTCH_PATHWAY	1.00	0.04	0.64	0.92	0.65
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	0.58	0.82	0.72	0.49	0.6525
KEGG_PURINE_METABOLISM	0.74	0.59	0.80	0.48	0.6525
BIOCARTA_PLCE_PATHWAY	0.98	0.37	0.27	0.99	0.6525
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.25	0.83	0.89	0.64	0.6525
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	0.64	0.74	0.48	0.76	0.655
PID_ENDOTHELINPATHWAY	0.29	0.78	0.95	0.60	0.655
KEGG_THYROID_CANCER	0.98	0.01	0.93	0.70	0.655
REACTOME_PURINE_CATABOLISM	0.53	0.74	0.71	0.64	0.655
REACTOME_PLC_BETA_MEDIATED_EVENTS	0.97	0.55	0.99	0.12	0.6575
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES	0.78	0.82	0.40	0.64	0.66
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	0.46	0.65	0.81	0.73	0.6625
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	0.64	0.65	0.39	0.97	0.6625
REACTOME_GLUCOSE_METABOLISM	0.71	0.55	0.84	0.55	0.6625
BIOCARTA_STEM_PATHWAY	0.81	0.43	0.92	0.49	0.6625
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	0.63	0.97	0.84	0.21	0.6625
REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	0.56	0.92	0.63	0.55	0.665
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.81	0.78	0.26	0.81	0.665
PID_RB_1PATHWAY	0.92	0.65	0.57	0.52	0.665
REACTOME_NEURONAL_SYSTEM	0.79	0.95	0.52	0.40	0.665
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0.93	0.99	0.50	0.25	0.6675
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	1.00	0.00	0.99	0.68	0.6675
REACTOME_FRS2_MEDIATED_CASCADE	0.69	0.60	0.70	0.68	0.6675
BIOCARTA_RELA_PATHWAY	0.64	0.58	0.57	0.88	0.6675
BIOCARTA_NO1_PATHWAY	0.34	0.64	0.96	0.74	0.67
REACTOME_PLATELET_HOMEOSTASIS	0.88	0.45	0.51	0.84	0.67
BIOCARTA_EPHA4_PATHWAY	0.83	0.93	0.88	0.04	0.67
PID_ALPHASYNUCLEIN_PATHWAY	0.73	0.94	0.77	0.24	0.67
KEGG_P53_SIGNALING_PATHWAY	0.95	0.93	0.35	0.45	0.67
PID_P38GAMMADELTAPATHWAY	0.94	0.20	0.71	0.84	0.6725
ST_TUMOR_NECROSIS_FACTOR_PATHWAY	0.60	0.59	0.61	0.89	0.6725
PID_INSULIN_GLUCOSE_PATHWAY	0.71	0.43	0.55	1.00	0.6725
BIOCARTA_CASPASE_PATHWAY	0.56	0.83	0.35	0.96	0.675
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0.96	0.68	0.92	0.14	0.675
PID_TAP63PATHWAY	0.15	0.97	0.88	0.71	0.6775
BIOCARTA_CCR5_PATHWAY	0.86	0.93	0.68	0.24	0.6775
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	0.92	0.14	0.71	0.94	0.6775
ST_FAS_SIGNALING_PATHWAY	0.91	0.84	0.52	0.44	0.6775
PID_REELINPATHWAY	0.98	0.49	0.98	0.26	0.6775
BIOCARTA_IL22BP_PATHWAY	0.98	0.17	0.78	0.78	0.6775
BIOCARTA_MYOSIN_PATHWAY	0.99	0.34	0.99	0.40	0.68
PID_INTEGRIN_A4B1_PATHWAY	0.98	0.52	0.98	0.24	0.68
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.66	0.78	0.32	0.96	0.68
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	0.85	0.81	0.87	0.19	0.68
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS	0.96	0.59	0.68	0.49	0.68
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	0.84	0.44	0.97	0.47	0.68
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.43	0.88	0.94	0.47	0.68
PID_PTP1BPATHWAY	0.65	0.34	0.76	0.98	0.6825
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	0.79	0.71	0.81	0.42	0.6825
REACTOME_SIGNALING_BY_FGFR1_MUTANTS	0.87	0.38	0.87	0.61	0.6825
PID_REG_GR_PATHWAY	0.32	0.47	0.94	1.00	0.6825
BIOCARTA_WNT_PATHWAY	0.81	0.75	0.89	0.28	0.6825
BIOCARTA_LEPTIN_PATHWAY	0.98	0.42	0.99	0.35	0.685
REACTOME_BASIGIN_INTERACTIONS	0.87	0.77	0.29	0.81	0.685
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	1.00	0.52	0.24	0.98	0.685
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	0.95	0.10	0.81	0.88	0.685
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	0.93	0.13	0.90	0.78	0.685
REACTOME_CD28_CO_STIMULATION	0.89	0.59	0.98	0.29	0.6875
REACTOME_M_G1_TRANSITION	1.00	0.65	0.12	0.98	0.6875
KEGG_PHENYLALANINE_METABOLISM	0.55	0.86	0.96	0.38	0.6875
REACTOME_DAG_AND_IP3_SIGNALING	0.98	0.56	1.00	0.21	0.6875
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION	0.85	0.59	0.67	0.64	0.6875
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.37	0.91	0.97	0.51	0.69
BIOCARTA_NFAT_PATHWAY	0.82	0.84	0.44	0.66	0.69
KEGG_CELL_CYCLE	1.00	0.92	0.40	0.44	0.69
REACTOME_DARPP_32_EVENTS	1.00	0.13	0.98	0.66	0.6925
BIOCARTA_PAR1_PATHWAY	1.00	0.24	1.00	0.53	0.6925
REACTOME_INHIBITION_OF_INSULIN_SECRETION_BY_ADRENALINE_NORADRENALINE	0.95	0.40	0.98	0.44	0.6925
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.99	0.69	0.09	1.00	0.6925
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	0.90	0.55	0.98	0.34	0.6925
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	0.78	0.50	0.93	0.57	0.695
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	0.96	0.88	0.68	0.26	0.695
BIOCARTA_CTLA4_PATHWAY	0.55	0.38	0.87	0.99	0.6975
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	0.94	0.38	1.00	0.47	0.6975
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	0.45	0.60	0.89	0.85	0.6975
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	0.82	0.69	0.32	0.96	0.6975
BIOCARTA_CELL2CELL_PATHWAY	0.92	0.38	0.86	0.64	0.7
BIOCARTA_HSP27_PATHWAY	0.64	0.66	0.85	0.65	0.7
KEGG_LINOLEIC_ACID_METABOLISM	0.99	0.60	0.72	0.49	0.7
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	0.34	0.67	0.89	0.90	0.7
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	0.84	0.81	0.66	0.50	0.7025
BIOCARTA_TCAPOPTOSIS_PATHWAY	0.89	0.33	0.68	0.91	0.7025
KEGG_TYPE_II_DIABETES_MELLITUS	0.87	0.74	0.95	0.25	0.7025
KEGG_ABC_TRANSPORTERS	0.67	0.51	0.92	0.71	0.7025
REACTOME_UNWINDING_OF_DNA	0.98	0.36	0.48	0.99	0.7025
PID_TOLL_ENDOGENOUS_PATHWAY	0.27	0.78	0.98	0.79	0.705
PID_IL1PATHWAY	0.10	0.85	0.98	0.89	0.705
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	0.56	0.70	0.80	0.76	0.705
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	0.59	0.59	0.73	0.92	0.7075
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	0.96	0.45	0.59	0.83	0.7075
REACTOME_SIGNAL_ATTENUATION	0.81	0.52	0.50	1.00	0.7075
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.44	0.92	0.69	0.79	0.71
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	0.98	0.34	0.72	0.81	0.7125
REACTOME_ADP_SIGNALLING_THROUGH_P2RY12	0.94	0.16	1.00	0.75	0.7125
BIOCARTA_NOS1_PATHWAY	0.99	0.51	1.00	0.35	0.7125
KEGG_RIBOFLAVIN_METABOLISM	0.60	0.76	0.88	0.61	0.7125
BIOCARTA_SARS_PATHWAY	0.79	0.18	0.95	0.93	0.7125
PID_CDC42_REG_PATHWAY	0.98	0.59	1.00	0.29	0.715
BIOCARTA_AGPCR_PATHWAY	0.99	0.12	0.80	0.95	0.715
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	0.44	0.92	0.53	0.98	0.7175
BIOCARTA_FAS_PATHWAY	0.91	0.92	0.19	0.85	0.7175
BIOCARTA_NO2IL12_PATHWAY	0.89	0.76	0.62	0.61	0.72
BIOCARTA_CARM1_PATHWAY	0.90	0.42	0.88	0.68	0.72
PID_IL12_2PATHWAY	0.62	0.78	0.73	0.75	0.72
REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING	0.89	0.72	0.88	0.39	0.72
REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	0.50	0.97	0.77	0.64	0.72
PID_KITPATHWAY	0.83	0.74	0.88	0.43	0.72
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.23	0.94	0.93	0.78	0.72
REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR	0.89	0.99	0.99	0.01	0.72
REACTOME_SIGNALING_BY_ERBB2	1.00	0.01	0.98	0.89	0.72
BIOCARTA_NTHI_PATHWAY	0.40	1.00	0.93	0.56	0.7225
BIOCARTA_CFTR_PATHWAY	0.99	0.59	0.32	0.99	0.7225
BIOCARTA_CALCINEURIN_PATHWAY	0.99	0.56	0.67	0.67	0.7225
PID_ERBB2ERBB3PATHWAY	1.00	0.01	0.99	0.89	0.7225
PID_TCRCALCIUMPATHWAY	0.86	0.59	0.79	0.65	0.7225
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII	0.89	0.98	0.99	0.03	0.7225
REACTOME_MEIOTIC_RECOMBINATION	0.71	0.84	0.35	1.00	0.725
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	0.89	0.34	0.83	0.84	0.725
REACTOME_NFKB_ACTIVATION_THROUGH_FADD_RIP1_PATHWAY_MEDIATED_BY_CASPASE_8_AND10	0.97	0.37	0.57	0.99	0.725
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	0.96	0.01	0.93	1.00	0.725
BIOCARTA_TGFB_PATHWAY	0.60	0.34	0.96	1.00	0.725
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	0.96	0.71	0.98	0.26	0.7275
REACTOME_HEMOSTASIS	0.54	0.61	0.85	0.91	0.7275
PID_RHODOPSIN_PATHWAY	0.94	0.42	0.87	0.68	0.7275
PID_RETINOIC_ACID_PATHWAY	0.85	0.31	0.76	1.00	0.73
KEGG_WNT_SIGNALING_PATHWAY	0.79	0.40	0.95	0.78	0.73
BIOCARTA_SPPA_PATHWAY	0.98	0.83	0.96	0.15	0.73
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	0.87	0.78	0.98	0.29	0.73
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.94	0.56	0.81	0.62	0.7325
REACTOME_PI_METABOLISM	0.96	0.81	0.97	0.19	0.7325
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	0.85	0.59	1.00	0.49	0.7325
PID_CMYB_PATHWAY	0.87	0.83	0.66	0.57	0.7325
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0.71	0.35	0.98	0.89	0.7325
BIOCARTA_CELLCYCLE_PATHWAY	0.89	0.77	0.68	0.60	0.735
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION	0.97	0.27	0.72	0.99	0.7375
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	0.77	0.79	0.41	0.98	0.7375
REACTOME_DIABETES_PATHWAYS	0.94	0.98	0.17	0.86	0.7375
PID_HEDGEHOG_GLIPATHWAY	0.98	0.33	0.77	0.87	0.7375
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.79	0.78	0.44	0.94	0.7375
BIOCARTA_AHSP_PATHWAY	0.91	0.75	0.99	0.30	0.7375
REACTOME_CRMPS_IN_SEMA3A_SIGNALING	0.89	0.73	0.90	0.43	0.7375
BIOCARTA_G1_PATHWAY	0.91	0.59	0.89	0.56	0.7375
REACTOME_SIGNALING_BY_RHO_GTPASES	0.88	0.53	0.71	0.84	0.74
PID_RAS_PATHWAY	0.66	0.78	0.72	0.80	0.74
REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	0.33	0.69	0.95	0.99	0.74
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.78	0.65	0.98	0.55	0.74
BIOCARTA_CXCR4_PATHWAY	0.95	0.38	1.00	0.64	0.7425
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	0.92	0.27	0.84	0.94	0.7425
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION	0.80	0.72	0.80	0.65	0.7425
REACTOME_PURINE_SALVAGE	0.70	0.92	0.81	0.54	0.7425
REACTOME_PROLACTIN_RECEPTOR_SIGNALING	0.54	0.67	0.91	0.86	0.745
REACTOME_G2_M_CHECKPOINTS	1.00	0.81	0.17	1.00	0.745
KEGG_STEROID_HORMONE_BIOSYNTHESIS	0.82	0.52	0.88	0.76	0.745
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.84	0.98	0.40	0.76	0.745
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	0.99	0.68	0.48	0.83	0.745
BIOCARTA_CDK5_PATHWAY	0.81	0.95	0.46	0.77	0.7475
PID_E2F_PATHWAY	1.00	1.00	0.06	0.93	0.7475
REACTOME_MYOGENESIS	0.99	0.46	1.00	0.54	0.7475
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING	0.99	0.02	0.98	1.00	0.7475
REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS	0.91	0.82	0.56	0.70	0.7475
PID_S1P_S1P3_PATHWAY	0.72	0.75	0.96	0.56	0.7475
BIOCARTA_DREAM_PATHWAY	0.89	0.48	0.79	0.83	0.7475
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	0.62	0.82	0.67	0.88	0.7475
PID_ERBB4_PATHWAY	0.98	0.06	1.00	0.96	0.75
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	0.72	0.82	0.91	0.55	0.75
REACTOME_SYNTHESIS_OF_PC	0.99	0.11	0.91	1.00	0.7525
REACTOME_SIGNALING_BY_FGFR	0.95	0.87	0.98	0.21	0.7525
KEGG_VEGF_SIGNALING_PATHWAY	0.97	0.88	0.87	0.29	0.7525
PID_VEGFR1_2_PATHWAY	0.82	0.84	0.96	0.39	0.7525
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	1.00	0.24	0.90	0.87	0.7525
REACTOME_SYNTHESIS_OF_DNA	1.00	0.61	0.42	0.98	0.7525
PID_S1P_S1P1_PATHWAY	0.89	0.42	0.75	0.96	0.755
REACTOME_INNATE_IMMUNE_SYSTEM	0.11	0.92	1.00	0.99	0.755
PID_S1P_S1P4_PATHWAY	0.95	0.24	0.94	0.89	0.755
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION	0.95	0.19	0.99	0.89	0.755
KEGG_ADHERENS_JUNCTION	0.97	0.09	0.97	0.99	0.755
BIOCARTA_RANMS_PATHWAY	0.96	0.29	0.91	0.86	0.755
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	0.99	0.70	0.33	1.00	0.755
PID_ERBB_NETWORK_PATHWAY	0.99	0.11	0.99	0.93	0.755
PID_FRA_PATHWAY	0.82	0.94	0.64	0.62	0.755
PID_SMAD2_3NUCLEARPATHWAY	0.93	0.87	0.26	0.96	0.755
REACTOME_REGULATION_OF_INSULIN_SECRETION	0.99	0.95	0.46	0.63	0.7575
BIOCARTA_EDG1_PATHWAY	0.99	0.38	0.99	0.67	0.7575
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	0.80	0.97	0.96	0.30	0.7575
BIOCARTA_MEF2D_PATHWAY	0.98	0.82	0.99	0.24	0.7575
ST_G_ALPHA_I_PATHWAY	1.00	0.97	0.62	0.44	0.7575
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.94	0.91	0.90	0.28	0.7575
BIOCARTA_SHH_PATHWAY	0.92	0.27	0.99	0.85	0.7575
BIOCARTA_BARRESTIN_SRC_PATHWAY	0.99	0.45	0.59	1.00	0.7575
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	0.52	0.69	0.88	0.94	0.7575
REACTOME_TIGHT_JUNCTION_INTERACTIONS	0.94	0.56	0.99	0.54	0.7575
REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS	0.96	0.97	1.00	0.10	0.7575
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0.58	0.59	0.87	1.00	0.76
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.98	0.89	0.62	0.55	0.76
PID_HDAC_CLASSII_PATHWAY	0.79	0.95	0.89	0.41	0.76
KEGG_PENTOSE_PHOSPHATE_PATHWAY	1.00	0.09	0.96	1.00	0.7625
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	0.98	0.46	0.72	0.89	0.7625
PID_BMPPATHWAY	0.50	0.97	0.99	0.59	0.7625
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	0.81	0.77	0.93	0.54	0.7625
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.85	0.95	0.28	0.97	0.7625
KEGG_CIRCADIAN_RHYTHM_MAMMAL	0.99	0.10	0.99	0.97	0.7625
