Gene Set	Basal	Her2	LumA	LumB	Normal	Average p-value
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	0.80	0.19	0.95	0.48	0.18	0.52
BIOCARTA_NFAT_PATHWAY	0.92	0.71	0.07	0.18	0.73	0.522
PID_CONE_PATHWAY	0.45	0.23	0.53	0.79	0.61	0.522
BIOCARTA_DEATH_PATHWAY	0.81	0.28	0.11	0.43	0.98	0.522
REACTOME_ZINC_TRANSPORTERS	0.86	0.64	0.50	0.45	0.16	0.522
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	0.93	0.06	0.61	0.70	0.31	0.522
BIOCARTA_CTLA4_PATHWAY	0.60	0.25	0.78	0.92	0.07	0.524
BIOCARTA_WNT_PATHWAY	0.66	0.62	0.85	0.18	0.31	0.524
REACTOME_ENDOGENOUS_STEROLS	0.66	0.38	0.63	0.38	0.58	0.526
PID_INTEGRIN_A4B1_PATHWAY	0.92	0.54	0.77	0.16	0.24	0.526
BIOCARTA_DREAM_PATHWAY	0.92	0.25	0.69	0.54	0.23	0.526
REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT	0.02	0.91	0.63	0.84	0.23	0.526
REACTOME_UNBLOCKING_OF_NMDA_RECEPTOR_GLUTAMATE_BINDING_AND_ACTIVATION	0.35	0.93	0.74	0.07	0.55	0.528
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	0.66	0.48	0.64	0.71	0.16	0.53
PID_ILK_PATHWAY	0.71	0.57	0.96	0.29	0.12	0.53
BIOCARTA_HSP27_PATHWAY	0.55	0.73	0.53	0.53	0.31	0.53
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	0.71	0.75	0.76	0.29	0.14	0.53
REACTOME_IL_3_5_AND_GM_CSF_SIGNALING	0.59	0.65	0.75	0.20	0.47	0.532
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	0.79	0.07	0.51	0.45	0.84	0.532
REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS	0.98	0.12	0.76	0.68	0.12	0.532
KEGG_THYROID_CANCER	0.98	0.01	0.76	0.67	0.24	0.532
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	0.86	0.29	0.35	0.41	0.76	0.534
REACTOME_MYOGENESIS	0.95	0.26	0.99	0.37	0.10	0.534
PID_IL23PATHWAY	0.28	0.07	0.61	0.84	0.87	0.534
REACTOME_BASIGIN_INTERACTIONS	0.82	0.51	0.15	0.75	0.44	0.534
BIOCARTA_SPPA_PATHWAY	0.92	0.69	0.94	0.05	0.07	0.534
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.56	0.79	0.69	0.25	0.38	0.534
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	0.46	0.37	0.82	0.76	0.27	0.536
REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	0.23	0.49	0.72	0.93	0.31	0.536
PID_INTEGRIN_CS_PATHWAY	0.47	0.75	0.43	0.43	0.60	0.536
BIOCARTA_CSK_PATHWAY	0.99	0.14	0.37	0.91	0.27	0.536
KEGG_PRION_DISEASES	0.59	0.77	0.48	0.61	0.24	0.538
BIOCARTA_CFTR_PATHWAY	0.98	0.29	0.27	0.84	0.31	0.538
REACTOME_CD28_CO_STIMULATION	0.80	0.47	1.00	0.08	0.34	0.538
BIOCARTA_AGPCR_PATHWAY	0.99	0.06	0.64	0.72	0.28	0.538
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE	0.66	0.54	0.65	0.58	0.27	0.54
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	0.89	0.58	0.78	0.27	0.18	0.54
REACTOME_GLYCOLYSIS	0.99	0.26	0.76	0.49	0.20	0.54
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	1.00	0.00	0.93	0.59	0.18	0.54
KEGG_NITROGEN_METABOLISM	0.85	0.33	0.17	0.79	0.56	0.54
KEGG_STEROID_HORMONE_BIOSYNTHESIS	0.66	0.36	0.59	0.72	0.38	0.542
KEGG_ARACHIDONIC_ACID_METABOLISM	0.51	0.86	0.39	0.08	0.87	0.542
REACTOME_ROLE_OF_DCC_IN_REGULATING_APOPTOSIS	0.59	0.45	0.18	0.62	0.87	0.542
KEGG_GLYCEROLIPID_METABOLISM	0.79	0.35	0.42	0.87	0.30	0.546
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	0.41	0.87	0.77	0.57	0.11	0.546
KEGG_STEROID_BIOSYNTHESIS	0.95	0.44	0.32	0.54	0.48	0.546
PID_TRKRPATHWAY	0.98	0.77	0.42	0.38	0.18	0.546
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	0.26	0.54	0.55	0.76	0.63	0.548
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLP1	0.44	0.83	0.34	0.30	0.84	0.55
KEGG_SELENOAMINO_ACID_METABOLISM	0.80	0.47	0.53	0.78	0.17	0.55
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	0.92	0.10	0.52	0.84	0.37	0.55
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	0.61	0.27	0.67	0.33	0.87	0.55
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	0.62	0.44	0.76	0.75	0.18	0.55
PID_IL12_2PATHWAY	0.62	0.63	0.76	0.34	0.41	0.552
BIOCARTA_CCR5_PATHWAY	0.80	0.89	0.73	0.33	0.01	0.552
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	0.36	0.68	0.09	0.75	0.89	0.554
PID_AVB3_INTEGRIN_PATHWAY	0.34	0.39	0.63	0.63	0.78	0.554
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.67	0.33	1.00	0.40	0.37	0.554
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	0.54	0.14	0.93	0.95	0.21	0.554
KEGG_LINOLEIC_ACID_METABOLISM	0.88	0.50	0.83	0.55	0.02	0.556
REACTOME_KERATAN_SULFATE_DEGRADATION	0.60	0.91	0.74	0.52	0.01	0.556
REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS	0.86	0.83	0.50	0.19	0.40	0.556
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	0.95	0.27	0.99	0.57	0.01	0.558
BIOCARTA_PAR1_PATHWAY	1.00	0.16	1.00	0.16	0.47	0.558
REACTOME_GLUCURONIDATION	0.53	0.45	0.89	0.54	0.38	0.558
KEGG_MELANOMA	1.00	0.57	1.00	0.13	0.09	0.558
KEGG_APOPTOSIS	0.69	0.74	0.17	0.29	0.91	0.56
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	0.25	0.42	0.65	0.79	0.70	0.562
PID_ERBB_NETWORK_PATHWAY	0.95	0.08	0.92	0.72	0.14	0.562
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.78	0.62	0.37	0.92	0.12	0.562
REACTOME_SMOOTH_MUSCLE_CONTRACTION	0.91	0.34	1.00	0.05	0.52	0.564
BIOCARTA_ARAP_PATHWAY	0.35	0.87	0.42	0.24	0.94	0.564
BIOCARTA_CERAMIDE_PATHWAY	0.98	0.75	0.32	0.59	0.18	0.564
REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN1_SIGNALING	0.46	0.35	0.21	0.94	0.86	0.564
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	0.86	0.45	0.23	0.91	0.37	0.564
BIOCARTA_GSK3_PATHWAY	0.84	0.16	0.98	0.77	0.07	0.564
BIOCARTA_FREE_PATHWAY	0.53	0.64	0.40	0.71	0.55	0.566
BIOCARTA_RELA_PATHWAY	0.66	0.60	0.47	0.79	0.31	0.566
PID_AP1_PATHWAY	0.26	0.57	0.67	0.87	0.47	0.568
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	0.59	0.84	0.31	0.99	0.11	0.568
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	0.89	0.09	0.67	0.75	0.44	0.568
REACTOME_PYRIMIDINE_CATABOLISM	0.69	1.00	0.46	0.36	0.34	0.57
BIOCARTA_GPCR_PATHWAY	1.00	0.36	0.50	0.75	0.24	0.57
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.59	0.62	0.81	0.83	0.01	0.572
PID_NOTCH_PATHWAY	1.00	0.01	0.93	0.61	0.31	0.572
PID_ERA_GENOMIC_PATHWAY	0.90	0.13	0.61	0.99	0.23	0.572
REACTOME_TIGHT_JUNCTION_INTERACTIONS	0.70	0.68	0.87	0.05	0.56	0.572
KEGG_NON_SMALL_CELL_LUNG_CANCER	1.00	0.09	1.00	0.06	0.71	0.572
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.42	0.96	0.93	0.26	0.31	0.576
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0.74	0.49	0.60	1.00	0.05	0.576
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	0.62	0.43	0.86	0.61	0.36	0.576
KEGG_DILATED_CARDIOMYOPATHY	0.92	0.22	0.37	0.46	0.92	0.578
PID_TCR_PATHWAY	0.74	0.27	0.93	0.26	0.69	0.578
PID_TOLL_ENDOGENOUS_PATHWAY	0.02	0.98	0.83	0.76	0.30	0.578
ST_MYOCYTE_AD_PATHWAY	0.85	0.47	0.55	0.92	0.10	0.578
REACTOME_OPSINS	0.61	0.35	0.73	0.45	0.75	0.578
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	0.41	0.94	0.61	0.22	0.71	0.578
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	0.32	0.64	0.47	0.55	0.92	0.58
REACTOME_NFKB_ACTIVATION_THROUGH_FADD_RIP1_PATHWAY_MEDIATED_BY_CASPASE_8_AND10	0.98	0.35	0.58	0.95	0.04	0.58
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.99	0.49	0.02	0.92	0.48	0.58
KEGG_PURINE_METABOLISM	0.62	0.23	0.71	0.69	0.65	0.58
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE	0.51	0.64	0.63	0.28	0.84	0.58
BIOCARTA_CASPASE_PATHWAY	0.57	0.68	0.30	0.92	0.44	0.582
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.65	0.85	0.26	0.99	0.16	0.582
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	0.60	0.79	0.74	0.76	0.02	0.582
REACTOME_INHIBITION_OF_INSULIN_SECRETION_BY_ADRENALINE_NORADRENALINE	0.92	0.27	1.00	0.72	0.01	0.584
BIOCARTA_NKT_PATHWAY	0.32	0.09	0.79	0.75	0.97	0.584
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	0.82	0.49	0.92	0.18	0.51	0.584
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	0.99	0.62	0.10	0.91	0.30	0.584
PID_P38GAMMADELTAPATHWAY	0.85	0.11	0.74	0.72	0.51	0.586
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.56	0.79	0.29	0.81	0.48	0.586
REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS	0.92	0.84	0.73	0.33	0.11	0.586
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	0.94	0.65	0.71	0.03	0.60	0.586
KEGG_VIBRIO_CHOLERAE_INFECTION	0.99	0.25	0.67	0.99	0.03	0.586
PID_IL4_2PATHWAY	0.00	0.71	0.89	0.88	0.45	0.586
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0.70	0.11	0.77	0.65	0.71	0.588
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION	0.69	0.37	0.73	0.39	0.77	0.59
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0.67	0.59	0.19	0.90	0.60	0.59
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.91	0.45	0.66	0.37	0.57	0.592
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	0.67	0.98	0.14	0.54	0.63	0.592
PID_MYC_REPRESSPATHWAY	0.68	0.03	0.97	0.65	0.63	0.592
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	1.00	0.00	0.93	0.67	0.36	0.592
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES	0.62	0.79	0.30	0.68	0.57	0.592
REACTOME_ADP_SIGNALLING_THROUGH_P2RY1	0.70	0.40	1.00	0.23	0.63	0.592
BIOCARTA_SODD_PATHWAY	0.69	0.31	0.72	0.77	0.47	0.592
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	0.35	0.50	0.66	0.71	0.75	0.594
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	0.92	0.30	0.66	0.54	0.55	0.594
BIOCARTA_FMLP_PATHWAY	1.00	0.44	0.59	0.33	0.61	0.594
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE	0.48	0.88	0.86	0.72	0.04	0.596
KEGG_RETINOL_METABOLISM	0.42	0.57	0.61	0.91	0.47	0.596
KEGG_GLIOMA	1.00	0.73	0.97	0.13	0.15	0.596
KEGG_ABC_TRANSPORTERS	0.46	0.09	0.85	0.91	0.67	0.596
BIOCARTA_INFLAM_PATHWAY	0.29	0.74	0.77	0.19	0.99	0.596
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.53	0.29	0.55	0.81	0.80	0.596
KEGG_PENTOSE_PHOSPHATE_PATHWAY	1.00	0.09	0.94	0.95	0.01	0.598
KEGG_LONG_TERM_POTENTIATION	0.83	0.79	0.93	0.28	0.16	0.598
KEGG_SULFUR_METABOLISM	0.72	0.45	0.40	0.87	0.55	0.598
SA_MMP_CYTOKINE_CONNECTION	0.59	0.84	0.50	0.23	0.84	0.6
BIOCARTA_PPARA_PATHWAY	0.45	0.58	0.53	0.94	0.50	0.6
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	1.00	0.53	0.61	0.87	0.00	0.602
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	0.58	0.94	0.47	0.45	0.58	0.604
BIOCARTA_CXCR4_PATHWAY	0.95	0.23	1.00	0.77	0.07	0.604
KEGG_LONG_TERM_DEPRESSION	0.95	0.85	0.54	0.55	0.13	0.604
BIOCARTA_TCRA_PATHWAY	0.70	0.68	0.76	0.84	0.04	0.604
BIOCARTA_MPR_PATHWAY	1.00	0.01	0.84	0.99	0.18	0.604
REACTOME_PROTEIN_FOLDING	0.84	0.92	0.47	0.45	0.34	0.604
REACTOME_UNWINDING_OF_DNA	0.96	0.25	0.31	0.98	0.52	0.604
PID_REELINPATHWAY	0.92	0.33	0.68	0.70	0.39	0.604
REACTOME_IL_2_SIGNALING	0.52	0.77	0.89	0.38	0.47	0.606
PID_TAP63PATHWAY	0.07	0.91	0.92	0.77	0.36	0.606
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PLC_BETA	0.90	0.29	1.00	0.78	0.06	0.606
KEGG_PHENYLALANINE_METABOLISM	0.30	0.75	0.76	0.59	0.63	0.606
PID_RHODOPSIN_PATHWAY	0.70	0.36	0.78	0.61	0.58	0.606
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING	0.99	0.05	0.87	0.95	0.18	0.608
REACTOME_SEMAPHORIN_INTERACTIONS	0.83	0.00	0.93	0.95	0.33	0.608
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	0.98	0.37	0.85	0.70	0.15	0.61
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	0.77	0.36	0.74	0.63	0.56	0.612
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	0.89	0.57	0.85	0.47	0.28	0.612
REACTOME_AMYLOIDS	0.13	0.79	0.73	0.99	0.42	0.612
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	0.60	0.67	0.99	0.63	0.18	0.614
PID_NCADHERINPATHWAY	0.59	0.74	1.00	0.61	0.14	0.616
BIOCARTA_MCM_PATHWAY	0.92	0.34	0.02	0.83	0.97	0.616
PID_HIF2PATHWAY	0.62	0.86	0.61	0.94	0.05	0.616
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.72	0.64	0.61	1.00	0.12	0.618
PID_S1P_S1P1_PATHWAY	0.82	0.15	0.87	0.95	0.30	0.618
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	0.93	0.16	0.48	0.97	0.55	0.618
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0.62	0.43	0.78	0.95	0.31	0.618
REACTOME_GLUCOSE_METABOLISM	0.94	0.50	0.93	0.14	0.59	0.62
REACTOME_DOUBLE_STRAND_BREAK_REPAIR	0.63	0.67	0.76	1.00	0.04	0.62
REACTOME_DOWNSTREAM_TCR_SIGNALING	0.91	0.79	0.64	0.49	0.28	0.622
KEGG_RIBOFLAVIN_METABOLISM	0.44	0.83	0.89	0.64	0.31	0.622
BIOCARTA_GLYCOLYSIS_PATHWAY	0.99	0.48	1.00	0.60	0.04	0.622
REACTOME_DEVELOPMENTAL_BIOLOGY	0.87	0.16	0.69	1.00	0.39	0.622
REACTOME_HYALURONAN_METABOLISM	0.52	0.48	0.64	0.70	0.77	0.622
KEGG_CARDIAC_MUSCLE_CONTRACTION	0.62	0.69	0.94	0.82	0.05	0.624
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	0.64	0.69	0.40	0.65	0.74	0.624
BIOCARTA_IL22BP_PATHWAY	0.99	0.12	0.73	0.76	0.52	0.624
REACTOME_SIGNAL_AMPLIFICATION	0.85	0.23	1.00	0.22	0.83	0.626
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	0.64	0.36	0.81	0.80	0.52	0.626
BIOCARTA_LEPTIN_PATHWAY	0.93	0.37	0.99	0.54	0.30	0.626
REACTOME_APOPTOSIS	0.57	0.88	0.11	1.00	0.58	0.628
REACTOME_S_PHASE	1.00	0.41	0.72	0.87	0.14	0.628
REACTOME_DNA_STRAND_ELONGATION	1.00	0.65	0.43	1.00	0.07	0.63
PID_SYNDECAN_2_PATHWAY	0.27	0.47	0.53	0.91	0.98	0.632
REACTOME_SIGNALING_BY_FGFR1_MUTANTS	0.79	0.36	0.78	0.72	0.51	0.632
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.98	0.90	0.78	0.26	0.24	0.632
BIOCARTA_AHSP_PATHWAY	0.92	0.71	0.99	0.52	0.02	0.632
BIOCARTA_MYOSIN_PATHWAY	0.95	0.29	1.00	0.24	0.69	0.634
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	0.66	0.80	0.39	0.72	0.60	0.634
BIOCARTA_STATHMIN_PATHWAY	0.95	0.79	0.77	0.53	0.13	0.634
REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS	0.89	0.52	0.70	1.00	0.06	0.634
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	0.80	0.44	1.00	0.63	0.30	0.634
PID_ANGIOPOIETINRECEPTOR_PATHWAY	0.77	0.30	1.00	0.59	0.51	0.634
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING	0.88	0.59	0.71	0.72	0.27	0.634
REACTOME_ANDROGEN_BIOSYNTHESIS	0.69	0.88	0.72	0.66	0.22	0.634
PID_RETINOIC_ACID_PATHWAY	0.82	0.42	0.76	1.00	0.18	0.636
REACTOME_MITOTIC_G1_G1_S_PHASES	1.00	0.22	0.57	0.91	0.49	0.638
REACTOME_DARPP_32_EVENTS	1.00	0.25	0.92	0.72	0.31	0.64
BIOCARTA_CELL2CELL_PATHWAY	0.96	0.37	0.90	0.93	0.04	0.64
REACTOME_PROLACTIN_RECEPTOR_SIGNALING	0.46	0.46	0.72	0.79	0.77	0.64
REACTOME_PHOSPHOLIPID_METABOLISM	1.00	0.72	0.99	0.34	0.15	0.64
REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS	0.72	0.71	0.63	0.92	0.22	0.64
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION	0.92	0.95	0.89	0.33	0.12	0.642
BIOCARTA_ACH_PATHWAY	0.93	0.16	0.90	0.54	0.68	0.642
PID_FRA_PATHWAY	0.76	0.78	0.38	0.99	0.30	0.642
REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS	0.99	0.94	1.00	0.08	0.20	0.642
REACTOME_ADP_SIGNALLING_THROUGH_P2RY12	0.95	0.08	1.00	0.91	0.28	0.644
REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS	0.74	0.83	0.88	0.02	0.75	0.644
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	0.40	1.00	0.85	0.52	0.45	0.644
PID_AJDISS_2PATHWAY	0.74	0.95	0.80	0.60	0.13	0.644
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	0.79	0.65	0.78	0.17	0.83	0.644
PID_CMYB_PATHWAY	0.65	0.91	0.97	0.59	0.10	0.644
PID_REG_GR_PATHWAY	0.32	0.19	0.93	1.00	0.78	0.644
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	0.82	0.84	0.08	0.85	0.63	0.644
PID_ALK2PATHWAY	0.96	0.49	0.82	0.92	0.04	0.646
KEGG_PANCREATIC_CANCER	1.00	0.40	1.00	0.20	0.63	0.646
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0.97	0.83	0.78	0.15	0.50	0.646
BIOCARTA_BARRESTIN_SRC_PATHWAY	0.97	0.33	0.55	0.99	0.39	0.646
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	0.89	0.69	0.43	0.55	0.68	0.648
PID_IL1PATHWAY	0.11	0.98	0.84	0.75	0.56	0.648
BIOCARTA_IL17_PATHWAY	0.79	0.79	0.84	0.65	0.17	0.648
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	0.95	0.77	0.55	0.84	0.13	0.648
REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	0.84	0.80	0.52	0.34	0.75	0.65
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS	0.92	0.98	1.00	0.13	0.22	0.65
REACTOME_G2_M_CHECKPOINTS	1.00	0.65	0.06	0.95	0.59	0.65
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM	0.93	0.78	0.66	0.84	0.04	0.65
BIOCARTA_NTHI_PATHWAY	0.55	0.80	0.71	0.77	0.43	0.652
BIOCARTA_MEF2D_PATHWAY	0.98	0.75	0.87	0.42	0.24	0.652
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	0.86	0.66	0.94	0.23	0.57	0.652
ST_TUMOR_NECROSIS_FACTOR_PATHWAY	0.55	0.51	0.57	0.63	1.00	0.652
BIOCARTA_EGFR_SMRTE_PATHWAY	0.96	0.66	0.69	0.58	0.37	0.652
PID_BMPPATHWAY	0.66	0.97	0.90	0.56	0.17	0.652
BIOCARTA_CARM_ER_PATHWAY	0.88	0.28	0.90	1.00	0.20	0.652
BIOCARTA_IL3_PATHWAY	0.60	0.71	0.63	0.76	0.56	0.652
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	0.55	0.47	0.67	0.68	0.89	0.652
REACTOME_GAP_JUNCTION_TRAFFICKING	0.50	0.88	0.71	0.54	0.63	0.652
REACTOME_SYNTHESIS_OF_PE	0.98	0.44	0.63	1.00	0.22	0.654
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	0.66	0.56	0.38	0.95	0.72	0.654
PID_INSULIN_GLUCOSE_PATHWAY	0.59	0.58	0.39	0.92	0.79	0.654
BIOCARTA_HDAC_PATHWAY	0.89	0.88	0.81	0.55	0.14	0.654
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.37	0.59	0.93	0.55	0.83	0.654
PID_ECADHERIN_NASCENTAJ_PATHWAY	1.00	0.34	0.98	0.83	0.13	0.656
REACTOME_ION_CHANNEL_TRANSPORT	0.46	0.76	0.90	0.96	0.20	0.656
KEGG_VEGF_SIGNALING_PATHWAY	0.99	0.91	0.63	0.23	0.52	0.656
REACTOME_FRS2_MEDIATED_CASCADE	0.74	0.85	0.88	0.64	0.17	0.656
BIOCARTA_CBL_PATHWAY	0.66	0.84	0.63	0.60	0.55	0.656
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	0.92	0.89	0.96	0.27	0.24	0.656
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION	0.86	0.46	0.73	0.64	0.59	0.656
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION	0.81	0.34	0.96	0.97	0.21	0.658
BIOCARTA_CYTOKINE_PATHWAY	0.33	0.62	0.79	0.55	1.00	0.658
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	1.00	0.93	0.95	0.38	0.03	0.658
REACTOME_SEROTONIN_RECEPTORS	0.85	0.67	0.03	0.75	1.00	0.66
REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	0.81	0.98	0.51	0.62	0.38	0.66
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.45	0.84	0.96	0.93	0.12	0.66
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	0.99	0.82	0.43	0.94	0.13	0.662
REACTOME_MEIOTIC_RECOMBINATION	0.98	0.79	0.40	1.00	0.14	0.662
KEGG_CELL_CYCLE	1.00	0.80	0.59	0.56	0.36	0.662
REACTOME_SIGNAL_REGULATORY_PROTEIN_SIRP_FAMILY_INTERACTIONS	0.47	0.71	0.63	0.64	0.86	0.662
KEGG_ETHER_LIPID_METABOLISM	0.91	0.70	0.87	0.55	0.28	0.662
KEGG_PROSTATE_CANCER	0.99	0.14	0.99	0.50	0.70	0.664
REACTOME_TCR_SIGNALING	0.95	0.83	0.89	0.45	0.20	0.664
PID_RET_PATHWAY	0.42	0.57	0.88	1.00	0.45	0.664
ST_WNT_BETA_CATENIN_PATHWAY	0.72	0.75	0.93	0.46	0.47	0.666
KEGG_BETA_ALANINE_METABOLISM	0.89	0.79	0.81	0.79	0.05	0.666
PID_S1P_S1P4_PATHWAY	0.96	0.07	0.98	0.94	0.38	0.666
KEGG_ENDOMETRIAL_CANCER	0.98	0.19	0.97	0.66	0.53	0.666
