Gene Set	Basal	Her2	LumA	LumB	Average AUC
KEGG_VIBRIO_CHOLERAE_INFECTION	0.99241302	0.91589226	0.91533267	0.83193473	0.91389317
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	0.98864198	0.90239057	0.92544283	0.83873996	0.913803835
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.99162738	0.91097643	0.90690419	0.84527325	0.9136953125
PID_IL2_PI3KPATHWAY	0.98974186	0.91171717	0.91604816	0.83649078	0.9134994925
PID_TGFBRPATHWAY	0.99232323	0.92909091	0.89323306	0.83927091	0.9134795275
PID_TCPTP_PATHWAY	0.98591470	0.89983165	0.91307459	0.85505051	0.9134678625
REACTOME_OPIOID_SIGNALLING	0.99295174	0.89356902	0.92194774	0.84533152	0.913450005
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	0.99359147	0.92127946	0.89086418	0.84763015	0.913341315
REACTOME_RNA_POL_II_TRANSCRIPTION	0.99079686	0.90942761	0.92760577	0.82466330	0.913123385
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	0.98932660	0.90579125	0.90193054	0.85543253	0.91312023
PID_PS1PATHWAY	0.99025814	0.92632997	0.90256185	0.83259342	0.912935845
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	0.99373737	0.89249158	0.91922303	0.84536390	0.91270397
KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.99272727	0.91905724	0.91430793	0.82448847	0.9126452275
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	0.99340067	0.95797980	0.89633472	0.80256783	0.912570755
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	0.99180696	0.90969697	0.90035683	0.84748417	0.9123362325
REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	0.99277217	0.93296296	0.91125567	0.81193991	0.9122326775
REACTOME_G0_AND_EARLY_G1	0.96905724	0.88178451	0.94753879	0.85051153	0.9122230175
KEGG_LONG_TERM_POTENTIATION	0.99133558	0.89097643	0.91641963	0.85012303	0.9122136675
REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	0.99450056	0.87936027	0.92153418	0.85102305	0.911604515
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	0.99384961	0.91269360	0.91087688	0.82891738	0.9115843675
KEGG_ENDOMETRIAL_CANCER	0.99209877	0.92121212	0.89268930	0.84015799	0.911539545
PID_NFAT_3PATHWAY	0.99094276	0.90346801	0.91626775	0.83506687	0.9114363475
PID_AP1_PATHWAY	0.99023569	0.92084175	0.89214244	0.84219644	0.91135408
PID_RAC1_PATHWAY	0.98846240	0.86868687	0.93675340	0.85104248	0.9112362875
PID_ANGIOPOIETINRECEPTOR_PATHWAY	0.99029181	0.94555556	0.90793991	0.80094535	0.9111831575
PID_EPHBFWDPATHWAY	0.99225589	0.94282828	0.89362282	0.81579902	0.9111265025
BIOCARTA_BIOPEPTIDES_PATHWAY	0.98308642	0.89747475	0.91570231	0.84733230	0.910898945
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	0.99342312	0.87161616	0.90655834	0.87171070	0.91082708
REACTOME_UNFOLDED_PROTEIN_RESPONSE	0.99299663	0.89188552	0.91068475	0.84757835	0.9107863125
PID_BMPPATHWAY	0.99405163	0.90353535	0.89463364	0.85057628	0.910699225
KEGG_PEROXISOME	0.99407407	0.93865320	0.89833114	0.81151904	0.9106443625
REACTOME_MEIOTIC_RECOMBINATION	0.98198653	0.88851852	0.93638194	0.83535354	0.9105601325
ST_G_ALPHA_I_PATHWAY	0.99151515	0.89639731	0.90766176	0.84601140	0.910396405
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	0.99328844	0.91410774	0.89825977	0.83592334	0.9103948225
KEGG_HOMOLOGOUS_RECOMBINATION	0.98667789	0.86585859	0.93941041	0.84910645	0.910263335
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	0.99248036	0.89636364	0.90229629	0.84954675	0.91017176
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.99310887	0.91821549	0.90037879	0.82844470	0.9100369625
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	0.99429854	0.91501684	0.89946384	0.83046491	0.9098110325
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	0.98689113	0.87747475	0.93060130	0.84375809	0.9096813175
REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING	0.99025814	0.95676768	0.87944298	0.81208236	0.90963779
PID_HEDGEHOG_2PATHWAY	0.98665544	0.87589226	0.92140925	0.85457430	0.9096328125
BIOCARTA_PPARA_PATHWAY	0.99084175	0.91023569	0.90815583	0.82896682	0.9095500225
PID_AJDISS_2PATHWAY	0.98848485	0.92457912	0.89100391	0.83400026	0.909517035
REACTOME_CIRCADIAN_CLOCK	0.99474747	0.91032140	0.90465342	0.82812213	0.909461105
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	0.99450056	0.88656566	0.91850205	0.83698524	0.9091383775
REACTOME_SIGNALING_BY_ILS	0.99191919	0.90377104	0.90966550	0.83119658	0.9091380775
REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX	0.98900112	0.90646465	0.92294686	0.81751489	0.90898188
PID_RAC1_REG_PATHWAY	0.99017957	0.87144781	0.92333846	0.85069930	0.908916285
KEGG_ABC_TRANSPORTERS	0.99265993	0.93791246	0.90137941	0.80364543	0.9088993075
REACTOME_GLUCOSE_METABOLISM	0.99252525	0.92340067	0.90669741	0.81144134	0.9085161675
KEGG_PARKINSONS_DISEASE	0.99257015	0.90481481	0.91456595	0.82206977	0.90850517
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0.99164983	0.89986532	0.90650893	0.83570966	0.908433435
REACTOME_GABA_RECEPTOR_ACTIVATION	0.99474747	0.90986532	0.89441700	0.83445351	0.908370825
PID_HIF1_TFPATHWAY	0.99340067	0.92138047	0.90133445	0.81594794	0.9080158825
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	0.99116723	0.90959596	0.90586115	0.82534965	0.9079934975
REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC_C	0.99259259	0.91141414	0.90421607	0.82350427	0.9079317675
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0.99113356	0.90734007	0.90469534	0.82743460	0.9076508925
REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	0.98176207	0.86353535	0.93209816	0.85252525	0.9074802075
KEGG_VEGF_SIGNALING_PATHWAY	0.98983165	0.91865320	0.90472295	0.81669904	0.90747671
PID_CXCR4_PATHWAY	0.99209877	0.89010101	0.91161433	0.83597043	0.907446135
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.99111111	0.88023569	0.91527046	0.84291458	0.90738296
REACTOME_INFLUENZA_LIFE_CYCLE	0.99185185	0.89643098	0.92378312	0.81692724	0.9072482975
KEGG_PPAR_SIGNALING_PATHWAY	0.99359147	0.91784512	0.90190309	0.81562419	0.9072409675
PID_VEGFR1_2_PATHWAY	0.99193042	0.92494949	0.89186108	0.81969049	0.90710787
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	0.99067340	0.93225589	0.89563022	0.80915566	0.9069287925
REACTOME_GABA_B_RECEPTOR_ACTIVATION	0.99362514	0.90272727	0.88563534	0.84511785	0.9067764
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	0.99077441	0.89905724	0.91337652	0.82371265	0.906730205
REACTOME_FRS2_MEDIATED_CASCADE	0.98359147	0.95208754	0.88278254	0.80835923	0.906705195
KEGG_SPLICEOSOME	0.99283951	0.87851852	0.92282243	0.83134551	0.9063814925
REACTOME_PI_3K_CASCADE	0.98099888	0.94656566	0.88269836	0.81502202	0.90632123
KEGG_NUCLEOTIDE_EXCISION_REPAIR	0.98371493	0.86845118	0.93005051	0.84287749	0.9062735275
REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT	0.98998878	0.90481481	0.91092629	0.81895234	0.906170555
BIOCARTA_HER2_PATHWAY	0.98501684	0.88969697	0.89861660	0.84895105	0.905570365
PID_BCR_5PATHWAY	0.99288440	0.90195286	0.90164873	0.82550505	0.90549776
PID_IL6_7PATHWAY	0.99080808	0.88336700	0.90964071	0.83804714	0.9054657325
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	0.99203143	0.92181818	0.87987484	0.82793965	0.905416025
PID_MET_PATHWAY	0.99346801	0.91047138	0.89967062	0.81765891	0.90531723
BIOCARTA_MPR_PATHWAY	0.97868687	0.84050505	0.93921095	0.86087154	0.9048186025
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	0.99288440	0.88740741	0.90863543	0.82943538	0.904590655
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	0.97747475	0.88505051	0.93116857	0.82409173	0.90444639
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	0.98989899	0.90781145	0.90723723	0.81262626	0.9043934825
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	0.99334456	0.88269360	0.89529351	0.84536390	0.9041738925
REACTOME_PHASE_II_CONJUGATION	0.99328844	0.93218855	0.88068182	0.80962186	0.9039451675
REACTOME_TRIF_MEDIATED_TLR3_SIGNALING	0.99367003	0.88178451	0.90878349	0.83085341	0.90377286
REACTOME_REGULATION_OF_INSULIN_SECRETION	0.99432099	0.89107744	0.90579527	0.82359492	0.903697155
BIOCARTA_ETS_PATHWAY	0.97666667	0.86878788	0.93197006	0.83689459	0.9035798
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	0.99367003	0.91535354	0.89489460	0.80969308	0.9034028125
REACTOME_PLATELET_HOMEOSTASIS	0.99065095	0.88794613	0.89431635	0.84063714	0.9033876425
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.98833895	0.90195286	0.88742314	0.83561901	0.90333349
BIOCARTA_ERK_PATHWAY	0.98718294	0.87141108	0.91166374	0.84221704	0.9031187
PID_P38ALPHABETADOWNSTREAMPATHWAY	0.99227834	0.91228956	0.89005270	0.81782569	0.9031115725
PID_INSULIN_PATHWAY	0.99158249	0.91511785	0.89336847	0.81197229	0.903010275
KEGG_OXIDATIVE_PHOSPHORYLATION	0.99104377	0.90350168	0.90797833	0.80937581	0.9029748975
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE	0.98909091	0.91548822	0.89990119	0.80710308	0.90289585
KEGG_RNA_DEGRADATION	0.98792368	0.89643098	0.91396208	0.81306009	0.9028442075
KEGG_BASE_EXCISION_REPAIR	0.98207632	0.82905724	0.93062875	0.86929081	0.90276328
BIOCARTA_ATRBRCA_PATHWAY	0.98029181	0.84356902	0.92720685	0.85942761	0.9026238225
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	0.98203143	0.90198653	0.90809728	0.81829837	0.9026034025
PID_FCER1PATHWAY	0.99017957	0.88582390	0.90320503	0.83111241	0.9025802275
PID_AR_PATHWAY	0.99450056	0.91949495	0.88509003	0.81094217	0.9025069275
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.97051627	0.90325987	0.90932331	0.82652810	0.9024068875
PID_ERBB1_INTERNALIZATION_PATHWAY	0.99037037	0.88441077	0.90205314	0.83223906	0.902268335
PID_LKB1_PATHWAY	0.98969697	0.93013468	0.88174865	0.80680111	0.9020953525
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.99272727	0.93959596	0.88178890	0.79222352	0.9015839125
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.98817059	0.93676768	0.89907041	0.78229380	0.90157562
PID_IGF1_PATHWAY	0.98563412	0.93010101	0.90087103	0.78967236	0.90156963
REACTOME_GLOBAL_GENOMIC_NER_GG_NER	0.98526375	0.86865320	0.92604304	0.82602305	0.90149576
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	0.96103255	0.86444444	0.94747841	0.83256575	0.9013802875
BIOCARTA_BAD_PATHWAY	0.99052750	0.91797980	0.89698617	0.79987697	0.90134261
SA_REG_CASCADE_OF_CYCLIN_EXPR	0.97031425	0.83898990	0.93612575	0.85988969	0.9013298975
PID_HEDGEHOG_GLIPATHWAY	0.99178451	0.86878788	0.90648148	0.83815957	0.90130336
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.99427609	0.91939394	0.87356902	0.81739187	0.90115773
BIOCARTA_RACCYCD_PATHWAY	0.98551066	0.86771044	0.92089738	0.83025123	0.9010924275
BIOCARTA_KERATINOCYTE_PATHWAY	0.98773288	0.89511785	0.90198011	0.81903652	0.90096684
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION	0.98962963	0.86771044	0.90682916	0.83930976	0.9008697475
REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS	0.99162738	0.87690236	0.91330515	0.82163300	0.9008669725
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	0.99147026	0.91602694	0.91177608	0.78394257	0.9008039625
PID_NOTCH_PATHWAY	0.99369248	0.89676768	0.89753513	0.81493136	0.9007316625
KEGG_SELENOAMINO_ACID_METABOLISM	0.97872054	0.88720539	0.89200592	0.84450390	0.9006089375
REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER	0.98493827	0.84959596	0.92648221	0.84089614	0.900478145
KEGG_OLFACTORY_TRANSDUCTION	0.98975309	0.92811448	0.88491070	0.79862082	0.9003497725
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	0.98336700	0.84558923	0.93989350	0.83157213	0.900105465
PID_EPOPATHWAY	0.99117845	0.89488215	0.89606024	0.81816887	0.9000724275
REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS	0.99270483	0.88794613	0.89265032	0.82529785	0.8996497825
PID_RHOA_REG_PATHWAY	0.98830527	0.88781145	0.92527271	0.79623802	0.8994068625
KEGG_SPHINGOLIPID_METABOLISM	0.98704826	0.89848485	0.89655179	0.81541052	0.899373855
BIOCARTA_HDAC_PATHWAY	0.97969697	0.92336700	0.88558776	0.80860469	0.899314105
REACTOME_KINESINS	0.98191919	0.82966330	0.93921644	0.84625391	0.89926321
PID_SYNDECAN_1_PATHWAY	0.98447811	0.87222222	0.89920583	0.84111629	0.8992556125
PID_NFAT_TFPATHWAY	0.98861953	0.86808081	0.91290258	0.82722740	0.89920758
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.99223345	0.89063361	0.89557349	0.81775447	0.899048755
KEGG_APOPTOSIS	0.99322110	0.91326599	0.89623774	0.79254079	0.898816405
PID_AR_TF_PATHWAY	0.99315376	0.89909091	0.88546882	0.81746309	0.898794145
REACTOME_COLLAGEN_FORMATION	0.99299663	0.85296296	0.90351267	0.84536390	0.89870904
PID_CERAMIDE_PATHWAY	0.99225589	0.89622896	0.89703008	0.80925278	0.8986919275
REACTOME_STRIATED_MUSCLE_CONTRACTION	0.95950617	0.91158249	0.86811411	0.85538721	0.898647495
PID_CDC42_REG_PATHWAY	0.98747475	0.86767677	0.91782316	0.82132867	0.8985758375
REACTOME_TELOMERE_MAINTENANCE	0.98419753	0.83178451	0.93049522	0.84779850	0.89856894
KEGG_HISTIDINE_METABOLISM	0.99098765	0.90397306	0.89021922	0.80884192	0.8985054625
KEGG_CARDIAC_MUSCLE_CONTRACTION	0.99131313	0.86326599	0.90417033	0.83471251	0.89836549
BIOCARTA_MTA3_PATHWAY	0.97973064	0.87508418	0.89496752	0.84365449	0.8983592075
REACTOME_GLUCONEOGENESIS	0.99052750	0.90094276	0.90667728	0.79512432	0.898317965
REACTOME_METABOLISM_OF_NON_CODING_RNA	0.98655443	0.85676768	0.91596399	0.83374773	0.8982584575
BIOCARTA_MCM_PATHWAY	0.98228956	0.85680135	0.93230493	0.82070530	0.898025285
REACTOME_NETRIN1_SIGNALING	0.99173962	0.88542088	0.89656895	0.81814591	0.89796884
PID_PRLSIGNALINGEVENTSPATHWAY	0.98401490	0.81548822	0.94004904	0.85207200	0.89790604
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	0.98839506	0.88922559	0.89930730	0.81417379	0.897775435
REACTOME_RNA_POL_I_RNA_POL_III_AND_MITOCHONDRIAL_TRANSCRIPTION	0.99230079	0.86454545	0.91466842	0.81941854	0.8977333
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	0.99337823	0.90057239	0.89688186	0.80003238	0.897716215
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	0.99151515	0.86835017	0.88030270	0.84985755	0.8975063925
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6	0.98852974	0.89720539	0.90236056	0.80170940	0.8974512725
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0.99187430	0.84949495	0.91382945	0.83434991	0.8973871525
REACTOME_FANCONI_ANEMIA_PATHWAY	0.98286195	0.82518519	0.94029059	0.84097384	0.8973278925
REACTOME_PROTEIN_FOLDING	0.98893378	0.84744108	0.91966769	0.83284123	0.897220945
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	0.98948373	0.84710438	0.89892951	0.85206553	0.8968957875
PID_TCR_PATHWAY	0.98760943	0.88787879	0.88407078	0.82800440	0.89689085
KEGG_MISMATCH_REPAIR	0.98326599	0.83919192	0.93556580	0.82943538	0.8968647725
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	0.99070707	0.91548822	0.90069170	0.78016058	0.8967618925
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	0.98987654	0.85969697	0.90055812	0.83688164	0.8967533175
PID_HDAC_CLASSI_PATHWAY	0.99147026	0.89050505	0.90879813	0.79558405	0.8965893725
REACTOME_IRON_UPTAKE_AND_TRANSPORT	0.99301908	0.85885522	0.90626921	0.82812743	0.896567735
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	0.97655443	0.90979798	0.89705204	0.80229863	0.89642577
KEGG_TYPE_II_DIABETES_MELLITUS	0.98980920	0.89356902	0.87875128	0.82269490	0.8962061
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	0.99115600	0.88175084	0.88734446	0.82406995	0.8960803125
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION	0.99411897	0.89316498	0.88200117	0.81469179	0.8959942275
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	0.99080808	0.89601061	0.86855329	0.82842351	0.8959488725
PID_FASPATHWAY	0.98881033	0.87986532	0.88435807	0.83061383	0.8959118875
PID_RXR_VDR_PATHWAY	0.98947250	0.94673401	0.88657407	0.76074851	0.8958822725
REACTOME_NCAM1_INTERACTIONS	0.99387205	0.87929293	0.87469579	0.83506216	0.8957307325
KEGG_HEMATOPOIETIC_CELL_LINEAGE	0.98958474	0.87599327	0.89121834	0.82598420	0.8956951375
SIG_BCR_SIGNALING_PATHWAY	0.99177329	0.89538721	0.89416830	0.80137918	0.895676995
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	0.96563412	0.88114478	0.92250586	0.81334499	0.8956574375
REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	0.95799102	0.88050505	0.92033926	0.82373737	0.895643175
PID_INTEGRIN3_PATHWAY	0.98817059	0.88040404	0.89953521	0.81372054	0.895457595
ST_MYOCYTE_AD_PATHWAY	0.99253648	0.86919192	0.89938882	0.82070060	0.895454455
REACTOME_RECYCLING_PATHWAY_OF_L1	0.98352413	0.84013468	0.92903491	0.82903393	0.8954319125
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	0.99203143	0.85249158	0.89565583	0.84071484	0.89522342
PID_INTEGRIN1_PATHWAY	0.98951740	0.89420875	0.87604670	0.82105672	0.8952073925
BIOCARTA_NFAT_PATHWAY	0.98833895	0.88242424	0.89146904	0.81805879	0.895072755
PID_PI3KPLCTRKPATHWAY	0.98690236	0.89124579	0.89437125	0.80762187	0.8950353175
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	0.98769921	0.85016835	0.91612868	0.82547268	0.89486723
KEGG_DNA_REPLICATION	0.98728395	0.81734007	0.92686283	0.84704740	0.8946335625
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.99216611	0.88222222	0.89431818	0.80969308	0.8945998975
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0.99299663	0.88720539	0.89194481	0.80614851	0.894573835
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0.98996633	0.87417508	0.90219221	0.81180923	0.8945357125
REACTOME_DNA_STRAND_ELONGATION	0.98560045	0.82444444	0.92757100	0.83920616	0.8942055125
KEGG_ARACHIDONIC_ACID_METABOLISM	0.99024691	0.90478114	0.89259625	0.78871406	0.89408459
PID_WNT_SIGNALING_PATHWAY	0.98665544	0.89434343	0.88365356	0.81166149	0.89407848
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	0.99194164	0.87124579	0.88157115	0.83044548	0.893801015
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	0.98578002	0.89589226	0.88886144	0.80440948	0.8937358
PID_REELINPATHWAY	0.98452301	0.90168350	0.88264646	0.80472028	0.8933933125
PID_IL12_2PATHWAY	0.98246914	0.88845118	0.89700081	0.80507258	0.8932484275
BIOCARTA_TEL_PATHWAY	0.98780022	0.92282828	0.86964207	0.79232712	0.8931494225
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	0.99210999	0.89202020	0.87917033	0.80913623	0.8931091875
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES	0.98964085	0.87144781	0.88589884	0.82522015	0.8930519125
PID_RHOA_PATHWAY	0.99161616	0.85750842	0.90811192	0.81456876	0.892951315
REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	0.97443322	0.80616162	0.94073708	0.84937840	0.89267758
PID_ECADHERIN_NASCENTAJ_PATHWAY	0.98287318	0.88612795	0.88577075	0.81559829	0.8925925425
ST_T_CELL_SIGNAL_TRANSDUCTION	0.98732884	0.83666667	0.90855475	0.83773634	0.89257165
REACTOME_PLC_BETA_MEDIATED_EVENTS	0.98951740	0.86377104	0.90022325	0.81671435	0.89255651
KEGG_PYRUVATE_METABOLISM	0.99021324	0.85791246	0.90197961	0.81975524	0.8924651375
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS	0.98950617	0.90545455	0.88121066	0.79351852	0.892422475
PID_AURORA_A_PATHWAY	0.95806958	0.82023569	0.95073562	0.84050470	0.8923863975
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	0.98741251	0.88777778	0.88803799	0.80606708	0.89232384
KEGG_ETHER_LIPID_METABOLISM	0.98416386	0.87966330	0.88901127	0.81592204	0.8921901175
REACTOME_BASE_EXCISION_REPAIR	0.98310887	0.81276094	0.91387242	0.85895042	0.8921731625
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	0.98289562	0.83117845	0.93152174	0.82259777	0.892048395
BIOCARTA_G2_PATHWAY	0.96391695	0.81242424	0.94276094	0.84880212	0.8919760625
ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY	0.98716049	0.85350168	0.90204033	0.82380742	0.89162748
REACTOME_PHOSPHORYLATION_OF_THE_APC_C	0.94223345	0.87629630	0.92510796	0.82277907	0.891604195
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	0.98911336	0.84478114	0.90074660	0.83157861	0.8915549275
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.99182941	0.90010101	0.88249158	0.79160192	0.89150598
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	0.99059484	0.83420875	0.90394525	0.83697229	0.8914302825
REACTOME_GLUCOSE_TRANSPORT	0.98185185	0.84720539	0.90972771	0.82675119	0.891384035
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	0.99391695	0.91875421	0.86790550	0.78465423	0.8913077225
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0.99216611	0.88542088	0.88520897	0.80240223	0.8912995475
BIOCARTA_ALK_PATHWAY	0.98644220	0.90966330	0.85660591	0.81206294	0.8911935875
REACTOME_ION_CHANNEL_TRANSPORT	0.98969697	0.90622896	0.87597899	0.79284512	0.89118751
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	0.99301908	0.87179335	0.87477309	0.82451437	0.8910249725
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	0.98911336	0.92154882	0.86483494	0.78828024	0.89094434
ST_GA13_PATHWAY	0.98818182	0.88498316	0.88525106	0.80475913	0.8907937925
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	0.98994388	0.91757576	0.87852803	0.77671960	0.8906918175
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	0.99078563	0.87993266	0.89516908	0.79560995	0.89037433
REACTOME_SIGNALING_BY_WNT	0.98927048	0.91744108	0.87865064	0.77608780	0.8903625
KEGG_ONE_CARBON_POOL_BY_FOLATE	0.98287318	0.84202020	0.91946457	0.81695804	0.8903289975
REACTOME_PI_METABOLISM	0.99261504	0.85710438	0.88063945	0.83090521	0.89031602
REACTOME_ASSOCIATION_OF_LICENSING_FACTORS_WITH_THE_PRE_REPLICATIVE_COMPLEX	0.96799102	0.85088426	0.94053396	0.80164838	0.890264405
BIOCARTA_EGF_PATHWAY	0.98320988	0.85484848	0.89691663	0.82601893	0.89024848
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	0.98826038	0.89905724	0.87874579	0.79464282	0.8901765575
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.99000102	0.84205387	0.89553872	0.83243331	0.89000673
PID_ARF6_TRAFFICKINGPATHWAY	0.99331089	0.87494949	0.88846801	0.80329578	0.8900060425
ST_WNT_BETA_CATENIN_PATHWAY	0.99306397	0.90609428	0.86370956	0.79709272	0.8899901325
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0.99260382	0.89151515	0.87378445	0.80200725	0.8899776675
REACTOME_TRANSLATION	0.99252525	0.87488215	0.90052152	0.79185739	0.8899465775
BIOCARTA_P38MAPK_PATHWAY	0.98787879	0.87175084	0.88027924	0.81970521	0.88990352
KEGG_NOTCH_SIGNALING_PATHWAY	0.99094276	0.90097643	0.86529608	0.80206474	0.8898200025
PID_ERBB_NETWORK_PATHWAY	0.99161616	0.90340067	0.84998902	0.81414514	0.8897877475
BIOCARTA_PTC1_PATHWAY	0.96838792	0.80986532	0.93860492	0.84219762	0.889763945
