Gene Set	Basal	Her2	LumA	LumB	Normal	Average p-value
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR	0.13	0.48	0.20	0.27	0.64	0.344
REACTOME_HDL_MEDIATED_LIPID_TRANSPORT	0.10	0.76	0.12	0.19	0.55	0.344
KEGG_GNRH_SIGNALING_PATHWAY	0.10	0.30	0.39	0.85	0.08	0.344
REACTOME_APOPTOSIS	0.00	0.00	0.00	0.79	0.93	0.344
BIOCARTA_CTL_PATHWAY	0.58	0.38	0.25	0.19	0.33	0.346
BIOCARTA_TCAPOPTOSIS_PATHWAY	0.59	0.13	0.16	0.50	0.35	0.346
BIOCARTA_DEATH_PATHWAY	0.31	0.12	0.52	0.35	0.43	0.346
KEGG_PRIMARY_IMMUNODEFICIENCY	0.13	0.10	0.27	0.28	0.95	0.346
REACTOME_FGFR4_LIGAND_BINDING_AND_ACTIVATION	0.37	0.27	0.27	0.50	0.32	0.346
PID_A6B1_A6B4_INTEGRIN_PATHWAY	0.01	0.30	0.01	0.46	0.95	0.346
REACTOME_REGULATION_OF_IFNG_SIGNALING	0.22	0.66	0.19	0.35	0.32	0.348
BIOCARTA_HIF_PATHWAY	0.51	0.36	0.20	0.29	0.38	0.348
BIOCARTA_TCR_PATHWAY	0.01	1.00	0.01	0.35	0.37	0.348
BIOCARTA_CDMAC_PATHWAY	0.15	0.61	0.18	0.47	0.33	0.348
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	0.07	0.48	0.28	0.60	0.31	0.348
REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE	0.00	0.53	0.04	0.21	0.96	0.348
REACTOME_SIGNALLING_BY_NGF	0.01	0.70	0.13	0.26	0.64	0.348
PID_INSULIN_PATHWAY	0.01	0.73	0.01	0.04	0.95	0.348
KEGG_BASAL_TRANSCRIPTION_FACTORS	0.53	0.30	0.42	0.06	0.43	0.348
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	0.56	0.34	0.12	0.41	0.32	0.35
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	0.01	0.16	0.00	0.68	0.90	0.35
PID_MAPKTRKPATHWAY	0.23	0.45	0.25	0.39	0.43	0.35
PID_ALK1PATHWAY	0.53	0.13	0.31	0.35	0.43	0.35
REACTOME_GLYCOPROTEIN_HORMONES	0.35	0.45	0.12	0.52	0.32	0.352
REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.41	0.14	0.18	0.64	0.39	0.352
REACTOME_RNA_POL_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING	0.14	0.10	0.54	0.54	0.44	0.352
REACTOME_PYRUVATE_METABOLISM	0.71	0.36	0.11	0.29	0.29	0.352
REACTOME_SIGNALING_BY_NOTCH	0.00	0.00	0.00	0.90	0.86	0.352
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS	0.35	0.45	0.12	0.52	0.32	0.352
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	0.64	0.21	0.33	0.30	0.28	0.352
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	0.01	0.78	0.02	0.00	0.95	0.352
PID_EPHBFWDPATHWAY	0.02	0.73	0.02	0.04	0.95	0.352
REACTOME_HYALURONAN_METABOLISM	0.52	0.34	0.20	0.41	0.29	0.352
REACTOME_NFKB_ACTIVATION_THROUGH_FADD_RIP1_PATHWAY_MEDIATED_BY_CASPASE_8_AND10	0.52	0.33	0.19	0.40	0.33	0.354
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR	0.48	0.54	0.12	0.31	0.32	0.354
KEGG_SELENOAMINO_ACID_METABOLISM	0.17	0.47	0.49	0.21	0.43	0.354
BIOCARTA_PLCE_PATHWAY	0.16	0.70	0.31	0.55	0.05	0.354
SIG_BCR_SIGNALING_PATHWAY	0.01	0.79	0.01	0.00	0.96	0.354
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0.31	0.12	0.36	0.65	0.33	0.354
PID_BARD1PATHWAY	0.00	0.00	0.00	0.89	0.89	0.356
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	0.15	0.66	0.34	0.24	0.39	0.356
PID_RETINOIC_ACID_PATHWAY	0.20	0.17	0.41	0.39	0.62	0.358
PID_LKB1_PATHWAY	0.01	0.00	0.01	0.99	0.78	0.358
BIOCARTA_DNAFRAGMENT_PATHWAY	0.51	0.18	0.35	0.60	0.15	0.358
KEGG_NON_HOMOLOGOUS_END_JOINING	0.60	0.33	0.36	0.35	0.15	0.358
REACTOME_PI3K_CASCADE	0.01	0.82	0.01	0.02	0.93	0.358
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	0.37	0.58	0.18	0.22	0.44	0.358
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	0.01	0.85	0.12	0.59	0.22	0.358
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	0.52	0.11	0.60	0.38	0.18	0.358
BIOCARTA_ARENRF2_PATHWAY	0.48	0.38	0.20	0.41	0.32	0.358
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.63	0.26	0.49	0.04	0.38	0.36
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	0.42	0.09	0.10	0.35	0.84	0.36
PID_RXR_VDR_PATHWAY	0.42	0.15	0.45	0.35	0.43	0.36
PID_MET_PATHWAY	0.00	0.33	0.00	0.78	0.69	0.36
BIOCARTA_AGPCR_PATHWAY	0.31	0.63	0.18	0.34	0.34	0.36
BIOCARTA_PARKIN_PATHWAY	0.31	0.33	0.20	0.64	0.32	0.36
PID_EPOPATHWAY	0.42	0.01	0.41	0.07	0.89	0.36
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	0.37	0.58	0.20	0.33	0.32	0.36
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	0.48	0.61	0.12	0.26	0.33	0.36
PID_AURORA_A_PATHWAY	0.01	0.00	0.00	0.90	0.89	0.36
BIOCARTA_RELA_PATHWAY	0.07	0.38	0.44	0.56	0.35	0.36
PID_IL8CXCR1_PATHWAY	0.21	0.12	0.61	0.36	0.50	0.36
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	0.67	0.23	0.69	0.11	0.11	0.362
REACTOME_SEROTONIN_RECEPTORS	0.71	0.33	0.30	0.39	0.08	0.362
REACTOME_HEMOSTASIS	0.00	0.69	0.00	0.15	0.97	0.362
PID_FASPATHWAY	0.01	0.85	0.01	0.05	0.89	0.362
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	0.65	0.35	0.36	0.28	0.17	0.362
BIOCARTA_PDGF_PATHWAY	0.01	0.93	0.01	0.47	0.39	0.362
KEGG_BLADDER_CANCER	0.01	0.00	0.01	0.84	0.95	0.362
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	0.31	0.50	0.30	0.37	0.34	0.364
BIOCARTA_KERATINOCYTE_PATHWAY	0.56	0.33	0.02	0.78	0.13	0.364
PID_INTEGRIN2_PATHWAY	0.29	0.33	0.39	0.36	0.45	0.364
BIOCARTA_BCR_PATHWAY	0.53	0.06	0.13	0.72	0.38	0.364
BIOCARTA_FREE_PATHWAY	0.71	0.16	0.50	0.07	0.38	0.364
REACTOME_METABOLISM_OF_PROTEINS	0.23	0.67	0.45	0.32	0.15	0.364
REACTOME_EXTRINSIC_PATHWAY_FOR_APOPTOSIS	0.40	0.36	0.22	0.52	0.32	0.364
REACTOME_MRNA_CAPPING	0.42	0.15	0.39	0.43	0.43	0.364
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	0.58	0.43	0.10	0.10	0.61	0.364
REACTOME_CGMP_EFFECTS	0.61	0.06	0.31	0.04	0.81	0.366
BIOCARTA_IL17_PATHWAY	0.66	0.61	0.12	0.12	0.32	0.366
PID_IL6_7PATHWAY	0.01	0.86	0.01	0.56	0.39	0.366
KEGG_ABC_TRANSPORTERS	0.02	0.93	0.13	0.00	0.75	0.366
PID_FOXM1PATHWAY	0.75	0.19	0.06	0.04	0.79	0.366
PID_THROMBIN_PAR1_PATHWAY	0.01	0.96	0.02	0.47	0.37	0.366
REACTOME_BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS	0.39	0.61	0.27	0.22	0.34	0.366
BIOCARTA_NGF_PATHWAY	0.00	0.83	0.00	0.10	0.90	0.366
BIOCARTA_CDK5_PATHWAY	0.31	0.54	0.12	0.55	0.32	0.368
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	0.55	0.50	0.12	0.35	0.32	0.368
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	0.00	0.93	0.00	0.01	0.90	0.368
BIOCARTA_HSP27_PATHWAY	0.51	0.29	0.15	0.57	0.32	0.368
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.36	0.61	0.33	0.22	0.32	0.368
BIOCARTA_LAIR_PATHWAY	0.37	0.42	0.11	0.79	0.15	0.368
BIOCARTA_RAB_PATHWAY	0.51	0.50	0.22	0.29	0.32	0.368
BIOCARTA_STRESS_PATHWAY	0.14	0.70	0.00	1.00	0.00	0.368
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE	0.00	0.00	0.00	0.98	0.86	0.368
PID_P73PATHWAY	0.05	0.97	0.06	0.05	0.72	0.37
PID_PTP1BPATHWAY	0.01	0.84	0.01	0.06	0.93	0.37
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0.40	0.40	0.12	0.51	0.42	0.37
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	0.00	0.00	0.01	0.94	0.90	0.37
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION	0.00	0.00	0.01	0.95	0.89	0.37
PID_KITPATHWAY	0.01	0.86	0.00	0.05	0.93	0.37
REACTOME_KERATAN_SULFATE_DEGRADATION	0.31	0.61	0.26	0.35	0.32	0.37
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	0.46	0.05	0.34	0.41	0.59	0.37
BIOCARTA_AT1R_PATHWAY	0.20	0.36	0.02	0.92	0.35	0.37
BIOCARTA_GSK3_PATHWAY	0.01	0.72	0.01	0.11	1.00	0.37
REACTOME_SIGNAL_TRANSDUCTION_BY_L1	0.62	0.15	0.41	0.47	0.21	0.372
ST_GA13_PATHWAY	0.12	0.71	0.04	0.98	0.01	0.372
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	0.15	0.29	0.40	0.39	0.63	0.372
BIOCARTA_MET_PATHWAY	0.01	0.89	0.01	0.90	0.05	0.372
PID_P38_MK2PATHWAY	0.39	0.51	0.09	0.55	0.33	0.374
REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR	0.00	0.96	0.00	0.01	0.90	0.374
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	0.42	0.46	0.63	0.06	0.30	0.374
KEGG_JAK_STAT_SIGNALING_PATHWAY	0.18	0.01	0.02	0.73	0.93	0.374
PID_P38ALPHABETADOWNSTREAMPATHWAY	0.00	0.00	0.01	0.90	0.96	0.374
PID_IL5_PATHWAY	0.00	0.96	0.00	0.01	0.90	0.374
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION	0.31	0.61	0.36	0.26	0.33	0.374
REACTOME_MTORC1_MEDIATED_SIGNALLING	0.35	0.58	0.23	0.37	0.34	0.374
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.52	0.93	0.06	0.04	0.33	0.376
BIOCARTA_ERYTH_PATHWAY	0.25	0.29	0.35	0.67	0.32	0.376
REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2	0.31	0.32	0.27	0.66	0.32	0.376
REACTOME_CD28_DEPENDENT_VAV1_PATHWAY	0.61	0.31	0.31	0.33	0.32	0.376
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	0.02	0.71	0.08	0.70	0.37	0.376
BIOCARTA_LONGEVITY_PATHWAY	0.00	0.96	0.00	0.00	0.92	0.376
PID_REELINPATHWAY	0.01	0.87	0.01	0.04	0.95	0.376
BIOCARTA_RANKL_PATHWAY	0.16	0.74	0.55	0.14	0.29	0.376
KEGG_ECM_RECEPTOR_INTERACTION	0.03	0.99	0.35	0.49	0.02	0.376
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	0.37	0.57	0.11	0.52	0.32	0.378
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	0.51	0.04	0.70	0.21	0.43	0.378
REACTOME_P2Y_RECEPTORS	0.52	0.56	0.14	0.35	0.32	0.378
REACTOME_PURINE_SALVAGE	0.36	0.56	0.27	0.38	0.32	0.378
PID_ECADHERIN_NASCENTAJ_PATHWAY	0.01	0.52	0.01	1.00	0.36	0.38
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	0.14	0.92	0.02	0.39	0.43	0.38
REACTOME_ADP_SIGNALLING_THROUGH_P2RY12	0.59	0.50	0.12	0.37	0.32	0.38
BIOCARTA_P53HYPOXIA_PATHWAY	0.00	0.00	0.00	1.00	0.90	0.38
BIOCARTA_ATRBRCA_PATHWAY	0.00	0.00	0.00	1.00	0.90	0.38
BIOCARTA_CHEMICAL_PATHWAY	0.00	0.00	0.00	1.00	0.90	0.38
BIOCARTA_ATM_PATHWAY	0.00	0.00	0.00	1.00	0.90	0.38
REACTOME_SIGNALING_BY_NODAL	0.16	0.69	0.12	0.56	0.37	0.38
BIOCARTA_CASPASE_PATHWAY	0.71	0.07	0.12	0.66	0.34	0.38
PID_ERBB4_PATHWAY	0.01	0.92	0.02	0.00	0.95	0.38
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	0.00	0.00	0.00	0.94	0.96	0.38
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	0.16	0.21	0.42	0.79	0.32	0.38
BIOCARTA_D4GDI_PATHWAY	0.54	0.20	0.12	0.71	0.33	0.38
BIOCARTA_G2_PATHWAY	0.00	0.00	0.00	1.00	0.90	0.38
BIOCARTA_IGF1R_PATHWAY	0.00	0.97	0.00	0.01	0.93	0.382
KEGG_HEMATOPOIETIC_CELL_LINEAGE	0.19	0.08	0.68	0.16	0.80	0.382
BIOCARTA_AKAP13_PATHWAY	0.69	0.22	0.27	0.41	0.32	0.382
PID_REG_GR_PATHWAY	0.00	0.00	0.00	0.99	0.92	0.382
BIOCARTA_AHSP_PATHWAY	0.50	0.32	0.22	0.55	0.32	0.382
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.27	0.43	0.22	0.72	0.28	0.384
BIOCARTA_MCALPAIN_PATHWAY	0.40	0.06	0.12	0.44	0.90	0.384
KEGG_THYROID_CANCER	0.01	0.01	0.01	1.00	0.89	0.384
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	0.67	0.41	0.20	0.32	0.32	0.384
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	0.39	0.15	0.46	0.33	0.59	0.384
REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING	0.59	0.32	0.59	0.07	0.36	0.386
BIOCARTA_CFTR_PATHWAY	0.63	0.40	0.12	0.41	0.37	0.386
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	0.40	0.27	0.39	0.66	0.21	0.386
BIOCARTA_EGF_PATHWAY	0.01	0.85	0.01	0.67	0.39	0.386
REACTOME_PERK_REGULATED_GENE_EXPRESSION	0.21	0.46	0.48	0.35	0.43	0.386
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	0.01	0.18	0.00	0.81	0.93	0.386
BIOCARTA_RB_PATHWAY	0.00	0.00	0.00	0.99	0.95	0.388
KEGG_INSULIN_SIGNALING_PATHWAY	0.00	0.93	0.05	0.13	0.83	0.388
REACTOME_GAB1_SIGNALOSOME	0.01	0.53	0.01	0.44	0.95	0.388
PID_ARF6DOWNSTREAMPATHWAY	0.29	0.66	0.23	0.44	0.32	0.388
PID_ER_NONGENOMIC_PATHWAY	0.01	0.90	0.01	0.07	0.95	0.388
REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS	0.58	0.34	0.52	0.07	0.43	0.388
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION	0.33	0.50	0.22	0.57	0.32	0.388
BIOCARTA_FEEDER_PATHWAY	0.31	0.34	0.37	0.04	0.88	0.388
PID_HDAC_CLASSIII_PATHWAY	0.00	0.00	0.00	1.00	0.95	0.39
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	0.33	0.22	0.80	0.59	0.01	0.39
BIOCARTA_TID_PATHWAY	0.00	0.00	0.00	1.00	0.95	0.39
PID_HIF1APATHWAY	0.00	0.00	0.00	1.00	0.95	0.39
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	0.25	0.34	0.31	0.55	0.50	0.39
BIOCARTA_PML_PATHWAY	0.00	0.00	0.00	1.00	0.95	0.39
REACTOME_BINDING_AND_ENTRY_OF_HIV_VIRION	0.57	0.54	0.23	0.23	0.38	0.39
KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.29	0.49	0.76	0.15	0.26	0.39
PID_TCRJNKPATHWAY	0.12	0.83	0.00	1.00	0.00	0.39
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	0.37	0.18	0.10	0.35	0.95	0.39
BIOCARTA_SARS_PATHWAY	0.54	0.25	0.26	0.26	0.64	0.39
KEGG_COLORECTAL_CANCER	0.00	0.00	0.00	1.00	0.95	0.39
SA_G1_AND_S_PHASES	0.00	0.00	0.00	1.00	0.95	0.39
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.00	0.00	0.00	1.00	0.95	0.39
KEGG_SULFUR_METABOLISM	0.19	0.33	0.34	0.77	0.32	0.39
REACTOME_IL1_SIGNALING	0.11	0.70	0.63	0.46	0.06	0.392
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	0.40	0.12	0.18	0.31	0.95	0.392
PID_VEGFR1_PATHWAY	0.01	0.52	0.01	0.47	0.95	0.392
BIOCARTA_IGF1_PATHWAY	0.00	0.97	0.00	0.09	0.90	0.392
REACTOME_ACTIVATION_OF_RAC	0.40	0.06	0.75	0.38	0.37	0.392
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	0.20	0.21	0.59	0.54	0.43	0.394
PID_RAS_PATHWAY	0.32	0.27	0.83	0.16	0.39	0.394
BIOCARTA_MYOSIN_PATHWAY	0.02	0.23	0.55	0.99	0.18	0.394
BIOCARTA_NFAT_PATHWAY	0.01	0.83	0.01	0.19	0.93	0.394
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	0.01	0.99	0.02	0.00	0.95	0.394
REACTOME_PROLACTIN_RECEPTOR_SIGNALING	0.04	0.85	0.12	0.46	0.50	0.394
BIOCARTA_LEPTIN_PATHWAY	0.44	0.68	0.11	0.39	0.35	0.394
BIOCARTA_PTDINS_PATHWAY	0.06	0.51	0.02	0.48	0.90	0.394
REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX	0.52	0.61	0.15	0.38	0.32	0.396
BIOCARTA_GLEEVEC_PATHWAY	0.00	1.00	0.00	0.66	0.32	0.396
BIOCARTA_TEL_PATHWAY	0.00	0.00	0.00	1.00	0.98	0.396
REACTOME_GLYCOLYSIS	0.43	0.32	0.47	0.65	0.11	0.396
REACTOME_ASSOCIATION_OF_LICENSING_FACTORS_WITH_THE_PRE_REPLICATIVE_COMPLEX	0.52	0.61	0.15	0.38	0.32	0.396
PID_PI3KCIPATHWAY	0.01	0.72	0.02	0.28	0.95	0.396
PID_P38_MKK3_6PATHWAY	0.37	0.47	0.12	0.66	0.36	0.396
REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	0.20	0.56	0.35	0.55	0.32	0.396
PID_PS1PATHWAY	0.35	0.30	0.37	0.91	0.05	0.396
BIOCARTA_PTEN_PATHWAY	0.00	0.70	0.00	0.33	0.95	0.396
BIOCARTA_NKCELLS_PATHWAY	0.00	0.97	0.00	1.00	0.01	0.396
BIOCARTA_CTCF_PATHWAY	0.00	0.00	0.00	1.00	0.98	0.396
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	0.91	0.07	0.33	0.19	0.48	0.396
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	0.23	0.46	0.24	0.76	0.30	0.398
REACTOME_GABA_A_RECEPTOR_ACTIVATION	0.52	0.36	0.22	0.52	0.38	0.4
REACTOME_ABORTIVE_ELONGATION_OF_HIV1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	0.71	0.36	0.12	0.28	0.53	0.4
BIOCARTA_RNA_PATHWAY	0.00	0.00	0.00	1.00	1.00	0.4
BIOCARTA_AKT_PATHWAY	0.00	0.93	0.00	0.14	0.93	0.4
ST_GAQ_PATHWAY	0.30	0.72	0.45	0.35	0.18	0.4
KEGG_PROPANOATE_METABOLISM	0.39	0.46	0.79	0.06	0.30	0.4
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	0.48	0.27	0.77	0.28	0.21	0.402
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	0.32	0.32	0.19	0.20	0.98	0.402
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	0.05	0.79	0.20	0.28	0.69	0.402
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.00	0.76	0.00	0.36	0.89	0.402
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.01	0.98	0.00	0.56	0.46	0.402
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	0.59	0.68	0.02	0.35	0.37	0.402
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	0.51	0.54	0.29	0.38	0.29	0.402
REACTOME_ADP_SIGNALLING_THROUGH_P2RY1	0.50	0.61	0.17	0.41	0.32	0.402
KEGG_LEISHMANIA_INFECTION	0.18	0.11	0.47	0.32	0.93	0.402
REACTOME_NCAM1_INTERACTIONS	0.53	0.42	0.06	0.00	1.00	0.402
REACTOME_MYOGENESIS	0.34	0.68	0.50	0.07	0.43	0.404
KEGG_ACUTE_MYELOID_LEUKEMIA	0.01	0.27	0.00	0.81	0.93	0.404
BIOCARTA_SET_PATHWAY	0.39	0.54	0.27	0.50	0.32	0.404
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	0.37	0.81	0.25	0.54	0.05	0.404
REACTOME_NEPHRIN_INTERACTIONS	0.00	0.65	0.00	0.45	0.92	0.404
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	0.63	0.66	0.18	0.35	0.20	0.404
REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING	0.29	0.34	0.89	0.06	0.45	0.406
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.48	0.67	0.18	0.45	0.25	0.406
BIOCARTA_CALCINEURIN_PATHWAY	0.19	0.68	0.15	0.38	0.63	0.406
BIOCARTA_IL10_PATHWAY	0.16	0.50	0.11	0.71	0.55	0.406
REACTOME_CELL_CELL_COMMUNICATION	0.01	0.37	0.00	0.96	0.69	0.406
REACTOME_MITOTIC_M_M_G1_PHASES	0.50	0.24	0.88	0.22	0.19	0.406
REACTOME_IMMUNE_SYSTEM	0.14	0.36	0.20	0.35	0.98	0.406
REACTOME_PACKAGING_OF_TELOMERE_ENDS	0.42	0.10	0.60	0.56	0.36	0.408
PID_ILK_PATHWAY	0.13	0.90	0.59	0.24	0.18	0.408
REACTOME_AXON_GUIDANCE	0.08	0.92	0.03	0.98	0.03	0.408
REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND	0.21	0.40	0.44	0.78	0.21	0.408
REACTOME_TIE2_SIGNALING	0.00	0.83	0.00	0.29	0.92	0.408
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	0.75	0.15	0.32	0.50	0.32	0.408
REACTOME_GPCR_DOWNSTREAM_SIGNALING	0.02	0.57	0.08	0.85	0.52	0.408
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS	0.01	0.78	0.01	0.87	0.37	0.408
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON	0.16	0.12	0.47	0.32	0.97	0.408
ST_STAT3_PATHWAY	0.39	0.79	0.10	0.32	0.44	0.408
BIOCARTA_NOS1_PATHWAY	0.92	0.01	0.68	0.29	0.15	0.41
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	0.58	0.10	0.71	0.19	0.47	0.41
REACTOME_METABOLISM_OF_PORPHYRINS	0.51	0.31	0.27	0.64	0.32	0.41
BIOCARTA_P35ALZHEIMERS_PATHWAY	0.56	0.56	0.20	0.41	0.32	0.41
BIOCARTA_FMLP_PATHWAY	0.44	0.48	0.02	0.74	0.37	0.41
BIOCARTA_AKAP95_PATHWAY	0.73	0.36	0.29	0.35	0.32	0.41
BIOCARTA_RACCYCD_PATHWAY	0.01	0.73	0.01	0.35	0.95	0.41
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	0.71	0.15	0.30	0.55	0.34	0.41
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0.66	0.23	0.59	0.43	0.15	0.412
REACTOME_G_PROTEIN_ACTIVATION	0.49	0.34	0.45	0.35	0.43	0.412
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	0.41	0.17	0.66	0.39	0.43	0.412
PID_S1P_S1P4_PATHWAY	0.51	0.50	0.16	0.55	0.34	0.412
BIOCARTA_THELPER_PATHWAY	0.67	0.40	0.12	0.55	0.32	0.412
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	0.77	0.61	0.12	0.04	0.52	0.412
REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS	0.24	0.12	0.96	0.65	0.09	0.412
KEGG_OLFACTORY_TRANSDUCTION	0.27	0.67	0.47	0.55	0.10	0.412
REACTOME_METABOLISM_OF_POLYAMINES	0.56	0.29	0.34	0.55	0.32	0.412
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.25	0.12	0.47	0.34	0.88	0.412
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING	0.71	0.31	0.17	0.56	0.32	0.414
REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS	0.36	0.50	0.22	0.64	0.35	0.414
