Gene Set	AUC
MORF_PML	0.99494949
BIOCARTA_RAC1_PATHWAY	0.99494949
GCM_PPP1CC	0.99494949
MODULE_152	0.99494949
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	0.99494949
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	0.99494949
REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER	0.99494949
BIOCARTA_TPO_PATHWAY	0.99494949
MORF_PTPN9	0.99494949
WNT_SIGNALING	0.99494949
MODULE_173	0.99494949
MODULE_121	0.99494949
MODULE_417	0.99494949
GCM_APEX1	0.99494949
REACTOME_IL1_SIGNALING	0.99494949
GNF2_NPM1	0.99494949
GNF2_ST13	0.99494949
PID_TOLL_ENDOGENOUS_PATHWAY	0.99494949
REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_	0.99494949
GNF2_MAPT	0.99494949
MODULE_175	0.99494949
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.99494949
REACTOME_TRNA_AMINOACYLATION	0.99494949
MORF_ERCC4	0.99494949
MODULE_38	0.99494949
PID_ANTHRAXPATHWAY	0.99494949
BIOCARTA_CHEMICAL_PATHWAY	0.99494949
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	0.99494949
MODULE_2	0.99494949
SA_PROGRAMMED_CELL_DEATH	0.99494949
MODULE_125	0.99494949
MORF_SP3	0.99494949
SIG_CD40PATHWAYMAP	0.99494949
GCM_ANP32B	0.99494949
PID_IL1PATHWAY	0.99494949
REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS	0.99494949
MODULE_14	0.99494949
KEGG_PYRIMIDINE_METABOLISM	0.99494949
MODULE_89	0.99494949
REACTOME_RNA_POL_I_PROMOTER_OPENING	0.99494949
MODULE_8	0.99494949
MORF_NOS2A	0.99494949
MORF_TNFRSF6	0.99494949
BIOCARTA_INTEGRIN_PATHWAY	0.99494949
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0.99494949
MORF_ESR1	0.99494949
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	0.99494949
MORF_RAF1	0.99494949
PID_E2F_PATHWAY	0.99494949
MORF_SS18	0.99494949
GNF2_S100A4	0.99494949
MORF_DAP3	0.99494949
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	0.99494949
REACTOME_PYRIMIDINE_CATABOLISM	0.99494949
MORF_BMPR2	0.99494949
BIOCARTA_DC_PATHWAY	0.99494949
PID_CDC42_REG_PATHWAY	0.99494949
MODULE_238	0.99494949
GCM_RING1	0.99494949
MODULE_122	0.99494949
MORF_SNRP70	0.99494949
MODULE_32	0.99494949
MODULE_301	0.99494949
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	0.99494949
MODULE_505	0.99494949
BIOCARTA_BCR_PATHWAY	0.99494949
MODULE_346	0.99494949
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	0.99494949
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	0.99494949
MODULE_377	0.99494949
MODULE_334	0.99494949
REACTOME_REGULATORY_RNA_PATHWAYS	0.99494949
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	0.99494949
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.99494949
REACTOME_SIGNALLING_TO_RAS	0.99494949
GNF2_RBBP6	0.99494949
KEGG_CELL_ADHESION_MOLECULES_CAMS	0.99494949
MORF_JAK3	0.99494949
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	0.99494949
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	0.99494949
BIOCARTA_ATM_PATHWAY	0.99494949
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	0.99494949
REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION	0.99494949
REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	0.99494949
ST_ERK1_ERK2_MAPK_PATHWAY	0.99494949
MORF_RAB3A	0.99494949
MODULE_141	0.99494949
KEGG_AXON_GUIDANCE	0.99494949
PID_PI3KCIPATHWAY	0.99494949
REACTOME_G0_AND_EARLY_G1	0.99494949
BIOCARTA_P38MAPK_PATHWAY	0.99494949
REACTOME_PLC_BETA_MEDIATED_EVENTS	0.99494949
KEGG_RETINOL_METABOLISM	0.99494949
REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	0.99494949
BIOCARTA_NKT_PATHWAY	0.99494949
PID_VEGFR1_PATHWAY	0.99494949
MORF_BRCA1	0.99494949
MODULE_358	0.99494949
BIOCARTA_HSP27_PATHWAY	0.99494949
REACTOME_SIGNALING_BY_NOTCH4	0.99494949
MODULE_222	0.99494949
MODULE_169	0.99494949
PID_ENDOTHELINPATHWAY	0.99494949
REACTOME_NFKB_ACTIVATION_THROUGH_FADD_RIP1_PATHWAY_MEDIATED_BY_CASPASE_8_AND10	0.99494949
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	0.99494949
PID_DNAPK_PATHWAY	0.99494949
REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING	0.99494949
GNF2_HPX	0.99494949
MODULE_166	0.99494949
MODULE_552	0.99494949
MODULE_430	0.99494949
MODULE_433	0.99494949
PID_AR_TF_PATHWAY	0.99494949
REACTOME_OLFACTORY_SIGNALING_PATHWAY	0.99494949
REACTOME_METAL_ION_SLC_TRANSPORTERS	0.99494949
MORF_CDC2L5	0.99494949
MODULE_470	0.99494949
GNF2_CENPF	0.99494949
MORF_PTEN	0.99494949
MODULE_375	0.99494949
MODULE_189	0.99494949
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR	0.99494949
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	0.99494949
BIOCARTA_ASBCELL_PATHWAY	0.99494949
MODULE_299	0.99494949
MORF_FANCG	0.99494949
GNF2_PPP6C	0.99494949
PID_CD8TCRPATHWAY	0.99494949
GCM_SUFU	0.99494949
GNF2_CD48	0.99494949
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0.99494949
MODULE_63	0.99494949
REACTOME_SIGNALING_BY_HIPPO	0.99494949
MODULE_119	0.99494949
MODULE_138	0.99494949
GNF2_CEBPA	0.99494949
MORF_BNIP1	0.99494949
REACTOME_PEPTIDE_CHAIN_ELONGATION	0.99494949
MORF_TNFRSF25	0.99494949
REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS	0.99494949
REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	0.99494949
GNF2_ANP32B	0.99494949
MORF_AP3D1	0.99494949
MORF_GPX4	0.99494949
PID_AURORA_B_PATHWAY	0.99494949
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	0.99494949
MODULE_272	0.99494949
REACTOME_BOTULINUM_NEUROTOXICITY	0.99494949
MORF_EIF4E	0.99494949
KEGG_PROSTATE_CANCER	0.99494949
GCM_CASP2	0.99494949
MODULE_110	0.99494949
MORF_PSMF1	0.99494949
MODULE_163	0.99494949
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	0.99494949
GNF2_VAV1	0.99494949
MORF_PPP2CA	0.99494949
BIOCARTA_MCALPAIN_PATHWAY	0.99494949
MODULE_85	0.99494949
MODULE_78	0.99494949
BIOCARTA_BARRESTIN_PATHWAY	0.99494949
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	0.99494949
MORF_SKP1A	0.99494949
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	0.99494949
REACTOME_MRNA_PROCESSING	0.99494949
PID_PRLSIGNALINGEVENTSPATHWAY	0.99494949
BIOCARTA_TNFR2_PATHWAY	0.99494949
BIOCARTA_PTC1_PATHWAY	0.99494949
REACTOME_MYOGENESIS	0.99494949
REACTOME_ENDOGENOUS_STEROLS	0.99494949
BIOCARTA_TH1TH2_PATHWAY	0.99494949
MORF_PRDX3	0.99494949
MODULE_431	0.99494949
ST_GA12_PATHWAY	0.99494949
REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2	0.99494949
BIOCARTA_CDC42RAC_PATHWAY	0.99494949
PID_BETACATENIN_NUC_PATHWAY	0.99494949
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	0.99494949
MODULE_195	0.99494949
REACTOME_PYRIMIDINE_METABOLISM	0.99494949
PID_SYNDECAN_2_PATHWAY	0.99494949
REACTOME_PROLACTIN_RECEPTOR_SIGNALING	0.99494949
MORF_RAGE	0.99494949
BIOCARTA_CXCR4_PATHWAY	0.99494949
MODULE_395	0.99494949
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	0.99494949
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	0.99494949
GNF2_CDKN1C	0.99494949
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	0.99494949
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	0.99494949
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	0.99494949
GCM_PTPRU	0.99494949
REACTOME_SIGNALING_BY_NODAL	0.99494949
PID_MAPKTRKPATHWAY	0.99494949
REACTOME_RNA_POL_I_TRANSCRIPTION_INITIATION	0.99494949
BIOCARTA_EPONFKB_PATHWAY	0.99494949
CAR_WBSCR22	0.99494949
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS	0.99494949
MODULE_168	0.99494949
GNF2_CENPE	0.99494949
KEGG_PYRUVATE_METABOLISM	0.99494949
REACTOME_DEFENSINS	0.99494949
REACTOME_PLATELET_SENSITIZATION_BY_LDL	0.99494949
MODULE_525	0.99494949
PID_INTEGRIN_A4B1_PATHWAY	0.99494949
REACTOME_ERK_MAPK_TARGETS	0.99494949
REACTOME_RNA_POL_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING	0.99494949
BIOCARTA_RHO_PATHWAY	0.99494949
REACTOME_CELL_CYCLE_CHECKPOINTS	0.99494949
REACTOME_DNA_REPAIR	0.99494949
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	0.99494949
REACTOME_SIGNALING_BY_ROBO_RECEPTOR	0.99494949
MORF_JUND	0.99494949
PID_AVB3_INTEGRIN_PATHWAY	0.99494949
MODULE_102	0.99494949
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0.99494949
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_ATF6_ALPHA	0.99494949
PID_P38_MKK3_6PATHWAY	0.99494949
GNF2_SPRR1B	0.99494949
REACTOME_AXON_GUIDANCE	0.99494949
REACTOME_APOPTOSIS	0.99494949
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	0.99494949
PID_SYNDECAN_1_PATHWAY	0.99494949
KEGG_ERBB_SIGNALING_PATHWAY	0.99494949
BIOCARTA_TCR_PATHWAY	0.99494949
PID_NEPHRIN_NEPH1_PATHWAY	0.99494949
BIOCARTA_P35ALZHEIMERS_PATHWAY	0.99494949
MODULE_563	0.99494949
KEGG_N_GLYCAN_BIOSYNTHESIS	0.99494949
REACTOME_CELL_JUNCTION_ORGANIZATION	0.99494949
GCM_AQP4	0.99494949
PID_FCER1PATHWAY	0.99494949
PID_S1P_S1P4_PATHWAY	0.99494949
REACTOME_CGMP_EFFECTS	0.99494949
BIOCARTA_SKP2E2F_PATHWAY	0.99494949
MODULE_87	0.99494949
PID_TELOMERASEPATHWAY	0.99494949
GNF2_CARD15	0.99494949
MORF_AATF	0.99494949
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	0.99494949
KEGG_NUCLEOTIDE_EXCISION_REPAIR	0.99494949
PID_NECTIN_PATHWAY	0.99494949
PID_IL23PATHWAY	0.99494949
GNF2_CCNB2	0.99494949
KEGG_GLYCEROLIPID_METABOLISM	0.99494949
MODULE_427	0.99494949
REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX_UPON_TLR7_8_OR_9_STIMULATION	0.99494949
KEGG_SPHINGOLIPID_METABOLISM	0.99494949
BIOCARTA_CASPASE_PATHWAY	0.99494949
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6	0.99494949
MODULE_26	0.99494949
PID_RXR_VDR_PATHWAY	0.99494949
REACTOME_HIV_INFECTION	0.99494949
MORF_NME2	0.99494949
KEGG_JAK_STAT_SIGNALING_PATHWAY	0.99494949
MODULE_252	0.99494949
REACTOME_PTM_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION	0.99494949
MORF_IFNA1	0.99494949
MORF_CSNK1D	0.99494949
MORF_TERF1	0.99494949
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	0.99494949
MODULE_503	0.99494949
ST_TUMOR_NECROSIS_FACTOR_PATHWAY	0.99494949
BIOCARTA_VITCB_PATHWAY	0.99494949
BIOCARTA_CCR5_PATHWAY	0.99494949
MODULE_214	0.99494949
PID_MET_PATHWAY	0.99494949
REACTOME_COMPLEMENT_CASCADE	0.99494949
MORF_BMI1	0.99494949
BIOCARTA_AGPCR_PATHWAY	0.99494949
MODULE_49	0.99494949
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION	0.99494949
ST_G_ALPHA_I_PATHWAY	0.99494949
KEGG_VEGF_SIGNALING_PATHWAY	0.99494949
MORF_ZNF10	0.99494949
KEGG_APOPTOSIS	0.99494949
REACTOME_EXTENSION_OF_TELOMERES	0.99494949
GNF2_HDAC1	0.99494949
BIOCARTA_IGF1R_PATHWAY	0.99494949
MORF_CCNF	0.99494949
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.99494949
MODULE_291	0.99494949
BIOCARTA_ACH_PATHWAY	0.99494949
GNF2_RAB7L1	0.99494949
PID_DELTANP63PATHWAY	0.99494949
MORF_MAP2K7	0.99494949
MORF_MSH2	0.99494949
MODULE_103	0.99494949
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	0.99494949
BIOCARTA_ACTINY_PATHWAY	0.99494949
KEGG_PANCREATIC_CANCER	0.99494949
GNF2_MYD88	0.99494949
MORF_ARAF1	0.99494949
MODULE_62	0.99494949
KEGG_SELENOAMINO_ACID_METABOLISM	0.99494949
MODULE_545	0.99494949
PID_BCR_5PATHWAY	0.99494949
MODULE_480	0.99494949
KEGG_ACUTE_MYELOID_LEUKEMIA	0.99494949
MORF_EIF3S6	0.99494949
MORF_FEN1	0.99494949
REACTOME_REGULATION_OF_RHEB_GTPASE_ACTIVITY_BY_AMPK	0.99494949
KEGG_THYROID_CANCER	0.99494949
MODULE_343	0.99494949
MORF_PRKDC	0.99494949
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV1_INFECTION	0.99494949
PID_MYC_PATHWAY	0.99494949
MORF_JAG1	0.99494949
GNF2_PAK2	0.99494949
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.99494949
MODULE_113	0.99494949
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	0.99494949
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	0.99494949
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	0.99494949
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	0.99494949
BIOCARTA_GPCR_PATHWAY	0.99494949
PID_FGF_PATHWAY	0.99494949
MODULE_48	0.99494949
MODULE_516	0.99494949
PID_AJDISS_2PATHWAY	0.99494949
KEGG_GLUTATHIONE_METABOLISM	0.99494949
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	0.99494949
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PLC_BETA	0.99494949
ST_GRANULE_CELL_SURVIVAL_PATHWAY	0.99494949
BIOCARTA_CDMAC_PATHWAY	0.99494949
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING	0.99494949
MORF_ATRX	0.99494949
REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS	0.99494949
PID_P75NTRPATHWAY	0.99494949
REACTOME_UNBLOCKING_OF_NMDA_RECEPTOR_GLUTAMATE_BINDING_AND_ACTIVATION	0.99494949
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING	0.99494949
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	0.99494949
KEGG_HISTIDINE_METABOLISM	0.99494949
KEGG_NITROGEN_METABOLISM	0.99494949
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	0.99494949
REACTOME_M_G1_TRANSITION	0.99494949
MODULE_99	0.99494949
GNF2_SPINK1	0.99494949
MODULE_310	0.99494949
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	0.99494949
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	0.99494949
KEGG_OTHER_GLYCAN_DEGRADATION	0.99494949
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.99494949
REACTOME_SIGNAL_ATTENUATION	0.99494949
MODULE_178	0.99494949
REACTOME_INSULIN_RECEPTOR_RECYCLING	0.99494949
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	0.99494949
BIOCARTA_SET_PATHWAY	0.99494949
REACTOME_HIV_LIFE_CYCLE	0.99494949
MODULE_528	0.99494949
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.99494949
KEGG_CELL_CYCLE	0.99494949
BIOCARTA_PARKIN_PATHWAY	0.99494949
MODULE_229	0.99494949
KEGG_RIBOFLAVIN_METABOLISM	0.99494949
REACTOME_IL_RECEPTOR_SHC_SIGNALING	0.99494949
BIOCARTA_FMLP_PATHWAY	0.99494949
KEGG_LINOLEIC_ACID_METABOLISM	0.99494949
PID_WNT_SIGNALING_PATHWAY	0.99494949
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	0.99494949
MODULE_106	0.99494949
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	0.99494949
BIOCARTA_STATHMIN_PATHWAY	0.99494949
MORF_RAC1	0.99494949
MODULE_220	0.99494949
MORF_XPC	0.99494949
KEGG_NON_HOMOLOGOUS_END_JOINING	0.99494949
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR	0.99494949
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS	0.99494949
MORF_LCAT	0.99494949
BIOCARTA_RNA_PATHWAY	0.99494949
CAR_MYST2	0.99494949
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.99494949
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	0.99494949
KEGG_PATHWAYS_IN_CANCER	0.99494949
PID_KITPATHWAY	0.99494949
MORF_TTN	0.99494949
GNF2_CASP4	0.99494949
MODULE_512	0.99494949
REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS	0.99494949
MODULE_436	0.99494949
GNF2_ATM	0.99494949
MORF_PPP2R5B	0.99494949
MODULE_256	0.99494949
GCM_GSTA4	0.99494949
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	0.99494949
REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	0.99494949
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS	0.99494949
MORF_PCNA	0.99494949
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION	0.99494949
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	0.99494949
REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS	0.99494949
MODULE_458	0.99494949
GNF2_TNFSF10	0.99494949
REACTOME_PI3K_AKT_ACTIVATION	0.99494949
GNF2_CDC20	0.99494949
GNF2_TIMP2	0.99494949
MODULE_447	0.99494949
MORF_PTPRR	0.99494949
GNF2_RFC3	0.99494949
GCM_BMPR2	0.99494949
REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE	0.99494949
REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS	0.99494949
MODULE_127	0.99494949
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	0.99494949
KEGG_DORSO_VENTRAL_AXIS_FORMATION	0.99494949
GNF2_GLTSCR2	0.99494949
PID_P53DOWNSTREAMPATHWAY	0.99494949
REACTOME_HEMOSTASIS	0.99494949
KEGG_FOCAL_ADHESION	0.99494949
PID_EPHA_FWDPATHWAY	0.99494949
BIOCARTA_INSULIN_PATHWAY	0.99494949
PID_MTOR_4PATHWAY	0.99494949
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	0.99494949
MODULE_320	0.99494949
MODULE_9	0.99494949
REACTOME_CALNEXIN_CALRETICULIN_CYCLE	0.99494949
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0.99494949
MODULE_416	0.99494949
PID_GLYPICAN_1PATHWAY	0.99494949
REACTOME_PI3K_CASCADE	0.99494949
BIOCARTA_IL12_PATHWAY	0.99494949
REACTOME_PHOSPHOLIPID_METABOLISM	0.99494949
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE	0.99494949
MODULE_264	0.99494949
PID_VEGFR1_2_PATHWAY	0.99494949
GNF2_SERPINB5	0.99494949
MORF_UBE2A	0.99494949
BIOCARTA_MTA3_PATHWAY	0.99494949
MODULE_248	0.99494949
BIOCARTA_CALCINEURIN_PATHWAY	0.99494949
CAR_HPX	0.99494949
MORF_SART1	0.99494949
MORF_KDR	0.99494949
PID_HNF3APATHWAY	0.99494949
MORF_ATF2	0.99494949
MODULE_448	0.99494949
MODULE_267	0.99494949
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	0.99494949
BIOCARTA_EGFR_SMRTE_PATHWAY	0.99494949
REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS	0.99494949
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	0.99494949
BIOCARTA_PML_PATHWAY	0.99494949
BIOCARTA_IL4_PATHWAY	0.99494949
MODULE_213	0.99494949
MORF_PAPSS1	0.99494949
GNF2_HLA-C	0.99494949
GNF2_CD1D	0.99494949
PID_ERBB4_PATHWAY	0.99494949
MORF_RPA1	0.99494949
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	0.99494949
MORF_LMO1	0.99494949
PID_HIVNEFPATHWAY	0.99494949
REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G	0.99494949
MORF_ERH	0.99494949
MORF_ORC1L	0.99494949
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1	0.99494949
BIOCARTA_AKAP95_PATHWAY	0.99494949
GCM_RBM8A	0.99494949
REACTOME_FRS2_MEDIATED_CASCADE	0.99494949
KEGG_BUTANOATE_METABOLISM	0.99494949
MODULE_72	0.99494949
REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX	0.99494949
PID_PI3KPLCTRKPATHWAY	0.99494949
MODULE_41	0.99494949
GNF2_DENR	0.99494949
KEGG_GLIOMA	0.99494949
MODULE_379	0.99494949
MORF_RFC5	0.99494949
BIOCARTA_BIOPEPTIDES_PATHWAY	0.99494949
KEGG_ADHERENS_JUNCTION	0.99494949
GCM_IL6ST	0.99494949
MORF_STK17A	0.99494949
MODULE_329	0.99494949
REACTOME_BASE_EXCISION_REPAIR	0.99494949
CAR_IGFBP1	0.99494949
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	0.99494949
MORF_SUPT3H	0.99494949
PID_CDC42_PATHWAY	0.99494949
PID_INTEGRIN3_PATHWAY	0.99494949
MODULE_4	0.99494949
GNF2_EGFR	0.99494949
MODULE_576	0.99494949
BIOCARTA_RAB_PATHWAY	0.99494949
BIOCARTA_GH_PATHWAY	0.99494949
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES	0.99494949
REACTOME_GLUCOSE_METABOLISM	0.99494949
MODULE_492	0.99494949
MODULE_139	0.99494949
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	0.99494949
MODULE_40	0.99494949
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	0.99494949
KEGG_MELANOGENESIS	0.99494949
REACTOME_FANCONI_ANEMIA_PATHWAY	0.99494949
MODULE_511	0.99494949
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_	0.99494949
BIOCARTA_FREE_PATHWAY	0.99494949
MODULE_123	0.99494949
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	0.99494949
MODULE_465	0.99494949
BIOCARTA_IL1R_PATHWAY	0.99494949
BIOCARTA_IL7_PATHWAY	0.99494949
BIOCARTA_IGF1_PATHWAY	0.99494949
REACTOME_TRANSLATION	0.99494949
MODULE_64	0.99494949
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	0.99494949
MODULE_73	0.99494949
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR	0.99494949
MODULE_257	0.99494949
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	0.99494949
MODULE_43	0.99494949
GNF2_SMC1L1	0.99494949
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0.99494949
PID_ARF6DOWNSTREAMPATHWAY	0.99494949
MODULE_19	0.99494949
GNF2_BUB1	0.99494949
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.99494949
PID_EPOPATHWAY	0.99494949
REACTOME_G2_M_CHECKPOINTS	0.99494949
PID_BMPPATHWAY	0.99494949
MODULE_273	0.99494949
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_	0.99494949
MODULE_495	0.99494949
REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS	0.99494949
MORF_GMPS	0.99494949
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	0.99494949
